file_name,caption_1,caption_2,caption_3,caption_4,caption_5
F907 Church prayer f_cap_1.wav,A loudspeaker is broadcasting something in an echoing enclosed space.,N/A,N/A,N/A,N/A
F907 Church prayer f_cap_2.wav,N/A,A man is talking in a building while a crowd responds.,N/A,N/A,N/A
F907 Church prayer f_cap_3.wav,N/A,N/A,A speaker is saying something and the crowd repeats him.,N/A,N/A
F907 Church prayer f_cap_4.wav,N/A,N/A,N/A,"At the airport, something is being called out.",N/A
F907 Church prayer f_cap_5.wav,N/A,N/A,N/A,N/A,The man in the building speaks as the crowd responds.
Swiss Alp with cowbells and creek.wav,"Chimes are striking each other, as the water is running.",The movement of water pouring to and from containers while chimes are clamoring in the background.,Water gurgles as it is poured into a metal can and droplets ping off the side.,Water is running and chimes are hitting against each other.,Water pours into another container with water as chimes clang in the background.
Swiss Alp with cowbells and creek_cap_1.wav,"Chimes are striking each other, as the water is running.",N/A,N/A,N/A,N/A
Swiss Alp with cowbells and creek_cap_2.wav,N/A,The movement of water pouring to and from containers while chimes are clamoring in the background.,N/A,N/A,N/A
Swiss Alp with cowbells and creek_cap_3.wav,N/A,N/A,Water gurgles as it is poured into a metal can and droplets ping off the side.,N/A,N/A
Swiss Alp with cowbells and creek_cap_4.wav,N/A,N/A,N/A,Water is running and chimes are hitting against each other.,N/A
Swiss Alp with cowbells and creek_cap_5.wav,N/A,N/A,N/A,N/A,Water pours into another container with water as chimes clang in the background.
Rain&amp;Thunder.wav,A storm with distant thunder and heavy rain,Rain falls lightly as thunder rumbles in the distance.,The thunder rumbled in the background as the rain pelted the window.,Thunder in the background while rain hits a window,Thunder is rumbling and light rain is falling.
Rain&amp;Thunder_cap_1.wav,A storm with distant thunder and heavy rain,N/A,N/A,N/A,N/A
Rain&amp;Thunder_cap_2.wav,N/A,Rain falls lightly as thunder rumbles in the distance.,N/A,N/A,N/A
Rain&amp;Thunder_cap_3.wav,N/A,N/A,The thunder rumbled in the background as the rain pelted the window.,N/A,N/A
Rain&amp;Thunder_cap_4.wav,N/A,N/A,N/A,Thunder in the background while rain hits a window,N/A
Rain&amp;Thunder_cap_5.wav,N/A,N/A,N/A,N/A,Thunder is rumbling and light rain is falling.
westend 3.wav,Faint talking is at an event with music in the background.,Some people are talking in a noisy environment with a lot of vehicles there.,The roar of cars accompanies the conversations of people nearby.,There are many people talking together in this large space.,You can hear cars and you can hear people talking to each other.
westend 3_cap_1.wav,Faint talking is at an event with music in the background.,N/A,N/A,N/A,N/A
westend 3_cap_2.wav,N/A,Some people are talking in a noisy environment with a lot of vehicles there.,N/A,N/A,N/A
westend 3_cap_3.wav,N/A,N/A,The roar of cars accompanies the conversations of people nearby.,N/A,N/A
westend 3_cap_4.wav,N/A,N/A,N/A,There are many people talking together in this large space.,N/A
westend 3_cap_5.wav,N/A,N/A,N/A,N/A,You can hear cars and you can hear people talking to each other.
Light Footsteps.wav,A person is speaking on a electronic device followed by a man speaking.,A quiet setting with a few bumps and a voice telling something.,Footsteps echo on a wood floor as a person whispers quietly.,People are talking and getting into a truck.,Someone whispers while sorting out a drawer while a broadcast plays.
Light Footsteps_cap_1.wav,A person is speaking on a electronic device followed by a man speaking.,N/A,N/A,N/A,N/A
Light Footsteps_cap_2.wav,N/A,A quiet setting with a few bumps and a voice telling something.,N/A,N/A,N/A
Light Footsteps_cap_3.wav,N/A,N/A,Footsteps echo on a wood floor as a person whispers quietly.,N/A,N/A
Light Footsteps_cap_4.wav,N/A,N/A,N/A,People are talking and getting into a truck.,N/A
Light Footsteps_cap_5.wav,N/A,N/A,N/A,N/A,Someone whispers while sorting out a drawer while a broadcast plays.
Footsteps in Sand.wav,A person is outside walking in snow and then the person runs in the snow.,A person walking on snow on a path outdoors.,A person walks with increasing speed through snow.,Someone trudges through snow on a path outside.,"The person walks, and then runs, through the snow."
Footsteps in Sand_cap_1.wav,A person is outside walking in snow and then the person runs in the snow.,N/A,N/A,N/A,N/A
Footsteps in Sand_cap_2.wav,N/A,A person walking on snow on a path outdoors.,N/A,N/A,N/A
Footsteps in Sand_cap_3.wav,N/A,N/A,A person walks with increasing speed through snow.,N/A,N/A
Footsteps in Sand_cap_4.wav,N/A,N/A,N/A,Someone trudges through snow on a path outside.,N/A
Footsteps in Sand_cap_5.wav,N/A,N/A,N/A,N/A,"The person walks, and then runs, through the snow."
WalkingonPineNeedles.wav,A man is walking on dry leaves through a wooded area.,"A man takes a walk through a wooded area, treading on dry leaves as he does so.",Crinkling footsteps in dry grass or twigs gets louder as someone walks.,Leaves rustle as a person steps through them.,Leaves rustling as a person walks through them.
WalkingonPineNeedles_cap_1.wav,A man is walking on dry leaves through a wooded area.,N/A,N/A,N/A,N/A
WalkingonPineNeedles_cap_2.wav,N/A,"A man takes a walk through a wooded area, treading on dry leaves as he does so.",N/A,N/A,N/A
WalkingonPineNeedles_cap_3.wav,N/A,N/A,Crinkling footsteps in dry grass or twigs gets louder as someone walks.,N/A,N/A
WalkingonPineNeedles_cap_4.wav,N/A,N/A,N/A,Leaves rustle as a person steps through them.,N/A
WalkingonPineNeedles_cap_5.wav,N/A,N/A,N/A,N/A,Leaves rustling as a person walks through them.
Leaves rustling.wav,A rustling of footsteps appears through bushes as time goes on.,Birds chirp while people walk over a surface of leaves.,"Dry leaves crunch as someone runs through them and in the distance, a group of people talk.",People are talking in background as someone runs through dry leaves on the ground.,People are walking through the grass and through leaves while birds chirp in the background.
Leaves rustling_cap_1.wav,A rustling of footsteps appears through bushes as time goes on.,N/A,N/A,N/A,N/A
Leaves rustling_cap_2.wav,N/A,Birds chirp while people walk over a surface of leaves.,N/A,N/A,N/A
Leaves rustling_cap_3.wav,N/A,N/A,"Dry leaves crunch as someone runs through them and in the distance, a group of people talk.",N/A,N/A
Leaves rustling_cap_4.wav,N/A,N/A,N/A,People are talking in background as someone runs through dry leaves on the ground.,N/A
Leaves rustling_cap_5.wav,N/A,N/A,N/A,N/A,People are walking through the grass and through leaves while birds chirp in the background.
Fridge Motor.wav,The engine of a machine is running at a consistent rate.,A motor running well makes an overpowering noise.,A tiny motor or generator run on electricity is humming.,Hum of a small electric engine or generator.,a machine vibrates at a consistent pace and is loud
Fridge Motor_cap_1.wav,The engine of a machine is running at a consistent rate.,N/A,N/A,N/A,N/A
Fridge Motor_cap_2.wav,N/A,A motor running well makes an overpowering noise.,N/A,N/A,N/A
Fridge Motor_cap_3.wav,N/A,N/A,A tiny motor or generator run on electricity is humming.,N/A,N/A
Fridge Motor_cap_4.wav,N/A,N/A,N/A,Hum of a small electric engine or generator.,N/A
Fridge Motor_cap_5.wav,N/A,N/A,N/A,N/A,a machine vibrates at a consistent pace and is loud
Schmatzschmatz_dry.wav,A frying pan frying up food in some oil,Food is frying and sizzling in cooking oil.,Small increments were poured into a cup with liquid.,Water is being poured from a pitcher into a cup in small spurts.,Water is poured from a pitcher to a cup slowly.
Schmatzschmatz_dry_cap_1.wav,A frying pan frying up food in some oil,N/A,N/A,N/A,N/A
Schmatzschmatz_dry_cap_2.wav,N/A,Food is frying and sizzling in cooking oil.,N/A,N/A,N/A
Schmatzschmatz_dry_cap_3.wav,N/A,N/A,Small increments were poured into a cup with liquid.,N/A,N/A
Schmatzschmatz_dry_cap_4.wav,N/A,N/A,N/A,Water is being poured from a pitcher into a cup in small spurts.,N/A
Schmatzschmatz_dry_cap_5.wav,N/A,N/A,N/A,N/A,Water is poured from a pitcher to a cup slowly.
futuristic_1-2.wav,A disturbing mechanical whir resonates incessantly as time goes on.,"A long, steady buzzing sound with steady pitch.",An electronic device can run at constant speed and volume.,An electronic device running at a constant speed and volume.,An electronic frequency box emitting a steady humming sound for twenty seconds.
futuristic_1-2_cap_1.wav,A disturbing mechanical whir resonates incessantly as time goes on.,N/A,N/A,N/A,N/A
futuristic_1-2_cap_2.wav,N/A,"A long, steady buzzing sound with steady pitch.",N/A,N/A,N/A
futuristic_1-2_cap_3.wav,N/A,N/A,An electronic device can run at constant speed and volume.,N/A,N/A
futuristic_1-2_cap_4.wav,N/A,N/A,N/A,An electronic device running at a constant speed and volume.,N/A
futuristic_1-2_cap_5.wav,N/A,N/A,N/A,N/A,An electronic frequency box emitting a steady humming sound for twenty seconds.
Noisy PC.wav,A loud disturbing noise is being played at a consistent rate.,A loud disturbing noise is being played at a pretty consistent rate.,A machine emits a static noise at a constant rate.,The electrical noise sounds for the entire clip.,The machine emits a static noise at a constant rate.
Noisy PC_cap_1.wav,A loud disturbing noise is being played at a consistent rate.,N/A,N/A,N/A,N/A
Noisy PC_cap_2.wav,N/A,A loud disturbing noise is being played at a pretty consistent rate.,N/A,N/A,N/A
Noisy PC_cap_3.wav,N/A,N/A,A machine emits a static noise at a constant rate.,N/A,N/A
Noisy PC_cap_4.wav,N/A,N/A,N/A,The electrical noise sounds for the entire clip.,N/A
Noisy PC_cap_5.wav,N/A,N/A,N/A,N/A,The machine emits a static noise at a constant rate.
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",A bird chirping as water begins to flow at a steady pace.,A group of animals are making sounds near a flowing stream.,A swamp in the woods that is home to wildlife including many birds and frogs.,A thunderstorm echoes through the forest while the animals call.,animals are making noises near a stream of water flowing
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet_cap_1.wav",A bird chirping as water begins to flow at a steady pace.,N/A,N/A,N/A,N/A
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet_cap_2.wav",N/A,A group of animals are making sounds near a flowing stream.,N/A,N/A,N/A
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet_cap_3.wav",N/A,N/A,A swamp in the woods that is home to wildlife including many birds and frogs.,N/A,N/A
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet_cap_4.wav",N/A,N/A,N/A,A thunderstorm echoes through the forest while the animals call.,N/A
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet_cap_5.wav",N/A,N/A,N/A,N/A,animals are making noises near a stream of water flowing
"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311.wav","A melodious bell rings, then a man speaks.",A melody of bells chime and then a man speaking comes on the radio.,A xylophone melody plays briefly followed by a man speaking.,The man on the train is speaking over the soft music.,The announcement of the man follows the chime of a xylophone on an intercom.
"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311_cap_1.wav","A melodious bell rings, then a man speaks.",N/A,N/A,N/A,N/A
"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311_cap_2.wav",N/A,A melody of bells chime and then a man speaking comes on the radio.,N/A,N/A,N/A
"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311_cap_3.wav",N/A,N/A,A xylophone melody plays briefly followed by a man speaking.,N/A,N/A
"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311_cap_4.wav",N/A,N/A,N/A,The man on the train is speaking over the soft music.,N/A
"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311_cap_5.wav",N/A,N/A,N/A,N/A,The announcement of the man follows the chime of a xylophone on an intercom.
Night Ambient.wav,A cricket is making a lot of noise and a dice is dropped on the table.,Crickets are chirping slowly during a warm summer night while the wind is blowing by.,Crickets chirp as thunder booms in the distance.,Crickets chirping slowly during a warm summer night and the wind blowing by.,The crickets are chirping while the rain starts falling down and the thunder rumbling
Night Ambient_cap_1.wav,A cricket is making a lot of noise and a dice is dropped on the table.,N/A,N/A,N/A,N/A
Night Ambient_cap_2.wav,N/A,Crickets are chirping slowly during a warm summer night while the wind is blowing by.,N/A,N/A,N/A
Night Ambient_cap_3.wav,N/A,N/A,Crickets chirp as thunder booms in the distance.,N/A,N/A
Night Ambient_cap_4.wav,N/A,N/A,N/A,Crickets chirping slowly during a warm summer night and the wind blowing by.,N/A
Night Ambient_cap_5.wav,N/A,N/A,N/A,N/A,The crickets are chirping while the rain starts falling down and the thunder rumbling
Hamamatsu-birds-central-station.wav,A fire roars while birds chirp in the background and the hum of traffic resonates.,A medium sized bird making some noises while flying.,Birds are chirping as cars drive by their nest really fast.,Birds chirp in high pitched squeaks while cars drive by.,Many different kinds of birds calling as a car passes by
Hamamatsu-birds-central-station_cap_1.wav,A fire roars while birds chirp in the background and the hum of traffic resonates.,N/A,N/A,N/A,N/A
Hamamatsu-birds-central-station_cap_2.wav,N/A,A medium sized bird making some noises while flying.,N/A,N/A,N/A
Hamamatsu-birds-central-station_cap_3.wav,N/A,N/A,Birds are chirping as cars drive by their nest really fast.,N/A,N/A
Hamamatsu-birds-central-station_cap_4.wav,N/A,N/A,N/A,Birds chirp in high pitched squeaks while cars drive by.,N/A
Hamamatsu-birds-central-station_cap_5.wav,N/A,N/A,N/A,N/A,Many different kinds of birds calling as a car passes by
Heat.pump.aquaculture.hatchery.wav,A person opening and then walking through a door in an auto garage with machine noises in the background.,"An ambient, mechanical hum resonates as a door opens then shuts and a mechanical whirring starts.",Opening a door to a bus before it drives away.,Opening a door to a bus then it drives away.,"screeching as window is washed, door slams , then vacuum gets louder and then comes to a stop"
Heat.pump.aquaculture.hatchery_cap_1.wav,A person opening and then walking through a door in an auto garage with machine noises in the background.,N/A,N/A,N/A,N/A
Heat.pump.aquaculture.hatchery_cap_2.wav,N/A,"An ambient, mechanical hum resonates as a door opens then shuts and a mechanical whirring starts.",N/A,N/A,N/A
Heat.pump.aquaculture.hatchery_cap_3.wav,N/A,N/A,Opening a door to a bus before it drives away.,N/A,N/A
Heat.pump.aquaculture.hatchery_cap_4.wav,N/A,N/A,N/A,Opening a door to a bus then it drives away.,N/A
Heat.pump.aquaculture.hatchery_cap_5.wav,N/A,N/A,N/A,N/A,"screeching as window is washed, door slams , then vacuum gets louder and then comes to a stop"
House_microwave_beep.wav,A microwave beeps and moves around as it warms up dinner.,"A microwave beeps and then the microwave runs, beeps and then the door opens.","A microwave beeps and then, it starts and beeps again as it stops.",A microwave beeps before being set to briefly cook the food and remove it.,"A microwave beeps, turns on, then stops and beeps again"
House_microwave_beep_cap_1.wav,A microwave beeps and moves around as it warms up dinner.,N/A,N/A,N/A,N/A
House_microwave_beep_cap_2.wav,N/A,"A microwave beeps and then the microwave runs, beeps and then the door opens.",N/A,N/A,N/A
House_microwave_beep_cap_3.wav,N/A,N/A,"A microwave beeps and then, it starts and beeps again as it stops.",N/A,N/A
House_microwave_beep_cap_4.wav,N/A,N/A,N/A,A microwave beeps before being set to briefly cook the food and remove it.,N/A
House_microwave_beep_cap_5.wav,N/A,N/A,N/A,N/A,"A microwave beeps, turns on, then stops and beeps again"
hugeSlidingDoorSlamSM57.wav,"A large squeaky metal rolling door closes, footsteps walk down the hallway and another large squeaky door opens.","Gentle tapping is followed by a loud bang, complete silence and squeaking wheels rolling down the hall.","Large squeaky metal rolling door closes, footsteps, large squeaky door opens.",Someone is pushing a large trolley and crashing it before walking and moving another.,Tapping with a louder bang followed by complete silence then slightly squealing wheels rolling.
hugeSlidingDoorSlamSM57_cap_1.wav,"A large squeaky metal rolling door closes, footsteps walk down the hallway and another large squeaky door opens.",N/A,N/A,N/A,N/A
hugeSlidingDoorSlamSM57_cap_2.wav,N/A,"Gentle tapping is followed by a loud bang, complete silence and squeaking wheels rolling down the hall.",N/A,N/A,N/A
hugeSlidingDoorSlamSM57_cap_3.wav,N/A,N/A,"Large squeaky metal rolling door closes, footsteps, large squeaky door opens.",N/A,N/A
hugeSlidingDoorSlamSM57_cap_4.wav,N/A,N/A,N/A,Someone is pushing a large trolley and crashing it before walking and moving another.,N/A
hugeSlidingDoorSlamSM57_cap_5.wav,N/A,N/A,N/A,N/A,Tapping with a louder bang followed by complete silence then slightly squealing wheels rolling.
NYC Subway Train Approach Doors Announce Depart.wav,A subway riding through a tunnel and then coming to a stop.,A subway train arrives at a station and makes a complete stop.,A subway train coming into a station to a complete stop.,A train station has a train coming to a station.,A train station that has a train coming to a station.
NYC Subway Train Approach Doors Announce Depart_cap_1.wav,A subway riding through a tunnel and then coming to a stop.,N/A,N/A,N/A,N/A
NYC Subway Train Approach Doors Announce Depart_cap_2.wav,N/A,A subway train arrives at a station and makes a complete stop.,N/A,N/A,N/A
NYC Subway Train Approach Doors Announce Depart_cap_3.wav,N/A,N/A,A subway train coming into a station to a complete stop.,N/A,N/A
NYC Subway Train Approach Doors Announce Depart_cap_4.wav,N/A,N/A,N/A,A train station has a train coming to a station.,N/A
NYC Subway Train Approach Doors Announce Depart_cap_5.wav,N/A,N/A,N/A,N/A,A train station that has a train coming to a station.
Humming of a fan.wav,A car is starting up and only idling steadily,An automobile starting up and only idling steadily,An engine is running steadily then stops suddenly.,An older cars engine being started then stopped.,An older cars engine is being started then stopped.
Humming of a fan_cap_1.wav,A car is starting up and only idling steadily,N/A,N/A,N/A,N/A
Humming of a fan_cap_2.wav,N/A,An automobile starting up and only idling steadily,N/A,N/A,N/A
Humming of a fan_cap_3.wav,N/A,N/A,An engine is running steadily then stops suddenly.,N/A,N/A
Humming of a fan_cap_4.wav,N/A,N/A,N/A,An older cars engine being started then stopped.,N/A
Humming of a fan_cap_5.wav,N/A,N/A,N/A,N/A,An older cars engine is being started then stopped.
ringring.wav,A phone with an older tone is ringing.,"An antique phone rings seven times, but no one answers the call.",An old time phone rings on and on.,An older telephone rings over and over and then stops.,"The antique phone rings seven times, but no one answers the call."
ringring_cap_1.wav,A phone with an older tone is ringing.,N/A,N/A,N/A,N/A
ringring_cap_2.wav,N/A,"An antique phone rings seven times, but no one answers the call.",N/A,N/A,N/A
ringring_cap_3.wav,N/A,N/A,An old time phone rings on and on.,N/A,N/A
ringring_cap_4.wav,N/A,N/A,N/A,An older telephone rings over and over and then stops.,N/A
ringring_cap_5.wav,N/A,N/A,N/A,N/A,"The antique phone rings seven times, but no one answers the call."
using a microwave.wav,A machine starting and is running at a constant speed.,A machine starting and then running at a constant speed.,"A thump and a beep occur, and then the low hum of an ongoing industrial motor ensues.","A thump and beep occur, then the low hum of an industrial motor ensues and is ongoing.",A vehicle is being started up and left running.
using a microwave_cap_1.wav,A machine starting and is running at a constant speed.,N/A,N/A,N/A,N/A
using a microwave_cap_2.wav,N/A,A machine starting and then running at a constant speed.,N/A,N/A,N/A
using a microwave_cap_3.wav,N/A,N/A,"A thump and a beep occur, and then the low hum of an ongoing industrial motor ensues.",N/A,N/A
