fname,raw_text,text
AC Unit.wav,A machine buzzes over the constant hum of another machine,a machine buzzes over the constant hum of another machine
AC Unit.wav,Humming of an engine that goes more and more quiet,humming of an engine that goes more and more quiet
AC Unit_cap_1.wav,A buzz saw creates a loud noise and then gets quieter.,a buzz saw creates a loud noise and then gets quieter
AC Unit_cap_2.wav,A buzz saw starts off loud and then slowly gets quieter.,a buzz saw starts off loud and then slowly gets quieter
AC Unit_cap_3.wav,A humming engine which is getting progressively quieter.,a humming engine which is getting progressively quieter
AC Unit_cap_4.wav,A machine buzzes over the constant hum of another machine,a machine buzzes over the constant hum of another machine
AC Unit_cap_5.wav,Humming of an engine that goes more and more quiet,humming of an engine that goes more and more quiet
Movie projector.wav,A large machine is outdoors making a whirring sound.,a large machine is outdoors making a whirring sound
Movie projector.wav,A large machine outdoors making a whirring sound.,a large machine outdoors making a whirring sound
Movie projector.wav,A machine is running at a constant speed and a scraping of metal nearby.,a machine is running at a constant speed and a scraping of metal nearby
Movie projector.wav,An electric generator runs and gets progressively louder.,an electric generator runs and gets progressively louder
Movie projector.wav,An electric generator that is running but progressively getting louder.,an electric generator that is running but progressively getting louder
Movie projector_cap_1.wav,A large machine is outdoors making a whirring sound.,a large machine is outdoors making a whirring sound
Movie projector_cap_2.wav,A large machine outdoors making a whirring sound.,a large machine outdoors making a whirring sound
Movie projector_cap_3.wav,A machine is running at a constant speed and a scraping of metal nearby.,a machine is running at a constant speed and a scraping of metal nearby
Movie projector_cap_4.wav,An electric generator runs and gets progressively louder.,an electric generator runs and gets progressively louder
Movie projector_cap_5.wav,An electric generator that is running but progressively getting louder.,an electric generator that is running but progressively getting louder
PlaneDroningOverForest.wav,A helicopter whirs as birds and cicadas chirp in the distance.,a helicopter whirs as birds and cicadas chirp in the distance
PlaneDroningOverForest.wav,A person riding a bike as birds sitting on a tree cry out.,a person riding a bike as birds sitting on a tree cry out
PlaneDroningOverForest.wav,A plane is passing by and birds are singing.,a plane is passing by and birds are singing
PlaneDroningOverForest.wav,Birds sing as a plane passes by overhead.,birds sing as a plane passes by overhead
PlaneDroningOverForest.wav,an airplane is flying down below while birds are chirping down below,an airplane is flying down below while birds are chirping down below
PlaneDroningOverForest_cap_1.wav,A helicopter whirs as birds and cicadas chirp in the distance.,a helicopter whirs as birds and cicadas chirp in the distance
PlaneDroningOverForest_cap_2.wav,A person riding a bike as birds sitting on a tree cry out.,a person riding a bike as birds sitting on a tree cry out
PlaneDroningOverForest_cap_3.wav,A plane is passing by and birds are singing.,a plane is passing by and birds are singing
PlaneDroningOverForest_cap_4.wav,Birds sing as a plane passes by overhead.,birds sing as a plane passes by overhead
PlaneDroningOverForest_cap_5.wav,an airplane is flying down below while birds are chirping down below,an airplane is flying down below while birds are chirping down below
Cicada summer.wav,Cicadas chirp far away and then come near.,cicadas chirp far away and then come near
Cicada summer.wav,Cicadas chirp softly at first with the chirping becoming louder.,cicadas chirp softly at first with the chirping becoming louder
Cicada summer.wav,Crickets are chirping and birds are making different noises while the wind blows.,crickets are chirping and birds are making different noises while the wind blows
Cicada summer.wav,Insect noise is in the background with a more distinct insect buzzing getting louder then quieter.,insect noise is in the background with a more distinct insect buzzing getting louder then quieter
Cicada summer.wav,The wind blows in the trees while the birds sing and chirp together and crickets buzz in the grass.,the wind blows in the trees while the birds sing and chirp together and crickets buzz in the grass
Cicada summer_cap_1.wav,Cicadas chirp far away and then come near.,cicadas chirp far away and then come near
Cicada summer_cap_2.wav,Cicadas chirp softly at first with the chirping becoming louder.,cicadas chirp softly at first with the chirping becoming louder
Cicada summer_cap_3.wav,Crickets are chirping and birds are making different noises while the wind blows.,crickets are chirping and birds are making different noises while the wind blows
Cicada summer_cap_4.wav,Insect noise is in the background with a more distinct insect buzzing getting louder then quieter.,insect noise is in the background with a more distinct insect buzzing getting louder then quieter
Cicada summer_cap_5.wav,The wind blows in the trees while the birds sing and chirp together and crickets buzz in the grass.,the wind blows in the trees while the birds sing and chirp together and crickets buzz in the grass
FP_Rainstorm.wav,A mechanism spins as birds chirp in the distance,a mechanism spins as birds chirp in the distance
FP_Rainstorm.wav,A mechanism spins as some birds chirp in the distance.,a mechanism spins as some birds chirp in the distance
FP_Rainstorm.wav,A rainstorm pours while a motorcycle engine is revving.,a rainstorm pours while a motorcycle engine is revving
FP_Rainstorm.wav,It is raining lightly at a steady pace while some noises echo in the back.,it is raining lightly at a steady pace while some noises echo in the back
FP_Rainstorm.wav,It is raining lightly at a steady pace while sounds echo.,it is raining lightly at a steady pace while sounds echo
FP_Rainstorm_cap_1.wav,A mechanism spins as birds chirp in the distance,a mechanism spins as birds chirp in the distance
FP_Rainstorm_cap_2.wav,A mechanism spins as some birds chirp in the distance.,a mechanism spins as some birds chirp in the distance
FP_Rainstorm_cap_3.wav,A rainstorm pours while a motorcycle engine is revving.,a rainstorm pours while a motorcycle engine is revving
FP_Rainstorm_cap_4.wav,It is raining lightly at a steady pace while some noises echo in the back.,it is raining lightly at a steady pace while some noises echo in the back
FP_Rainstorm_cap_5.wav,It is raining lightly at a steady pace while sounds echo.,it is raining lightly at a steady pace while sounds echo
"Julian&#39;s Door - open and close, hinge only.wav",A door with a gentle close mechanism is being repeatedly opened and closed to create a creaking noise.,a door with a gentle close mechanism is being repeatedly opened and closed to create a creaking noise
"Julian&#39;s Door - open and close, hinge only.wav",A person is opening and closing a squeaky door,a person is opening and closing a squeaky door
"Julian&#39;s Door - open and close, hinge only.wav",A screeching of a door being opened and closed several times.,a screeching of a door being opened and closed several times
"Julian&#39;s Door - open and close, hinge only.wav",A squeaky door is being opened and shut by a person.,a squeaky door is being opened and shut by a person
"Julian&#39;s Door - open and close, hinge only.wav",The door is screeching as it is opened and closed several times.,the door is screeching as it is opened and closed several times
"Julian&#39;s Door - open and close, hinge only_cap_1.wav",A door with a gentle close mechanism is being repeatedly opened and closed to create a creaking noise.,a door with a gentle close mechanism is being repeatedly opened and closed to create a creaking noise
"Julian&#39;s Door - open and close, hinge only_cap_2.wav",A person is opening and closing a squeaky door,a person is opening and closing a squeaky door
"Julian&#39;s Door - open and close, hinge only_cap_3.wav",A screeching of a door being opened and closed several times.,a screeching of a door being opened and closed several times
"Julian&#39;s Door - open and close, hinge only_cap_4.wav",A squeaky door is being opened and shut by a person.,a squeaky door is being opened and shut by a person
"Julian&#39;s Door - open and close, hinge only_cap_5.wav",The door is screeching as it is opened and closed several times.,the door is screeching as it is opened and closed several times
Flowing traffic near a traffic light in the inner ring of milan.wav,A drill goes off while the traffic passes the construction site.,a drill goes off while the traffic passes the construction site
Flowing traffic near a traffic light in the inner ring of milan.wav,A drill goes off while traffic passes the construction site.,a drill goes off while traffic passes the construction site
Flowing traffic near a traffic light in the inner ring of milan.wav,Cars and trucks passing by causing loud traffic.,cars and trucks passing by causing loud traffic
Flowing traffic near a traffic light in the inner ring of milan.wav,The cars are passing by and then an animal chirps while in the middle of the busy street.,the cars are passing by and then an animal chirps while in the middle of the busy street
Flowing traffic near a traffic light in the inner ring of milan.wav,the cars are passing by and then an animal chirps in the middle of the busy street,the cars are passing by and then an animal chirps in the middle of the busy street
Flowing traffic near a traffic light in the inner ring of milan_cap_1.wav,A drill goes off while the traffic passes the construction site.,a drill goes off while the traffic passes the construction site
Flowing traffic near a traffic light in the inner ring of milan_cap_2.wav,A drill goes off while traffic passes the construction site.,a drill goes off while traffic passes the construction site
Flowing traffic near a traffic light in the inner ring of milan_cap_3.wav,Cars and trucks passing by causing loud traffic.,cars and trucks passing by causing loud traffic
Flowing traffic near a traffic light in the inner ring of milan_cap_4.wav,The cars are passing by and then an animal chirps while in the middle of the busy street.,the cars are passing by and then an animal chirps while in the middle of the busy street
Flowing traffic near a traffic light in the inner ring of milan_cap_5.wav,the cars are passing by and then an animal chirps in the middle of the busy street,the cars are passing by and then an animal chirps in the middle of the busy street
"Ambience - Merri path, trees and birds, gentle wind take 2.wav",A car speeds by and honks while birds chirp.,a car speeds by and honks while birds chirp
"Ambience - Merri path, trees and birds, gentle wind take 2.wav",Birds are chirping as a car speeds by and honks.,birds are chirping as a car speeds by and honks
"Ambience - Merri path, trees and birds, gentle wind take 2.wav",Birds chirp while people drive and honk in the background.,birds chirp while people drive and honk in the background
"Ambience - Merri path, trees and birds, gentle wind take 2.wav","Chirping birds, in the background moving vehicles, honking car horns.",chirping birds in the background moving vehicles honking car horns
"Ambience - Merri path, trees and birds, gentle wind take 2.wav","Engines running, traffic noises and birds chirping in the background.",engines running traffic noises and birds chirping in the background
"Ambience - Merri path, trees and birds, gentle wind take 2_cap_1.wav",A car speeds by and honks while birds chirp.,a car speeds by and honks while birds chirp
"Ambience - Merri path, trees and birds, gentle wind take 2_cap_2.wav",Birds are chirping as a car speeds by and honks.,birds are chirping as a car speeds by and honks
"Ambience - Merri path, trees and birds, gentle wind take 2_cap_3.wav",Birds chirp while people drive and honk in the background.,birds chirp while people drive and honk in the background
"Ambience - Merri path, trees and birds, gentle wind take 2_cap_4.wav","Chirping birds, in the background moving vehicles, honking car horns.",chirping birds in the background moving vehicles honking car horns
"Ambience - Merri path, trees and birds, gentle wind take 2_cap_5.wav","Engines running, traffic noises and birds chirping in the background.",engines running traffic noises and birds chirping in the background
asphalt shredder working.wav,A car is driving followed by several short honks.,a car is driving followed by several short honks
asphalt shredder working.wav,A mechanical machine is working by spinning and making noises,a mechanical machine is working by spinning and making noises
asphalt shredder working.wav,"As the car drives through, it is accompanied by several short honks.",as the car drives through it is accompanied by several short honks
asphalt shredder working.wav,Cars drive and honk once in a while.,cars drive and honk once in a while
asphalt shredder working.wav,a mechanical machine is working and spinning and making noises,a mechanical machine is working and spinning and making noises
asphalt shredder working_cap_1.wav,A car is driving followed by several short honks.,a car is driving followed by several short honks
asphalt shredder working_cap_2.wav,A mechanical machine is working by spinning and making noises,a mechanical machine is working by spinning and making noises
asphalt shredder working_cap_3.wav,"As the car drives through, it is accompanied by several short honks.",as the car drives through it is accompanied by several short honks
asphalt shredder working_cap_4.wav,Cars drive and honk once in a while.,cars drive and honk once in a while
asphalt shredder working_cap_5.wav,a mechanical machine is working and spinning and making noises,a mechanical machine is working and spinning and making noises
110911_passing_helicopter_in_rain.wav,A plane is flying in the sky and as it comes near sound increases,a plane is flying in the sky and as it comes near sound increases
110911_passing_helicopter_in_rain.wav,A plane is flying in the sky and it gets louder as it comes near.,a plane is flying in the sky and it gets louder as it comes near
110911_passing_helicopter_in_rain.wav,An airplane comes from a distance then passes by.,an airplane comes from a distance then passes by
110911_passing_helicopter_in_rain.wav,Standing still as an audible plane is flying overhead,standing still as an audible plane is flying overhead
110911_passing_helicopter_in_rain.wav,standing still listening to the airplane fly overhead,standing still listening to the airplane fly overhead
110911_passing_helicopter_in_rain_cap_1.wav,A plane is flying in the sky and as it comes near sound increases,a plane is flying in the sky and as it comes near sound increases
110911_passing_helicopter_in_rain_cap_2.wav,A plane is flying in the sky and it gets louder as it comes near.,a plane is flying in the sky and it gets louder as it comes near
110911_passing_helicopter_in_rain_cap_3.wav,An airplane comes from a distance then passes by.,an airplane comes from a distance then passes by
110911_passing_helicopter_in_rain_cap_4.wav,Standing still as an audible plane is flying overhead,standing still as an audible plane is flying overhead
110911_passing_helicopter_in_rain_cap_5.wav,standing still listening to the airplane fly overhead,standing still listening to the airplane fly overhead
BPetroleum_B.wav,A keyboard synthesizer emits its slow electronic echoes,a keyboard synthesizer emits its slow electronic echoes
BPetroleum_B.wav,A metallic wind instrument blows at varying long pitches.,a metallic wind instrument blows at varying long pitches
BPetroleum_B.wav,Someone was playing a high pitched musical instrument,someone was playing a high pitched musical instrument
BPetroleum_B.wav,Someone was playing a musical instrument with a high pitch,someone was playing a musical instrument with a high pitch
BPetroleum_B.wav,slow electronic echoes being emitted from a keyboard synthesizer,slow electronic echoes being emitted from a keyboard synthesizer
BPetroleum_B_cap_1.wav,A keyboard synthesizer emits its slow electronic echoes,a keyboard synthesizer emits its slow electronic echoes
BPetroleum_B_cap_2.wav,A metallic wind instrument blows at varying long pitches.,a metallic wind instrument blows at varying long pitches
BPetroleum_B_cap_3.wav,Someone was playing a high pitched musical instrument,someone was playing a high pitched musical instrument
BPetroleum_B_cap_4.wav,Someone was playing a musical instrument with a high pitch,someone was playing a musical instrument with a high pitch
BPetroleum_B_cap_5.wav,slow electronic echoes being emitted from a keyboard synthesizer,slow electronic echoes being emitted from a keyboard synthesizer
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_03.wav,"A bird sings, another animal makes a noise, and it is raining.",a bird sings another animal makes a noise and it is raining
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_03.wav,A steady stream of water while in the background birds are chirping.,a steady stream of water while in the background birds are chirping
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_03.wav,The rain is falling down while he birds are chirping and then one bird fly away,the rain is falling down while he birds are chirping and then one bird fly away
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_03.wav,Water flows at a constant rate while birds chirp in the background.,water flows at a constant rate while birds chirp in the background
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_03.wav,"While the wind is blowing, a bird chirps, and a hard object thumps.",while the wind is blowing a bird chirps and a hard object thumps
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_03_cap_1.wav,"A bird sings, another animal makes a noise, and it is raining.",a bird sings another animal makes a noise and it is raining
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_03_cap_2.wav,A steady stream of water while in the background birds are chirping.,a steady stream of water while in the background birds are chirping
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_03_cap_3.wav,The rain is falling down while he birds are chirping and then one bird fly away,the rain is falling down while he birds are chirping and then one bird fly away
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_03_cap_4.wav,Water flows at a constant rate while birds chirp in the background.,water flows at a constant rate while birds chirp in the background
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_03_cap_5.wav,"While the wind is blowing, a bird chirps, and a hard object thumps.",while the wind is blowing a bird chirps and a hard object thumps
tiny raindrops under an umbrella.wav,A fire crackling while traffic goes by in the distance.,a fire crackling while traffic goes by in the distance
tiny raindrops under an umbrella.wav,A fire is crackling while the wind is blowing.,a fire is crackling while the wind is blowing
tiny raindrops under an umbrella.wav,A pile of wood is burning and birds sing as a vehicle drives away in the distance.,a pile of wood is burning and birds sing as a vehicle drives away in the distance
tiny raindrops under an umbrella.wav,The wind is blowing while a fire is burning.,the wind is blowing while a fire is burning
tiny raindrops under an umbrella.wav,"pile of wood burning, birds singing, and a vehicle driving away in distance",pile of wood burning birds singing and a vehicle driving away in distance
tiny raindrops under an umbrella_cap_1.wav,A fire crackling while traffic goes by in the distance.,a fire crackling while traffic goes by in the distance
tiny raindrops under an umbrella_cap_2.wav,A fire is crackling while the wind is blowing.,a fire is crackling while the wind is blowing
tiny raindrops under an umbrella_cap_3.wav,A pile of wood is burning and birds sing as a vehicle drives away in the distance.,a pile of wood is burning and birds sing as a vehicle drives away in the distance
tiny raindrops under an umbrella_cap_4.wav,The wind is blowing while a fire is burning.,the wind is blowing while a fire is burning
tiny raindrops under an umbrella_cap_5.wav,"pile of wood burning, birds singing, and a vehicle driving away in distance",pile of wood burning birds singing and a vehicle driving away in distance
Drip02.wav,Air is moving in the background and water is dripping in the foreground.,air is moving in the background and water is dripping in the foreground
Drip02.wav,Water dripping four times followed by some rustling.,water dripping four times followed by some rustling
Drip02.wav,Water droplets and the drone of machinery in the background.,water droplets and the drone of machinery in the background
Drip02.wav,Water is dripping four times followed by some rustling.,water is dripping four times followed by some rustling
Drip02.wav,Water is slowly dripping from a tap at a steady pace.,water is slowly dripping from a tap at a steady pace
Drip02_cap_1.wav,Air is moving in the background and water is dripping in the foreground.,air is moving in the background and water is dripping in the foreground
Drip02_cap_2.wav,Water dripping four times followed by some rustling.,water dripping four times followed by some rustling
Drip02_cap_3.wav,Water droplets and the drone of machinery in the background.,water droplets and the drone of machinery in the background
Drip02_cap_4.wav,Water is dripping four times followed by some rustling.,water is dripping four times followed by some rustling
Drip02_cap_5.wav,Water is slowly dripping from a tap at a steady pace.,water is slowly dripping from a tap at a steady pace
rain and thunder 2.wav,"A thunderstorm with rain, wind and blowing branches and trees.",a thunderstorm with rain wind and blowing branches and trees
rain and thunder 2.wav,"A thunderstorm with rain, wind and blowing branches in the trees.",a thunderstorm with rain wind and blowing branches in the trees
rain and thunder 2.wav,Rain is coming down with birds chirping and thunder in the background.,rain is coming down with birds chirping and thunder in the background
rain and thunder 2.wav,Rain is pouring down and thunder roars while birds are chirping.,rain is pouring down and thunder roars while birds are chirping
rain and thunder 2.wav,Rain is pouring down while birds are chirping and thunder roars.,rain is pouring down while birds are chirping and thunder roars
rain and thunder 2_cap_1.wav,"A thunderstorm with rain, wind and blowing branches and trees.",a thunderstorm with rain wind and blowing branches and trees
rain and thunder 2_cap_2.wav,"A thunderstorm with rain, wind and blowing branches in the trees.",a thunderstorm with rain wind and blowing branches in the trees
rain and thunder 2_cap_3.wav,Rain is coming down with birds chirping and thunder in the background.,rain is coming down with birds chirping and thunder in the background
rain and thunder 2_cap_4.wav,Rain is pouring down and thunder roars while birds are chirping.,rain is pouring down and thunder roars while birds are chirping
rain and thunder 2_cap_5.wav,Rain is pouring down while birds are chirping and thunder roars.,rain is pouring down while birds are chirping and thunder roars
cowbell.wav,A small bell rings rapidly and then slows down.,a small bell rings rapidly and then slows down
cowbell.wav,Someone is ringing a bell repeatedly and consistently but with an irregular pattern.,someone is ringing a bell repeatedly and consistently but with an irregular pattern
cowbell.wav,Someone is sounding a bell repeatedly and consistently but with an irregular pattern.,someone is sounding a bell repeatedly and consistently but with an irregular pattern
cowbell.wav,"The bell clanks again and again, sounding multiple times.",the bell clanks again and again sounding multiple times
cowbell.wav,The bell sounds multiple times as it clanks.,the bell sounds multiple times as it clanks
cowbell_cap_1.wav,A small bell rings rapidly and then slows down.,a small bell rings rapidly and then slows down
cowbell_cap_2.wav,Someone is ringing a bell repeatedly and consistently but with an irregular pattern.,someone is ringing a bell repeatedly and consistently but with an irregular pattern
cowbell_cap_3.wav,Someone is sounding a bell repeatedly and consistently but with an irregular pattern.,someone is sounding a bell repeatedly and consistently but with an irregular pattern
cowbell_cap_4.wav,"The bell clanks again and again, sounding multiple times.",the bell clanks again and again sounding multiple times
cowbell_cap_5.wav,The bell sounds multiple times as it clanks.,the bell sounds multiple times as it clanks
metal.wav,A metal object is striking the side of a glass jar in an irregular fashion.,a metal object is striking the side of a glass jar in an irregular fashion
metal.wav,Someone is tapping the side of a glass with silverware.,someone is tapping the side of a glass with silverware
metal.wav,Someone is using silverware to tap the side of a glass.,someone is using silverware to tap the side of a glass
metal.wav,Something clinking against glass and at the end something rolling in or against glass.,something clinking against glass and at the end something rolling in or against glass
metal.wav,"Something clinking against glass, at the end something rolling in or against glass.",something clinking against glass at the end something rolling in or against glass
metal_cap_1.wav,A metal object is striking the side of a glass jar in an irregular fashion.,a metal object is striking the side of a glass jar in an irregular fashion
metal_cap_2.wav,Someone is tapping the side of a glass with silverware.,someone is tapping the side of a glass with silverware
metal_cap_3.wav,Someone is using silverware to tap the side of a glass.,someone is using silverware to tap the side of a glass
metal_cap_4.wav,Something clinking against glass and at the end something rolling in or against glass.,something clinking against glass and at the end something rolling in or against glass
metal_cap_5.wav,"Something clinking against glass, at the end something rolling in or against glass.",something clinking against glass at the end something rolling in or against glass
atmo__suburban_railway_inner_voices_hamburg1.wav,A group of people are talking and moving around while traffic is flowing in the background.,a group of people are talking and moving around while traffic is flowing in the background
atmo__suburban_railway_inner_voices_hamburg1.wav,"On a crowded bus, several people were talking and chatting.",on a crowded bus several people were talking and chatting
atmo__suburban_railway_inner_voices_hamburg1.wav,Several people in a crowded bus talking and chatting.,several people in a crowded bus talking and chatting
atmo__suburban_railway_inner_voices_hamburg1.wav,Traffic flows in the background as people that are moving around converse,traffic flows in the background as people that are moving around converse
atmo__suburban_railway_inner_voices_hamburg1.wav,people are talking in the background as objects are being hit creating a screech,people are talking in the background as objects are being hit creating a screech
atmo__suburban_railway_inner_voices_hamburg1_cap_1.wav,A group of people are talking and moving around while traffic is flowing in the background.,a group of people are talking and moving around while traffic is flowing in the background
atmo__suburban_railway_inner_voices_hamburg1_cap_2.wav,"On a crowded bus, several people were talking and chatting.",on a crowded bus several people were talking and chatting
atmo__suburban_railway_inner_voices_hamburg1_cap_3.wav,Several people in a crowded bus talking and chatting.,several people in a crowded bus talking and chatting
atmo__suburban_railway_inner_voices_hamburg1_cap_4.wav,Traffic flows in the background as people that are moving around converse,traffic flows in the background as people that are moving around converse
atmo__suburban_railway_inner_voices_hamburg1_cap_5.wav,people are talking in the background as objects are being hit creating a screech,people are talking in the background as objects are being hit creating a screech
Crickets&amp;Quail.wav,Crickets and insects making sounds at night next to a road with traffic sounds.,crickets and insects making sounds at night next to a road with traffic sounds
Crickets&amp;Quail.wav,The hum of traffic on a nearby road is accompanied by the chirp and buzz of crickets and insects.,the hum of traffic on a nearby road is accompanied by the chirp and buzz of crickets and insects
Crickets&amp;Quail.wav,The repetitive pattern of insects chirping repeats over and over again.,the repetitive pattern of insects chirping repeats over and over again
Crickets&amp;Quail.wav,The slow chirping of crickets as night falls upon the land.,the slow chirping of crickets as night falls upon the land
Crickets&amp;Quail.wav,"With an owl, insects are making noises in the night.",with an owl insects are making noises in the night
Crickets&amp;Quail_cap_1.wav,Crickets and insects making sounds at night next to a road with traffic sounds.,crickets and insects making sounds at night next to a road with traffic sounds
Crickets&amp;Quail_cap_2.wav,The hum of traffic on a nearby road is accompanied by the chirp and buzz of crickets and insects.,the hum of traffic on a nearby road is accompanied by the chirp and buzz of crickets and insects
Crickets&amp;Quail_cap_3.wav,The repetitive pattern of insects chirping repeats over and over again.,the repetitive pattern of insects chirping repeats over and over again
Crickets&amp;Quail_cap_4.wav,The slow chirping of crickets as night falls upon the land.,the slow chirping of crickets as night falls upon the land
Crickets&amp;Quail_cap_5.wav,"With an owl, insects are making noises in the night.",with an owl insects are making noises in the night
Washing_machine_20130512.wav,A machine is spinning and grinding against another metal surface.,a machine is spinning and grinding against another metal surface
Washing_machine_20130512.wav,An industrial worker operating a piece of machinery in a factory.,an industrial worker operating a piece of machinery in a factory
Washing_machine_20130512.wav,Inside a factory an industrial worker operates a piece of machinery,inside a factory an industrial worker operates a piece of machinery
Washing_machine_20130512.wav,"Someone is operating some industrial machinery, turning it on and off twice.",someone is operating some industrial machinery turning it on and off twice
Washing_machine_20130512.wav,Someone operating industrial machinery turns the machine on and off twice,someone operating industrial machinery turns the machine on and off twice
Washing_machine_20130512_cap_1.wav,A machine is spinning and grinding against another metal surface.,a machine is spinning and grinding against another metal surface
