fname,raw_text,text
Crane ship unloading sand 1_cap_4.wav,"While making locking and then unlocking noises, a mechanized gate swings from open to closed, going back and forth.",while making locking and then unlocking noises a mechanized gate swings from open to closed going back and forth
Crane ship unloading sand 1_cap_5.wav,machinery sounds with a constant buzzing and banging background noise,machinery sounds with a constant buzzing and banging background noise
Howling Storm.wav,A high pitched whistle is emitted from a machine.,a high pitched whistle is emitted from a machine
Howling Storm.wav,A windstorm that is so strong that it is whistling.,a windstorm that is so strong that it is whistling
Howling Storm.wav,Rushing wind picking up in speed as is starts to make a whistling sound.,rushing wind picking up in speed as is starts to make a whistling sound
Howling Storm.wav,The rushing wind starts to whistle as it picks up speed,the rushing wind starts to whistle as it picks up speed
Howling Storm.wav,The wind of a strong storm whistles as it blows,the wind of a strong storm whistles as it blows
Howling Storm_cap_1.wav,A high pitched whistle is emitted from a machine.,a high pitched whistle is emitted from a machine
Howling Storm_cap_2.wav,A windstorm that is so strong that it is whistling.,a windstorm that is so strong that it is whistling
Howling Storm_cap_3.wav,Rushing wind picking up in speed as is starts to make a whistling sound.,rushing wind picking up in speed as is starts to make a whistling sound
Howling Storm_cap_4.wav,The rushing wind starts to whistle as it picks up speed,the rushing wind starts to whistle as it picks up speed
Howling Storm_cap_5.wav,The wind of a strong storm whistles as it blows,the wind of a strong storm whistles as it blows
Oven Door.wav,A garage door is lifted and then quickly closed.,a garage door is lifted and then quickly closed
Oven Door.wav,A garage door is quickly closed after being lifted.,a garage door is quickly closed after being lifted
Oven Door.wav,A large door has a huge metal spring that stretches as the door is opened and closed.,a large door has a huge metal spring that stretches as the door is opened and closed
Oven Door.wav,A large door with huge metal spring that is stretched when opening.,a large door with huge metal spring that is stretched when opening
Oven Door.wav,A metal gate that is rusty being opened slowly.,a metal gate that is rusty being opened slowly
Oven Door_cap_1.wav,A garage door is lifted and then quickly closed.,a garage door is lifted and then quickly closed
Oven Door_cap_2.wav,A garage door is quickly closed after being lifted.,a garage door is quickly closed after being lifted
Oven Door_cap_3.wav,A large door has a huge metal spring that stretches as the door is opened and closed.,a large door has a huge metal spring that stretches as the door is opened and closed
Oven Door_cap_4.wav,A large door with huge metal spring that is stretched when opening.,a large door with huge metal spring that is stretched when opening
Oven Door_cap_5.wav,A metal gate that is rusty being opened slowly.,a metal gate that is rusty being opened slowly
SnappingBamboo.wav,A hard boiled egg is cracked then rolled to cause it to crack completely.,a hard boiled egg is cracked then rolled to cause it to crack completely
SnappingBamboo.wav,A person holding and breaking apart pieces of wood.,a person holding and breaking apart pieces of wood
SnappingBamboo.wav,A person playing with an empty candy wrapper,a person playing with an empty candy wrapper
SnappingBamboo.wav,A person plays with an empty candy wrapper,a person plays with an empty candy wrapper
SnappingBamboo.wav,"To start a fire, a person is shaving wood.",to start a fire a person is shaving wood
SnappingBamboo_cap_1.wav,A hard boiled egg is cracked then rolled to cause it to crack completely.,a hard boiled egg is cracked then rolled to cause it to crack completely
SnappingBamboo_cap_2.wav,A person holding and breaking apart pieces of wood.,a person holding and breaking apart pieces of wood
SnappingBamboo_cap_3.wav,A person playing with an empty candy wrapper,a person playing with an empty candy wrapper
SnappingBamboo_cap_4.wav,A person plays with an empty candy wrapper,a person plays with an empty candy wrapper
SnappingBamboo_cap_5.wav,"To start a fire, a person is shaving wood.",to start a fire a person is shaving wood
Creek 115.wav,The water burbles as the stream goes downstream.,the water burbles as the stream goes downstream
Creek 115.wav,Water flowing in a stream as rain is falling.,water flowing in a stream as rain is falling
Creek 115.wav,Water is gently flowing in a small river.,water is gently flowing in a small river
Creek 115.wav,Water is loudly flowing in a natural stream of water.,water is loudly flowing in a natural stream of water
Creek 115.wav,Water loudly flowing in a natural stream of water.,water loudly flowing in a natural stream of water
Creek 115_cap_1.wav,The water burbles as the stream goes downstream.,the water burbles as the stream goes downstream
Creek 115_cap_2.wav,Water flowing in a stream as rain is falling.,water flowing in a stream as rain is falling
Creek 115_cap_3.wav,Water is gently flowing in a small river.,water is gently flowing in a small river
Creek 115_cap_4.wav,Water is loudly flowing in a natural stream of water.,water is loudly flowing in a natural stream of water
Creek 115_cap_5.wav,Water loudly flowing in a natural stream of water.,water loudly flowing in a natural stream of water
creek01a.wav,A loud rushing powerful water that is coming from farther up the stream.,a loud rushing powerful water that is coming from farther up the stream
creek01a.wav,The water flows at a constant rate of speed.,the water flows at a constant rate of speed
creek01a.wav,The water is flowing rapidly down a stream.,the water is flowing rapidly down a stream
creek01a.wav,The water is flowing rather quickly down a stream,the water is flowing rather quickly down a stream
creek01a.wav,Water is flowing from a valve loudly and steady.,water is flowing from a valve loudly and steady
creek01a_cap_1.wav,A loud rushing powerful water that is coming from farther up the stream.,a loud rushing powerful water that is coming from farther up the stream
creek01a_cap_2.wav,The water flows at a constant rate of speed.,the water flows at a constant rate of speed
creek01a_cap_3.wav,The water is flowing rapidly down a stream.,the water is flowing rapidly down a stream
creek01a_cap_4.wav,The water is flowing rather quickly down a stream,the water is flowing rather quickly down a stream
creek01a_cap_5.wav,Water is flowing from a valve loudly and steady.,water is flowing from a valve loudly and steady
creeky chair.wav,A creaky wooden door is slowly opened and then closed by a person .,a creaky wooden door is slowly opened and then closed by a person
creeky chair.wav,A person slowly opening and then closing a creaky wooden door.,a person slowly opening and then closing a creaky wooden door
creeky chair.wav,An old wooden floorboard creaking and moaning under the weight of someone.,an old wooden floorboard creaking and moaning under the weight of someone
creeky chair.wav,One hard object being dragged and scrapped against another hard wooden object.,one hard object being dragged and scrapped against another hard wooden object
creeky chair.wav,The old wooden floor is creaking as someone is walking or standing over it.,the old wooden floor is creaking as someone is walking or standing over it
creeky chair_cap_1.wav,A creaky wooden door is slowly opened and then closed by a person .,a creaky wooden door is slowly opened and then closed by a person
creeky chair_cap_2.wav,A person slowly opening and then closing a creaky wooden door.,a person slowly opening and then closing a creaky wooden door
creeky chair_cap_3.wav,An old wooden floorboard creaking and moaning under the weight of someone.,an old wooden floorboard creaking and moaning under the weight of someone
creeky chair_cap_4.wav,One hard object being dragged and scrapped against another hard wooden object.,one hard object being dragged and scrapped against another hard wooden object
creeky chair_cap_5.wav,The old wooden floor is creaking as someone is walking or standing over it.,the old wooden floor is creaking as someone is walking or standing over it
Crepe Making.wav,A fire crackles as bugs chirp in the wilderness,a fire crackles as bugs chirp in the wilderness
Crepe Making.wav,A fire in a fire pit is burning and a door opens.,a fire in a fire pit is burning and a door opens
Crepe Making.wav,A fire is burning in a fire pit then a door opens.,a fire is burning in a fire pit then a door opens
Crepe Making.wav,Water began to flow onto the bag and a container was sealed,water began to flow onto the bag and a container was sealed
Crepe Making.wav,Water started to flow on a plastic bag and a container was closed,water started to flow on a plastic bag and a container was closed
Crepe Making_cap_1.wav,A fire crackles as bugs chirp in the wilderness,a fire crackles as bugs chirp in the wilderness
Crepe Making_cap_2.wav,A fire in a fire pit is burning and a door opens.,a fire in a fire pit is burning and a door opens
Crepe Making_cap_3.wav,A fire is burning in a fire pit then a door opens.,a fire is burning in a fire pit then a door opens
Crepe Making_cap_4.wav,Water began to flow onto the bag and a container was sealed,water began to flow onto the bag and a container was sealed
Crepe Making_cap_5.wav,Water started to flow on a plastic bag and a container was closed,water started to flow on a plastic bag and a container was closed
Crickets and dogs barking at night in a residential district of Tucson. City and cars in the far background.wav,"Crickets chirp and dogs bark, while cars drive past.",crickets chirp and dogs bark while cars drive past
Crickets and dogs barking at night in a residential district of Tucson. City and cars in the far background.wav,Crickets chirp and then a dog barks off in the distance.,crickets chirp and then a dog barks off in the distance
Crickets and dogs barking at night in a residential district of Tucson. City and cars in the far background.wav,Crickets chirp nearby as the wind howls loudly.,crickets chirp nearby as the wind howls loudly
Crickets and dogs barking at night in a residential district of Tucson. City and cars in the far background.wav,"Dogs bark, one dog increasing in volume, surrounded by insects at night.",dogs bark one dog increasing in volume surrounded by insects at night
Crickets and dogs barking at night in a residential district of Tucson. City and cars in the far background.wav,Insects at night while dogs bark and the bark of one dog becomes louder.,insects at night while dogs bark and the bark of one dog becomes louder
Crickets and dogs barking at night in a residential district of Tucson. City and cars in the far background_cap_1.wav,"Crickets chirp and dogs bark, while cars drive past.",crickets chirp and dogs bark while cars drive past
Crickets and dogs barking at night in a residential district of Tucson. City and cars in the far background_cap_2.wav,Crickets chirp and then a dog barks off in the distance.,crickets chirp and then a dog barks off in the distance
Crickets and dogs barking at night in a residential district of Tucson. City and cars in the far background_cap_3.wav,Crickets chirp nearby as the wind howls loudly.,crickets chirp nearby as the wind howls loudly
Crickets and dogs barking at night in a residential district of Tucson. City and cars in the far background_cap_4.wav,"Dogs bark, one dog increasing in volume, surrounded by insects at night.",dogs bark one dog increasing in volume surrounded by insects at night
Crickets and dogs barking at night in a residential district of Tucson. City and cars in the far background_cap_5.wav,Insects at night while dogs bark and the bark of one dog becomes louder.,insects at night while dogs bark and the bark of one dog becomes louder
crickets and owls.wav,"An insect buzzes in the foreground, with a shrieking bird in the background.",an insect buzzes in the foreground with a shrieking bird in the background
crickets and owls.wav,Buzzing insect with a shrieking bird in the background.,buzzing insect with a shrieking bird in the background
crickets and owls.wav,Insect wings whir and pause in the background as a bird screeches and a dog barks.,insect wings whir and pause in the background as a bird screeches and a dog barks
crickets and owls.wav,Multiple insect wings alternately whir and pause in the background as a bird screeches and a dog barks.,multiple insect wings alternately whir and pause in the background as a bird screeches and a dog barks
crickets and owls.wav,in the forest with a little bit of rain and a bird talking and a wolf howling.,in the forest with a little bit of rain and a bird talking and a wolf howling
crickets and owls_cap_1.wav,"An insect buzzes in the foreground, with a shrieking bird in the background.",an insect buzzes in the foreground with a shrieking bird in the background
crickets and owls_cap_2.wav,Buzzing insect with a shrieking bird in the background.,buzzing insect with a shrieking bird in the background
crickets and owls_cap_3.wav,Insect wings whir and pause in the background as a bird screeches and a dog barks.,insect wings whir and pause in the background as a bird screeches and a dog barks
crickets and owls_cap_4.wav,Multiple insect wings alternately whir and pause in the background as a bird screeches and a dog barks.,multiple insect wings alternately whir and pause in the background as a bird screeches and a dog barks
crickets and owls_cap_5.wav,in the forest with a little bit of rain and a bird talking and a wolf howling.,in the forest with a little bit of rain and a bird talking and a wolf howling
Crow noise.wav,A crow can be heard loudly and then it seems a person is imitating the sound.,a crow can be heard loudly and then it seems a person is imitating the sound
Crow noise.wav,A crow crows loudly as a person is heard imitating the sound.,a crow crows loudly as a person is heard imitating the sound
Crow noise.wav,Someone is pretending to be a hawk by making hawk noises.,someone is pretending to be a hawk by making hawk noises
Crow noise.wav,Repeating of a grunting sound is done several times by a person.,repeating of a grunting sound is done several times by a person
Crow noise.wav,a man making a sound twice loudly then one low sound.,a man making a sound twice loudly then one low sound
Crow noise_cap_1.wav,A crow can be heard loudly and then it seems a person is imitating the sound.,a crow can be heard loudly and then it seems a person is imitating the sound
Crow noise_cap_2.wav,A crow crows loudly as a person is heard imitating the sound.,a crow crows loudly as a person is heard imitating the sound
Crow noise_cap_3.wav,Someone is pretending to be a hawk by making hawk noises.,someone is pretending to be a hawk by making hawk noises
Crow noise_cap_4.wav,Repeating of a grunting sound is done several times by a person.,repeating of a grunting sound is done several times by a person
Crow noise_cap_5.wav,a man making a sound twice loudly then one low sound.,a man making a sound twice loudly then one low sound
Hail and Rain in the Courtyard.wav,A person is in the shower with the water running.,a person is in the shower with the water running
Hail and Rain in the Courtyard.wav,Being under a building while it is raining outside,being under a building while it is raining outside
Hail and Rain in the Courtyard.wav,Rain patters down rhythmically as thunder crashes from a distance.,rain patters down rhythmically as thunder crashes from a distance
Hail and Rain in the Courtyard.wav,Someone stands under a building while it is raining outside.,someone stands under a building while it is raining outside
Hail and Rain in the Courtyard.wav,Stormy weather occurs over a cement stairwell and walkway.,stormy weather occurs over a cement stairwell and walkway
Hail and Rain in the Courtyard_cap_1.wav,A person is in the shower with the water running.,a person is in the shower with the water running
Hail and Rain in the Courtyard_cap_2.wav,Being under a building while it is raining outside,being under a building while it is raining outside
Hail and Rain in the Courtyard_cap_3.wav,Rain patters down rhythmically as thunder crashes from a distance.,rain patters down rhythmically as thunder crashes from a distance
Hail and Rain in the Courtyard_cap_4.wav,Someone stands under a building while it is raining outside.,someone stands under a building while it is raining outside
Hail and Rain in the Courtyard_cap_5.wav,Stormy weather occurs over a cement stairwell and walkway.,stormy weather occurs over a cement stairwell and walkway
transmission.wav,A couple of guys were talking when one of their cell phones started ringing.,a couple of guys were talking when one of their cell phones started ringing
transmission.wav,Guys are talking and a cell phone rings.,guys are talking and a cell phone rings
transmission.wav,Some people are talking beside a road while cars drive by.,some people are talking beside a road while cars drive by
transmission.wav,Some people were talking beside the road with moving cars,some people were talking beside the road with moving cars
transmission.wav,Various people are talking while traffic passes by in the background.,various people are talking while traffic passes by in the background
transmission_cap_1.wav,A couple of guys were talking when one of their cell phones started ringing.,a couple of guys were talking when one of their cell phones started ringing
transmission_cap_2.wav,Guys are talking and a cell phone rings.,guys are talking and a cell phone rings
transmission_cap_3.wav,Some people are talking beside a road while cars drive by.,some people are talking beside a road while cars drive by
transmission_cap_4.wav,Some people were talking beside the road with moving cars,some people were talking beside the road with moving cars
transmission_cap_5.wav,Various people are talking while traffic passes by in the background.,various people are talking while traffic passes by in the background
Door Handle and Lock.wav,A clip clopping of a horse and crunching back and forth.,a clip clopping of a horse and crunching back and forth
Door Handle and Lock.wav,"A gun is loaded, then loaded by hand some more.",a gun is loaded then loaded by hand some more
Door Handle and Lock.wav,"A person fumbles with the metal latch of a box, opening and closing it repeatedly.",a person fumbles with the metal latch of a box opening and closing it repeatedly
Door Handle and Lock.wav,Someone is assembling something with metal pieces and then locks it into place.,someone is assembling something with metal pieces and then locks it into place
Door Handle and Lock.wav,Someone is assembling something with metal pieces and then locks it swiftly into place.,someone is assembling something with metal pieces and then locks it swiftly into place
Door Handle and Lock_cap_1.wav,A clip clopping of a horse and crunching back and forth.,a clip clopping of a horse and crunching back and forth
Door Handle and Lock_cap_2.wav,"A gun is loaded, then loaded by hand some more.",a gun is loaded then loaded by hand some more
Door Handle and Lock_cap_3.wav,"A person fumbles with the metal latch of a box, opening and closing it repeatedly.",a person fumbles with the metal latch of a box opening and closing it repeatedly
Door Handle and Lock_cap_4.wav,Someone is assembling something with metal pieces and then locks it into place.,someone is assembling something with metal pieces and then locks it into place
Door Handle and Lock_cap_5.wav,Someone is assembling something with metal pieces and then locks it swiftly into place.,someone is assembling something with metal pieces and then locks it swiftly into place
Crumple Paper.wav,A piece of paper is crinkled and moved around multiple times.,a piece of paper is crinkled and moved around multiple times
Crumple Paper.wav,Four times paper is crumpled into a ball,four times paper is crumpled into a ball
Crumple Paper.wav,Paper is crumpled into a ball four times.,paper is crumpled into a ball four times
Crumple Paper.wav,The crinkle of paper as if someone is wrapping something.,the crinkle of paper as if someone is wrapping something
Crumple Paper.wav,The crinkle of paper emanates as something is unwrapped,the crinkle of paper emanates as something is unwrapped
Crumple Paper_cap_1.wav,A piece of paper is crinkled and moved around multiple times.,a piece of paper is crinkled and moved around multiple times
Crumple Paper_cap_2.wav,Four times paper is crumpled into a ball,four times paper is crumpled into a ball
Crumple Paper_cap_3.wav,Paper is crumpled into a ball four times.,paper is crumpled into a ball four times
Crumple Paper_cap_4.wav,The crinkle of paper as if someone is wrapping something.,the crinkle of paper as if someone is wrapping something
Crumple Paper_cap_5.wav,The crinkle of paper emanates as something is unwrapped,the crinkle of paper emanates as something is unwrapped
crumpling paper.wav,A cellophane bag is noisily crumpled as it is torn open.,a cellophane bag is noisily crumpled as it is torn open
crumpling paper.wav,A person crunching a potato chip bag and eating,a person crunching a potato chip bag and eating
crumpling paper.wav,A person holding and crinkling a bunch of paper.,a person holding and crinkling a bunch of paper
crumpling paper.wav,A person is crinkling a bunch of paper.,a person is crinkling a bunch of paper
crumpling paper.wav,someone tearing open and crumpling a cellophane bag,someone tearing open and crumpling a cellophane bag
crumpling paper_cap_1.wav,A cellophane bag is noisily crumpled as it is torn open.,a cellophane bag is noisily crumpled as it is torn open
crumpling paper_cap_2.wav,A person crunching a potato chip bag and eating,a person crunching a potato chip bag and eating
crumpling paper_cap_3.wav,A person holding and crinkling a bunch of paper.,a person holding and crinkling a bunch of paper
crumpling paper_cap_4.wav,A person is crinkling a bunch of paper.,a person is crinkling a bunch of paper
crumpling paper_cap_5.wav,someone tearing open and crumpling a cellophane bag,someone tearing open and crumpling a cellophane bag
Crunching Snow Edited.wav,Leaves and branches crunch beneath the weight of another object.,leaves and branches crunch beneath the weight of another object
Crunching Snow Edited.wav,Leaves and sticks crunch underneath footsteps on the trail.,leaves and sticks crunch underneath footsteps on the trail
Crunching Snow Edited.wav,Leaves and twigs are crunched under the weight of a heavier object.,leaves and twigs are crunched under the weight of a heavier object
Crunching Snow Edited.wav,"Shoes walking along a hard packed trail, covered with leaves and twigs.",shoes walking along a hard packed trail covered with leaves and twigs
Crunching Snow Edited.wav,someone is walking further and further away on a gravelled surface,someone is walking further and further away on a gravelled surface
Crunching Snow Edited_cap_1.wav,Leaves and branches crunch beneath the weight of another object.,leaves and branches crunch beneath the weight of another object
Crunching Snow Edited_cap_2.wav,Leaves and sticks crunch underneath footsteps on the trail.,leaves and sticks crunch underneath footsteps on the trail
Crunching Snow Edited_cap_3.wav,Leaves and twigs are crunched under the weight of a heavier object.,leaves and twigs are crunched under the weight of a heavier object
Crunching Snow Edited_cap_4.wav,"Shoes walking along a hard packed trail, covered with leaves and twigs.",shoes walking along a hard packed trail covered with leaves and twigs
Crunching Snow Edited_cap_5.wav,someone is walking further and further away on a gravelled surface,someone is walking further and further away on a gravelled surface
cupboard-twang1.wav,A loose railing is being knocked upon for its reverb.,a loose railing is being knocked upon for its reverb
cupboard-twang1.wav,A pounding is performed on a surface that vibrates.,a pounding is performed on a surface that vibrates
cupboard-twang1.wav,A small hammer being used against wooden material,a small hammer being used against wooden material
cupboard-twang1.wav,"For its reverberation, a loose railing is being knocked.",for its reverberation a loose railing is being knocked
cupboard-twang1.wav,The wood reverberates as it is hit by a stick.,the wood reverberates as it is hit by a stick
cupboard-twang1_cap_1.wav,A loose railing is being knocked upon for its reverb.,a loose railing is being knocked upon for its reverb
cupboard-twang1_cap_2.wav,A pounding is performed on a surface that vibrates.,a pounding is performed on a surface that vibrates
cupboard-twang1_cap_3.wav,A small hammer being used against wooden material,a small hammer being used against wooden material
cupboard-twang1_cap_4.wav,"For its reverberation, a loose railing is being knocked.",for its reverberation a loose railing is being knocked
cupboard-twang1_cap_5.wav,The wood reverberates as it is hit by a stick.,the wood reverberates as it is hit by a stick
Slider door.wav,"A person pulled the cord to lift the blinds, then open the window.",a person pulled the cord to lift the blinds then open the window
Slider door.wav,"A sliding door screen is opened, then the glass sliding object is opened, then the glass sliding object is closed.",a sliding door screen is opened then the glass sliding object is opened then the glass sliding object is closed
Slider door.wav,"Moving through the plastic, and opening and shutting a drawer.",moving through the plastic and opening and shutting a drawer
Slider door.wav,The wheel of the lawn mower squeaks as it cuts the grass.,the wheel of the lawn mower squeaks as it cuts the grass
Slider door.wav,"Three sets of doors are opened, including the glass, then the screen, then the glass again.",three sets of doors are opened including the glass then the screen then the glass again
Slider door_cap_1.wav,"A person pulled the cord to lift the blinds, then open the window.",a person pulled the cord to lift the blinds then open the window
Slider door_cap_2.wav,"A sliding door screen is opened, then the glass sliding object is opened, then the glass sliding object is closed.",a sliding door screen is opened then the glass sliding object is opened then the glass sliding object is closed
Slider door_cap_3.wav,"Moving through the plastic, and opening and shutting a drawer.",moving through the plastic and opening and shutting a drawer
Slider door_cap_4.wav,The wheel of the lawn mower squeaks as it cuts the grass.,the wheel of the lawn mower squeaks as it cuts the grass
Slider door_cap_5.wav,"Three sets of doors are opened, including the glass, then the screen, then the glass again.",three sets of doors are opened including the glass then the screen then the glass again
Dawn chorus - Makvaneti.wav,Bird chirping and the cock crowed and birds continued chirped,bird chirping and the cock crowed and birds continued chirped
Dawn chorus - Makvaneti.wav,Birds are chirping and then a rooster crows and more birds chirp.,birds are chirping and then a rooster crows and more birds chirp
Dawn chorus - Makvaneti.wav,Many birds whistle continuously while a rooster crows in the distance.,many birds whistle continuously while a rooster crows in the distance
Dawn chorus - Makvaneti.wav,"Many birds whistle continuously, a rooster crows in the distance.",many birds whistle continuously a rooster crows in the distance
Dawn chorus - Makvaneti.wav,With the Birds chirping the cock crowed and the birds continued to chirp.,with the birds chirping the cock crowed and the birds continued to chirp
Dawn chorus - Makvaneti_cap_1.wav,Bird chirping and the cock crowed and birds continued chirped,bird chirping and the cock crowed and birds continued chirped
Dawn chorus - Makvaneti_cap_2.wav,Birds are chirping and then a rooster crows and more birds chirp.,birds are chirping and then a rooster crows and more birds chirp
Dawn chorus - Makvaneti_cap_3.wav,Many birds whistle continuously while a rooster crows in the distance.,many birds whistle continuously while a rooster crows in the distance
Dawn chorus - Makvaneti_cap_4.wav,"Many birds whistle continuously, a rooster crows in the distance.",many birds whistle continuously a rooster crows in the distance
Dawn chorus - Makvaneti_cap_5.wav,With the Birds chirping the cock crowed and the birds continued to chirp.,with the birds chirping the cock crowed and the birds continued to chirp
DeLorean DMC-12  - Approach and Stop.wav,A motorcycle revs its engine louder and louder as cars pass by.,a motorcycle revs its engine louder and louder as cars pass by
DeLorean DMC-12  - Approach and Stop.wav,A person driving motorcycle coming into a garage.,a person driving motorcycle coming into a garage
DeLorean DMC-12  - Approach and Stop.wav,A vehicle stops and the driver begins revving the engine as traffic goes by in the background.,a vehicle stops and the driver begins revving the engine as traffic goes by in the background
DeLorean DMC-12  - Approach and Stop.wav,"Drivers pass by with their motors running, or stop before revving up their motors again or remaining idle.",drivers pass by with their motors running or stop before revving up their motors again or remaining idle
DeLorean DMC-12  - Approach and Stop.wav,Someone on a motorcycle drives into a garage.,someone on a motorcycle drives into a garage
DeLorean DMC-12  - Approach and Stop_cap_1.wav,A motorcycle revs its engine louder and louder as cars pass by.,a motorcycle revs its engine louder and louder as cars pass by
DeLorean DMC-12  - Approach and Stop_cap_2.wav,A person driving motorcycle coming into a garage.,a person driving motorcycle coming into a garage
DeLorean DMC-12  - Approach and Stop_cap_3.wav,A vehicle stops and the driver begins revving the engine as traffic goes by in the background.,a vehicle stops and the driver begins revving the engine as traffic goes by in the background
DeLorean DMC-12  - Approach and Stop_cap_4.wav,"Drivers pass by with their motors running, or stop before revving up their motors again or remaining idle.",drivers pass by with their motors running or stop before revving up their motors again or remaining idle
DeLorean DMC-12  - Approach and Stop_cap_5.wav,Someone on a motorcycle drives into a garage.,someone on a motorcycle drives into a garage
Deplacez-vous.wav,"A police siren, followed by a megaphone announcement, then short siren blasts.",a police siren followed by a megaphone announcement then short siren blasts
Deplacez-vous.wav,"An ambulance sound driving, stopping and starting again",an ambulance sound driving stopping and starting again
Deplacez-vous.wav,A fire alarm going off and on with people talking,a fire alarm going off and on with people talking
Deplacez-vous.wav,People are talking while an alarm goes off and on.,people are talking while an alarm goes off and on
Deplacez-vous.wav,Sirens go off then a bit of talking followed by more sirens.,sirens go off then a bit of talking followed by more sirens
Deplacez-vous_cap_1.wav,"A police siren, followed by a megaphone announcement, then short siren blasts.",a police siren followed by a megaphone announcement then short siren blasts
Deplacez-vous_cap_2.wav,"An ambulance sound driving, stopping and starting again",an ambulance sound driving stopping and starting again
Deplacez-vous_cap_3.wav,A fire alarm going off and on with people talking,a fire alarm going off and on with people talking
Deplacez-vous_cap_4.wav,People are talking while an alarm goes off and on.,people are talking while an alarm goes off and on
Deplacez-vous_cap_5.wav,Sirens go off then a bit of talking followed by more sirens.,sirens go off then a bit of talking followed by more sirens
Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2.wav,Footsteps walk on a wooden floor with an even rhythm and then increase their speed.,footsteps walk on a wooden floor with an even rhythm and then increase their speed
Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2.wav,Footsteps walking along a wooden floor in an even rhythm then speeding up significantly.,footsteps walking along a wooden floor in an even rhythm then speeding up significantly
Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2.wav,Someone walking with a heavy foot and then picking up speed from a slow walk to a quick walk.,someone walking with a heavy foot and then picking up speed from a slow walk to a quick walk
Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2.wav,Steps cascade the plain wooden surface of the floor.,steps cascade the plain wooden surface of the floor
Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2.wav,Steps cascade the wooden plain surface of the floor.,steps cascade the wooden plain surface of the floor
Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2_cap_1.wav,Footsteps walk on a wooden floor with an even rhythm and then increase their speed.,footsteps walk on a wooden floor with an even rhythm and then increase their speed
Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2_cap_2.wav,Footsteps walking along a wooden floor in an even rhythm then speeding up significantly.,footsteps walking along a wooden floor in an even rhythm then speeding up significantly
Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2_cap_3.wav,Someone walking with a heavy foot and then picking up speed from a slow walk to a quick walk.,someone walking with a heavy foot and then picking up speed from a slow walk to a quick walk
Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2_cap_4.wav,Steps cascade the plain wooden surface of the floor.,steps cascade the plain wooden surface of the floor
Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2_cap_5.wav,Steps cascade the wooden plain surface of the floor.,steps cascade the wooden plain surface of the floor
desertwind1FINAL.wav,"Air is rushing past, with a high pitched howl",air is rushing past with a high pitched howl
desertwind1FINAL.wav,As the air rushed past it made a high pitched howl.,as the air rushed past it made a high pitched howl
