fname,raw_text,text
Dripping water_cap_4.wav,The popping effect of the synthesizer is created by someone playing it.,the popping effect of the synthesizer is created by someone playing it
Dripping water_cap_5.wav,gurgling and popping noises are being made by someone in a cave.,gurgling and popping noises are being made by someone in a cave
Rain on a construction site.wav,A bunch of water is falling from a high point.,a bunch of water is falling from a high point
Rain on a construction site.wav,The water dripping in the cave creates an echo.,the water dripping in the cave creates an echo
Rain on a construction site.wav,The water in a cave is cascading and pouring into an underground lake.,the water in a cave is cascading and pouring into an underground lake
Rain on a construction site.wav,Water is cascading in a hollow and pouring into an underground lake.,water is cascading in a hollow and pouring into an underground lake
Rain on a construction site.wav,Water is dripping in a cave with a echo when the water drops.,water is dripping in a cave with a echo when the water drops
Rain on a construction site_cap_1.wav,A bunch of water is falling from a high point.,a bunch of water is falling from a high point
Rain on a construction site_cap_2.wav,The water dripping in the cave creates an echo.,the water dripping in the cave creates an echo
Rain on a construction site_cap_3.wav,The water in a cave is cascading and pouring into an underground lake.,the water in a cave is cascading and pouring into an underground lake
Rain on a construction site_cap_4.wav,Water is cascading in a hollow and pouring into an underground lake.,water is cascading in a hollow and pouring into an underground lake
Rain on a construction site_cap_5.wav,Water is dripping in a cave with a echo when the water drops.,water is dripping in a cave with a echo when the water drops
Whining Dog.wav,A dog is continuously whimpering with faint car sounds in the background.,a dog is continuously whimpering with faint car sounds in the background
Whining Dog.wav,A dog is whimpering continuously while faint car sounds are in the background.,a dog is whimpering continuously while faint car sounds are in the background
Whining Dog.wav,A dog whines in a high pitched voice repeatedly.,a dog whines in a high pitched voice repeatedly
Whining Dog.wav,A dog whines over a background of traffic and nearby footsteps,a dog whines over a background of traffic and nearby footsteps
Whining Dog.wav,A dog whining and footsteps nearby with traffic in the background.,a dog whining and footsteps nearby with traffic in the background
Whining Dog_cap_1.wav,A dog is continuously whimpering with faint car sounds in the background.,a dog is continuously whimpering with faint car sounds in the background
Whining Dog_cap_2.wav,A dog is whimpering continuously while faint car sounds are in the background.,a dog is whimpering continuously while faint car sounds are in the background
Whining Dog_cap_3.wav,A dog whines in a high pitched voice repeatedly.,a dog whines in a high pitched voice repeatedly
Whining Dog_cap_4.wav,A dog whines over a background of traffic and nearby footsteps,a dog whines over a background of traffic and nearby footsteps
Whining Dog_cap_5.wav,A dog whining and footsteps nearby with traffic in the background.,a dog whining and footsteps nearby with traffic in the background
doorbell old.wav,"Someone is tapping on a bell, trying to fix it.",someone is tapping on a bell trying to fix it
doorbell old.wav,The toy piano of a child makes metallic chiming music when played.,the toy piano of a child makes metallic chiming music when played
doorbell old.wav,"While trying to fix a bell, someone taps on it.",while trying to fix a bell someone taps on it
doorbell old.wav,"The toy piano of a child is being played, making metallic chiming music.",the toy piano of a child is being played making metallic chiming music
doorbell old.wav,someone ringing a bell on a desk in an office.,someone ringing a bell on a desk in an office
doorbell old_cap_1.wav,"Someone is tapping on a bell, trying to fix it.",someone is tapping on a bell trying to fix it
doorbell old_cap_2.wav,The toy piano of a child makes metallic chiming music when played.,the toy piano of a child makes metallic chiming music when played
doorbell old_cap_3.wav,"While trying to fix a bell, someone taps on it.",while trying to fix a bell someone taps on it
doorbell old_cap_4.wav,"The toy piano of a child is being played, making metallic chiming music.",the toy piano of a child is being played making metallic chiming music
doorbell old_cap_5.wav,someone ringing a bell on a desk in an office.,someone ringing a bell on a desk in an office
"Vomit, puking spilling water onto grass splat.wav",A liquid is being poured onto the ground that is covered with twigs and leaves.,a liquid is being poured onto the ground that is covered with twigs and leaves
"Vomit, puking spilling water onto grass splat.wav",Something is lifting up some water using a cup.,something is lifting up some water using a cup
"Vomit, puking spilling water onto grass splat.wav","The ground is covered with leaves and twigs, being wet with a liquid.",the ground is covered with leaves and twigs being wet with a liquid
"Vomit, puking spilling water onto grass splat.wav",Water being gradually poured out of the bucket.,water being gradually poured out of the bucket
"Vomit, puking spilling water onto grass splat.wav",Water is poured gradually out of the bucket,water is poured gradually out of the bucket
"Vomit, puking spilling water onto grass splat_cap_1.wav",A liquid is being poured onto the ground that is covered with twigs and leaves.,a liquid is being poured onto the ground that is covered with twigs and leaves
"Vomit, puking spilling water onto grass splat_cap_2.wav",Something is lifting up some water using a cup.,something is lifting up some water using a cup
"Vomit, puking spilling water onto grass splat_cap_3.wav","The ground is covered with leaves and twigs, being wet with a liquid.",the ground is covered with leaves and twigs being wet with a liquid
"Vomit, puking spilling water onto grass splat_cap_4.wav",Water being gradually poured out of the bucket.,water being gradually poured out of the bucket
"Vomit, puking spilling water onto grass splat_cap_5.wav",Water is poured gradually out of the bucket,water is poured gradually out of the bucket
frozenBeachWalk_1.wav,Ocean waves crash to the shore as someone walks in the sand.,ocean waves crash to the shore as someone walks in the sand
frozenBeachWalk_1.wav,Waves are crashing on the seashore and the wind is whistling.,waves are crashing on the seashore and the wind is whistling
frozenBeachWalk_1.wav,Waves crashing in the background as a person is walking at a constant pace.,waves crashing in the background as a person is walking at a constant pace
frozenBeachWalk_1.wav,the waves are crashing on the shore and a person is walking on the wet sand,the waves are crashing on the shore and a person is walking on the wet sand
frozenBeachWalk_1.wav,waves sound on the seashore sound and some wind sound,waves sound on the seashore sound and some wind sound
frozenBeachWalk_1_cap_1.wav,Ocean waves crash to the shore as someone walks in the sand.,ocean waves crash to the shore as someone walks in the sand
frozenBeachWalk_1_cap_2.wav,Waves are crashing on the seashore and the wind is whistling.,waves are crashing on the seashore and the wind is whistling
frozenBeachWalk_1_cap_3.wav,Waves crashing in the background as a person is walking at a constant pace.,waves crashing in the background as a person is walking at a constant pace
frozenBeachWalk_1_cap_4.wav,the waves are crashing on the shore and a person is walking on the wet sand,the waves are crashing on the shore and a person is walking on the wet sand
frozenBeachWalk_1_cap_5.wav,waves sound on the seashore sound and some wind sound,waves sound on the seashore sound and some wind sound
Midway Island Surf.wav,Ocean waves crash onto the shore as the wind blows.,ocean waves crash onto the shore as the wind blows
Midway Island Surf.wav,Ocean waves crash onto the shore as wind blows,ocean waves crash onto the shore as wind blows
Midway Island Surf.wav,Waves crash noisily and continuously on the seashore.,waves crash noisily and continuously on the seashore
Midway Island Surf.wav,Waves crash noisily on a shore as time goes on.,waves crash noisily on a shore as time goes on
Midway Island Surf.wav,waves of water are rolling into the shore line,waves of water are rolling into the shore line
Midway Island Surf_cap_1.wav,Ocean waves crash onto the shore as the wind blows.,ocean waves crash onto the shore as the wind blows
Midway Island Surf_cap_2.wav,Ocean waves crash onto the shore as wind blows,ocean waves crash onto the shore as wind blows
Midway Island Surf_cap_3.wav,Waves crash noisily and continuously on the seashore.,waves crash noisily and continuously on the seashore
Midway Island Surf_cap_4.wav,Waves crash noisily on a shore as time goes on.,waves crash noisily on a shore as time goes on
Midway Island Surf_cap_5.wav,waves of water are rolling into the shore line,waves of water are rolling into the shore line
"Elevator door opening and closing, elevator ascending two floors.wav",A big machine switched was lifted and the engine started,a big machine switched was lifted and the engine started
"Elevator door opening and closing, elevator ascending two floors.wav",A car door opens and closes while a motor hums.,a car door opens and closes while a motor hums
"Elevator door opening and closing, elevator ascending two floors.wav","Metallic thumps sound, then a machine hums and beeps.",metallic thumps sound then a machine hums and beeps
"Elevator door opening and closing, elevator ascending two floors.wav","The machine makes metallic thumping sounds, followed by hums and beeps.",the machine makes metallic thumping sounds followed by hums and beeps
"Elevator door opening and closing, elevator ascending two floors.wav","The switch for a big machine is lifted up, and the engine starts.",the switch for a big machine is lifted up and the engine starts
"Elevator door opening and closing, elevator ascending two floors_cap_1.wav",A big machine switched was lifted and the engine started,a big machine switched was lifted and the engine started
"Elevator door opening and closing, elevator ascending two floors_cap_2.wav",A car door opens and closes while a motor hums.,a car door opens and closes while a motor hums
"Elevator door opening and closing, elevator ascending two floors_cap_3.wav","Metallic thumps sound, then a machine hums and beeps.",metallic thumps sound then a machine hums and beeps
"Elevator door opening and closing, elevator ascending two floors_cap_4.wav","The machine makes metallic thumping sounds, followed by hums and beeps.",the machine makes metallic thumping sounds followed by hums and beeps
"Elevator door opening and closing, elevator ascending two floors_cap_5.wav","The switch for a big machine is lifted up, and the engine starts.",the switch for a big machine is lifted up and the engine starts
EXT Steel works far.wav,A dog barks as a man moves around a house afterwards.,a dog barks as a man moves around a house afterwards
EXT Steel works far.wav,Ambient vehicles echoing outside as people are doing tasks in the background.,ambient vehicles echoing outside as people are doing tasks in the background
EXT Steel works far.wav,"In a working room, moving tools and throwing them on the ground",in a working room moving tools and throwing them on the ground
EXT Steel works far.wav,"Someone is in a garage, moving tools and throwing them on the ground.",someone is in a garage moving tools and throwing them on the ground
EXT Steel works far.wav,Vehicles are moving outside while people are doing activities in the background.,vehicles are moving outside while people are doing activities in the background
EXT Steel works far_cap_1.wav,A dog barks as a man moves around a house afterwards.,a dog barks as a man moves around a house afterwards
EXT Steel works far_cap_2.wav,Ambient vehicles echoing outside as people are doing tasks in the background.,ambient vehicles echoing outside as people are doing tasks in the background
EXT Steel works far_cap_3.wav,"In a working room, moving tools and throwing them on the ground",in a working room moving tools and throwing them on the ground
EXT Steel works far_cap_4.wav,"Someone is in a garage, moving tools and throwing them on the ground.",someone is in a garage moving tools and throwing them on the ground
EXT Steel works far_cap_5.wav,Vehicles are moving outside while people are doing activities in the background.,vehicles are moving outside while people are doing activities in the background
Walk From Nanjing Road East To Peoples Square.wav,A loud wind blows while children are excitedly talking and a melody plays in the background.,a loud wind blows while children are excitedly talking and a melody plays in the background
Walk From Nanjing Road East To Peoples Square.wav,A loud wind blows while children excitedly talk and a melody plays in the background.,a loud wind blows while children excitedly talk and a melody plays in the background
Walk From Nanjing Road East To Peoples Square.wav,Loud wind followed by children talking and music playing.,loud wind followed by children talking and music playing
Walk From Nanjing Road East To Peoples Square.wav,"People converse, music plays, and a festival goes on.",people converse music plays and a festival goes on
Walk From Nanjing Road East To Peoples Square.wav,"people are talking with each other, music in the background an festival activities sounds are happening",people are talking with each other music in the background an festival activities sounds are happening
Walk From Nanjing Road East To Peoples Square_cap_1.wav,A loud wind blows while children are excitedly talking and a melody plays in the background.,a loud wind blows while children are excitedly talking and a melody plays in the background
Walk From Nanjing Road East To Peoples Square_cap_2.wav,A loud wind blows while children excitedly talk and a melody plays in the background.,a loud wind blows while children excitedly talk and a melody plays in the background
Walk From Nanjing Road East To Peoples Square_cap_3.wav,Loud wind followed by children talking and music playing.,loud wind followed by children talking and music playing
Walk From Nanjing Road East To Peoples Square_cap_4.wav,"People converse, music plays, and a festival goes on.",people converse music plays and a festival goes on
Walk From Nanjing Road East To Peoples Square_cap_5.wav,"people are talking with each other, music in the background an festival activities sounds are happening",people are talking with each other music in the background an festival activities sounds are happening
F907 Church prayer f.wav,A loudspeaker is broadcasting something in an echoing enclosed space.,a loudspeaker is broadcasting something in an echoing enclosed space
F907 Church prayer f.wav,A man is talking in a building while a crowd responds.,a man is talking in a building while a crowd responds
F907 Church prayer f.wav,A speaker is saying something and the crowd repeats him.,a speaker is saying something and the crowd repeats him
F907 Church prayer f.wav,"At the airport, something is being called out.",at the airport something is being called out
F907 Church prayer f.wav,The man in the building speaks as the crowd responds.,the man in the building speaks as the crowd responds
F907 Church prayer f_cap_1.wav,A loudspeaker is broadcasting something in an echoing enclosed space.,a loudspeaker is broadcasting something in an echoing enclosed space
F907 Church prayer f_cap_2.wav,A man is talking in a building while a crowd responds.,a man is talking in a building while a crowd responds
F907 Church prayer f_cap_3.wav,A speaker is saying something and the crowd repeats him.,a speaker is saying something and the crowd repeats him
F907 Church prayer f_cap_4.wav,"At the airport, something is being called out.",at the airport something is being called out
F907 Church prayer f_cap_5.wav,The man in the building speaks as the crowd responds.,the man in the building speaks as the crowd responds
Swiss Alp with cowbells and creek.wav,"Chimes are striking each other, as the water is running.",chimes are striking each other as the water is running
Swiss Alp with cowbells and creek.wav,The movement of water pouring to and from containers while chimes are clamoring in the background.,the movement of water pouring to and from containers while chimes are clamoring in the background
Swiss Alp with cowbells and creek.wav,Water gurgles as it is poured into a metal can and droplets ping off the side.,water gurgles as it is poured into a metal can and droplets ping off the side
Swiss Alp with cowbells and creek.wav,Water is running and chimes are hitting against each other.,water is running and chimes are hitting against each other
Swiss Alp with cowbells and creek.wav,Water pours into another container with water as chimes clang in the background.,water pours into another container with water as chimes clang in the background
Swiss Alp with cowbells and creek_cap_1.wav,"Chimes are striking each other, as the water is running.",chimes are striking each other as the water is running
Swiss Alp with cowbells and creek_cap_2.wav,The movement of water pouring to and from containers while chimes are clamoring in the background.,the movement of water pouring to and from containers while chimes are clamoring in the background
Swiss Alp with cowbells and creek_cap_3.wav,Water gurgles as it is poured into a metal can and droplets ping off the side.,water gurgles as it is poured into a metal can and droplets ping off the side
Swiss Alp with cowbells and creek_cap_4.wav,Water is running and chimes are hitting against each other.,water is running and chimes are hitting against each other
Swiss Alp with cowbells and creek_cap_5.wav,Water pours into another container with water as chimes clang in the background.,water pours into another container with water as chimes clang in the background
Rain&amp;Thunder.wav,A storm with distant thunder and heavy rain,a storm with distant thunder and heavy rain
Rain&amp;Thunder.wav,Rain falls lightly as thunder rumbles in the distance.,rain falls lightly as thunder rumbles in the distance
Rain&amp;Thunder.wav,The thunder rumbled in the background as the rain pelted the window.,the thunder rumbled in the background as the rain pelted the window
Rain&amp;Thunder.wav,Thunder in the background while rain hits a window,thunder in the background while rain hits a window
Rain&amp;Thunder.wav,Thunder is rumbling and light rain is falling.,thunder is rumbling and light rain is falling
Rain&amp;Thunder_cap_1.wav,A storm with distant thunder and heavy rain,a storm with distant thunder and heavy rain
Rain&amp;Thunder_cap_2.wav,Rain falls lightly as thunder rumbles in the distance.,rain falls lightly as thunder rumbles in the distance
Rain&amp;Thunder_cap_3.wav,The thunder rumbled in the background as the rain pelted the window.,the thunder rumbled in the background as the rain pelted the window
Rain&amp;Thunder_cap_4.wav,Thunder in the background while rain hits a window,thunder in the background while rain hits a window
Rain&amp;Thunder_cap_5.wav,Thunder is rumbling and light rain is falling.,thunder is rumbling and light rain is falling
westend 3.wav,Faint talking is at an event with music in the background.,faint talking is at an event with music in the background
westend 3.wav,Some people are talking in a noisy environment with a lot of vehicles there.,some people are talking in a noisy environment with a lot of vehicles there
westend 3.wav,The roar of cars accompanies the conversations of people nearby.,the roar of cars accompanies the conversations of people nearby
westend 3.wav,There are many people talking together in this large space.,there are many people talking together in this large space
westend 3.wav,You can hear cars and you can hear people talking to each other.,you can hear cars and you can hear people talking to each other
westend 3_cap_1.wav,Faint talking is at an event with music in the background.,faint talking is at an event with music in the background
westend 3_cap_2.wav,Some people are talking in a noisy environment with a lot of vehicles there.,some people are talking in a noisy environment with a lot of vehicles there
westend 3_cap_3.wav,The roar of cars accompanies the conversations of people nearby.,the roar of cars accompanies the conversations of people nearby
westend 3_cap_4.wav,There are many people talking together in this large space.,there are many people talking together in this large space
westend 3_cap_5.wav,You can hear cars and you can hear people talking to each other.,you can hear cars and you can hear people talking to each other
Light Footsteps.wav,A person is speaking on a electronic device followed by a man speaking.,a person is speaking on a electronic device followed by a man speaking
Light Footsteps.wav,A quiet setting with a few bumps and a voice telling something.,a quiet setting with a few bumps and a voice telling something
Light Footsteps.wav,Footsteps echo on a wood floor as a person whispers quietly.,footsteps echo on a wood floor as a person whispers quietly
Light Footsteps.wav,People are talking and getting into a truck.,people are talking and getting into a truck
Light Footsteps.wav,Someone whispers while sorting out a drawer while a broadcast plays.,someone whispers while sorting out a drawer while a broadcast plays
Light Footsteps_cap_1.wav,A person is speaking on a electronic device followed by a man speaking.,a person is speaking on a electronic device followed by a man speaking
Light Footsteps_cap_2.wav,A quiet setting with a few bumps and a voice telling something.,a quiet setting with a few bumps and a voice telling something
Light Footsteps_cap_3.wav,Footsteps echo on a wood floor as a person whispers quietly.,footsteps echo on a wood floor as a person whispers quietly
Light Footsteps_cap_4.wav,People are talking and getting into a truck.,people are talking and getting into a truck
Light Footsteps_cap_5.wav,Someone whispers while sorting out a drawer while a broadcast plays.,someone whispers while sorting out a drawer while a broadcast plays
Footsteps in Sand.wav,A person is outside walking in snow and then the person runs in the snow.,a person is outside walking in snow and then the person runs in the snow
Footsteps in Sand.wav,A person walking on snow on a path outdoors.,a person walking on snow on a path outdoors
Footsteps in Sand.wav,A person walks with increasing speed through snow.,a person walks with increasing speed through snow
Footsteps in Sand.wav,Someone trudges through snow on a path outside.,someone trudges through snow on a path outside
Footsteps in Sand.wav,"The person walks, and then runs, through the snow.",the person walks and then runs through the snow
Footsteps in Sand_cap_1.wav,A person is outside walking in snow and then the person runs in the snow.,a person is outside walking in snow and then the person runs in the snow
Footsteps in Sand_cap_2.wav,A person walking on snow on a path outdoors.,a person walking on snow on a path outdoors
Footsteps in Sand_cap_3.wav,A person walks with increasing speed through snow.,a person walks with increasing speed through snow
Footsteps in Sand_cap_4.wav,Someone trudges through snow on a path outside.,someone trudges through snow on a path outside
Footsteps in Sand_cap_5.wav,"The person walks, and then runs, through the snow.",the person walks and then runs through the snow
WalkingonPineNeedles.wav,A man is walking on dry leaves through a wooded area.,a man is walking on dry leaves through a wooded area
WalkingonPineNeedles.wav,"A man takes a walk through a wooded area, treading on dry leaves as he does so.",a man takes a walk through a wooded area treading on dry leaves as he does so
WalkingonPineNeedles.wav,Crinkling footsteps in dry grass or twigs gets louder as someone walks.,crinkling footsteps in dry grass or twigs gets louder as someone walks
WalkingonPineNeedles.wav,Leaves rustle as a person steps through them.,leaves rustle as a person steps through them
WalkingonPineNeedles.wav,Leaves rustling as a person walks through them.,leaves rustling as a person walks through them
WalkingonPineNeedles_cap_1.wav,A man is walking on dry leaves through a wooded area.,a man is walking on dry leaves through a wooded area
WalkingonPineNeedles_cap_2.wav,"A man takes a walk through a wooded area, treading on dry leaves as he does so.",a man takes a walk through a wooded area treading on dry leaves as he does so
WalkingonPineNeedles_cap_3.wav,Crinkling footsteps in dry grass or twigs gets louder as someone walks.,crinkling footsteps in dry grass or twigs gets louder as someone walks
WalkingonPineNeedles_cap_4.wav,Leaves rustle as a person steps through them.,leaves rustle as a person steps through them
WalkingonPineNeedles_cap_5.wav,Leaves rustling as a person walks through them.,leaves rustling as a person walks through them
Leaves rustling.wav,A rustling of footsteps appears through bushes as time goes on.,a rustling of footsteps appears through bushes as time goes on
Leaves rustling.wav,Birds chirp while people walk over a surface of leaves.,birds chirp while people walk over a surface of leaves
Leaves rustling.wav,"Dry leaves crunch as someone runs through them and in the distance, a group of people talk.",dry leaves crunch as someone runs through them and in the distance a group of people talk
Leaves rustling.wav,People are talking in background as someone runs through dry leaves on the ground.,people are talking in background as someone runs through dry leaves on the ground
Leaves rustling.wav,People are walking through the grass and through leaves while birds chirp in the background.,people are walking through the grass and through leaves while birds chirp in the background
Leaves rustling_cap_1.wav,A rustling of footsteps appears through bushes as time goes on.,a rustling of footsteps appears through bushes as time goes on
Leaves rustling_cap_2.wav,Birds chirp while people walk over a surface of leaves.,birds chirp while people walk over a surface of leaves
Leaves rustling_cap_3.wav,"Dry leaves crunch as someone runs through them and in the distance, a group of people talk.",dry leaves crunch as someone runs through them and in the distance a group of people talk
Leaves rustling_cap_4.wav,People are talking in background as someone runs through dry leaves on the ground.,people are talking in background as someone runs through dry leaves on the ground
Leaves rustling_cap_5.wav,People are walking through the grass and through leaves while birds chirp in the background.,people are walking through the grass and through leaves while birds chirp in the background
Fridge Motor.wav,The engine of a machine is running at a consistent rate.,the engine of a machine is running at a consistent rate
Fridge Motor.wav,A motor running well makes an overpowering noise.,a motor running well makes an overpowering noise
Fridge Motor.wav,A tiny motor or generator run on electricity is humming.,a tiny motor or generator run on electricity is humming
Fridge Motor.wav,Hum of a small electric engine or generator.,hum of a small electric engine or generator
Fridge Motor.wav,a machine vibrates at a consistent pace and is loud,a machine vibrates at a consistent pace and is loud
Fridge Motor_cap_1.wav,The engine of a machine is running at a consistent rate.,the engine of a machine is running at a consistent rate
Fridge Motor_cap_2.wav,A motor running well makes an overpowering noise.,a motor running well makes an overpowering noise
Fridge Motor_cap_3.wav,A tiny motor or generator run on electricity is humming.,a tiny motor or generator run on electricity is humming
Fridge Motor_cap_4.wav,Hum of a small electric engine or generator.,hum of a small electric engine or generator
Fridge Motor_cap_5.wav,a machine vibrates at a consistent pace and is loud,a machine vibrates at a consistent pace and is loud
Schmatzschmatz_dry.wav,A frying pan frying up food in some oil,a frying pan frying up food in some oil
Schmatzschmatz_dry.wav,Food is frying and sizzling in cooking oil.,food is frying and sizzling in cooking oil
Schmatzschmatz_dry.wav,Small increments were poured into a cup with liquid.,small increments were poured into a cup with liquid
Schmatzschmatz_dry.wav,Water is being poured from a pitcher into a cup in small spurts.,water is being poured from a pitcher into a cup in small spurts
Schmatzschmatz_dry.wav,Water is poured from a pitcher to a cup slowly.,water is poured from a pitcher to a cup slowly
Schmatzschmatz_dry_cap_1.wav,A frying pan frying up food in some oil,a frying pan frying up food in some oil
Schmatzschmatz_dry_cap_2.wav,Food is frying and sizzling in cooking oil.,food is frying and sizzling in cooking oil
Schmatzschmatz_dry_cap_3.wav,Small increments were poured into a cup with liquid.,small increments were poured into a cup with liquid
Schmatzschmatz_dry_cap_4.wav,Water is being poured from a pitcher into a cup in small spurts.,water is being poured from a pitcher into a cup in small spurts
Schmatzschmatz_dry_cap_5.wav,Water is poured from a pitcher to a cup slowly.,water is poured from a pitcher to a cup slowly
futuristic_1-2.wav,A disturbing mechanical whir resonates incessantly as time goes on.,a disturbing mechanical whir resonates incessantly as time goes on
futuristic_1-2.wav,"A long, steady buzzing sound with steady pitch.",a long steady buzzing sound with steady pitch
futuristic_1-2.wav,An electronic device can run at constant speed and volume.,an electronic device can run at constant speed and volume
futuristic_1-2.wav,An electronic device running at a constant speed and volume.,an electronic device running at a constant speed and volume
futuristic_1-2.wav,An electronic frequency box emitting a steady humming sound for twenty seconds.,an electronic frequency box emitting a steady humming sound for twenty seconds
futuristic_1-2_cap_1.wav,A disturbing mechanical whir resonates incessantly as time goes on.,a disturbing mechanical whir resonates incessantly as time goes on
futuristic_1-2_cap_2.wav,"A long, steady buzzing sound with steady pitch.",a long steady buzzing sound with steady pitch
futuristic_1-2_cap_3.wav,An electronic device can run at constant speed and volume.,an electronic device can run at constant speed and volume
futuristic_1-2_cap_4.wav,An electronic device running at a constant speed and volume.,an electronic device running at a constant speed and volume
futuristic_1-2_cap_5.wav,An electronic frequency box emitting a steady humming sound for twenty seconds.,an electronic frequency box emitting a steady humming sound for twenty seconds
Noisy PC.wav,A loud disturbing noise is being played at a consistent rate.,a loud disturbing noise is being played at a consistent rate
Noisy PC.wav,A loud disturbing noise is being played at a pretty consistent rate.,a loud disturbing noise is being played at a pretty consistent rate
Noisy PC.wav,A machine emits a static noise at a constant rate.,a machine emits a static noise at a constant rate
Noisy PC.wav,The electrical noise sounds for the entire clip.,the electrical noise sounds for the entire clip
Noisy PC.wav,The machine emits a static noise at a constant rate.,the machine emits a static noise at a constant rate
Noisy PC_cap_1.wav,A loud disturbing noise is being played at a consistent rate.,a loud disturbing noise is being played at a consistent rate
Noisy PC_cap_2.wav,A loud disturbing noise is being played at a pretty consistent rate.,a loud disturbing noise is being played at a pretty consistent rate
Noisy PC_cap_3.wav,A machine emits a static noise at a constant rate.,a machine emits a static noise at a constant rate
Noisy PC_cap_4.wav,The electrical noise sounds for the entire clip.,the electrical noise sounds for the entire clip
Noisy PC_cap_5.wav,The machine emits a static noise at a constant rate.,the machine emits a static noise at a constant rate
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",A bird chirping as water begins to flow at a steady pace.,a bird chirping as water begins to flow at a steady pace
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",A group of animals are making sounds near a flowing stream.,a group of animals are making sounds near a flowing stream
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",A swamp in the woods that is home to wildlife including many birds and frogs.,a swamp in the woods that is home to wildlife including many birds and frogs
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",A thunderstorm echoes through the forest while the animals call.,a thunderstorm echoes through the forest while the animals call
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",animals are making noises near a stream of water flowing,animals are making noises near a stream of water flowing
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet_cap_1.wav",A bird chirping as water begins to flow at a steady pace.,a bird chirping as water begins to flow at a steady pace
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet_cap_2.wav",A group of animals are making sounds near a flowing stream.,a group of animals are making sounds near a flowing stream
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet_cap_3.wav",A swamp in the woods that is home to wildlife including many birds and frogs.,a swamp in the woods that is home to wildlife including many birds and frogs
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet_cap_4.wav",A thunderstorm echoes through the forest while the animals call.,a thunderstorm echoes through the forest while the animals call
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet_cap_5.wav",animals are making noises near a stream of water flowing,animals are making noises near a stream of water flowing
"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311.wav","A melodious bell rings, then a man speaks.",a melodious bell rings then a man speaks
"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311.wav",A melody of bells chime and then a man speaking comes on the radio.,a melody of bells chime and then a man speaking comes on the radio
