fname,raw_text,text
140211-001 puka water_cap_3.wav,Steady flow of water rushing through the pipe.,steady flow of water rushing through the pipe
140211-001 puka water_cap_4.wav,A garden water feature was left on to run constantly.,a garden water feature was left on to run constantly
140211-001 puka water_cap_5.wav,Water flows into a container from a tap.,water flows into a container from a tap
greece_naxos_cicadas_1.wav,"Loudly and without stopping, a large number of crickets chirp.",loudly and without stopping a large number of crickets chirp
greece_naxos_cicadas_1.wav,A large number of crickets chirp loudly and without end.,a large number of crickets chirp loudly and without end
greece_naxos_cicadas_1.wav,"Hundreds of bugs, including cicadas, are buzzing loud and consistently.",hundreds of bugs including cicadas are buzzing loud and consistently
greece_naxos_cicadas_1.wav,A sprinkler is turning around and spraying water.,a sprinkler is turning around and spraying water
greece_naxos_cicadas_1.wav,"As time goes on, the crickets are chirping louder and louder.",as time goes on the crickets are chirping louder and louder
greece_naxos_cicadas_1_cap_1.wav,"Loudly and without stopping, a large number of crickets chirp.",loudly and without stopping a large number of crickets chirp
greece_naxos_cicadas_1_cap_2.wav,A large number of crickets chirp loudly and without end.,a large number of crickets chirp loudly and without end
greece_naxos_cicadas_1_cap_3.wav,"Hundreds of bugs, including cicadas, are buzzing loud and consistently.",hundreds of bugs including cicadas are buzzing loud and consistently
greece_naxos_cicadas_1_cap_4.wav,A sprinkler is turning around and spraying water.,a sprinkler is turning around and spraying water
greece_naxos_cicadas_1_cap_5.wav,"As time goes on, the crickets are chirping louder and louder.",as time goes on the crickets are chirping louder and louder
light rain in city.wav,A campfire crackling and burning without a change.,a campfire crackling and burning without a change
light rain in city.wav,light rain and thunder erupt as a storm is coming from a distance.,light rain and thunder erupt as a storm is coming from a distance
light rain in city.wav,"A fire crackles softly, then a light breeze hits and the fire picks up a bit.",a fire crackles softly then a light breeze hits and the fire picks up a bit
light rain in city.wav,"A fire crackles softly, a light breeze hits and the fire picks up a bit.",a fire crackles softly a light breeze hits and the fire picks up a bit
light rain in city.wav,A campfire continues to crackle and burn consistently.,a campfire continues to crackle and burn consistently
light rain in city_cap_1.wav,A campfire crackling and burning without a change.,a campfire crackling and burning without a change
light rain in city_cap_2.wav,light rain and thunder erupt as a storm is coming from a distance.,light rain and thunder erupt as a storm is coming from a distance
light rain in city_cap_3.wav,"A fire crackles softly, then a light breeze hits and the fire picks up a bit.",a fire crackles softly then a light breeze hits and the fire picks up a bit
light rain in city_cap_4.wav,"A fire crackles softly, a light breeze hits and the fire picks up a bit.",a fire crackles softly a light breeze hits and the fire picks up a bit
light rain in city_cap_5.wav,A campfire continues to crackle and burn consistently.,a campfire continues to crackle and burn consistently
Kitchen Sounds _06.wav,Dishes and silverware being collected as pots and pans are disturbed by someone in a kitchen.,dishes and silverware being collected as pots and pans are disturbed by someone in a kitchen
Kitchen Sounds _06.wav,Various dishes and pieces of cutlery clang together as they are gathered together.,various dishes and pieces of cutlery clang together as they are gathered together
Kitchen Sounds _06.wav,"A person puts cutlery, dishes, pots and pans into cabinet.",a person puts cutlery dishes pots and pans into cabinet
Kitchen Sounds _06.wav,dishes and silverware being collected as pots and pans are disturbed by someone in the kitchen.,dishes and silverware being collected as pots and pans are disturbed by someone in the kitchen
Kitchen Sounds _06.wav,The plates and silverware clank together as the table is cleaned.,the plates and silverware clank together as the table is cleaned
Kitchen Sounds _06_cap_1.wav,Dishes and silverware being collected as pots and pans are disturbed by someone in a kitchen.,dishes and silverware being collected as pots and pans are disturbed by someone in a kitchen
Kitchen Sounds _06_cap_2.wav,Various dishes and pieces of cutlery clang together as they are gathered together.,various dishes and pieces of cutlery clang together as they are gathered together
Kitchen Sounds _06_cap_3.wav,"A person puts cutlery, dishes, pots and pans into cabinet.",a person puts cutlery dishes pots and pans into cabinet
Kitchen Sounds _06_cap_4.wav,dishes and silverware being collected as pots and pans are disturbed by someone in the kitchen.,dishes and silverware being collected as pots and pans are disturbed by someone in the kitchen
Kitchen Sounds _06_cap_5.wav,The plates and silverware clank together as the table is cleaned.,the plates and silverware clank together as the table is cleaned
Piledriver NYC 2014.wav,A large metallic object is being struck against another at regular intervals,a large metallic object is being struck against another at regular intervals
Piledriver NYC 2014.wav,Two metallic objects are struck together at regular intervals.,two metallic objects are struck together at regular intervals
Piledriver NYC 2014.wav,"As one object repeatedly strikes another, many echoes are created.",as one object repeatedly strikes another many echoes are created
Piledriver NYC 2014.wav,A hammer is repeatedly forced down on a thick piece of steel,a hammer is repeatedly forced down on a thick piece of steel
Piledriver NYC 2014.wav,"On a thick piece of steel, a hammer is repeatedly forced down.",on a thick piece of steel a hammer is repeatedly forced down
Piledriver NYC 2014_cap_1.wav,A large metallic object is being struck against another at regular intervals,a large metallic object is being struck against another at regular intervals
Piledriver NYC 2014_cap_2.wav,Two metallic objects are struck together at regular intervals.,two metallic objects are struck together at regular intervals
Piledriver NYC 2014_cap_3.wav,"As one object repeatedly strikes another, many echoes are created.",as one object repeatedly strikes another many echoes are created
Piledriver NYC 2014_cap_4.wav,A hammer is repeatedly forced down on a thick piece of steel,a hammer is repeatedly forced down on a thick piece of steel
Piledriver NYC 2014_cap_5.wav,"On a thick piece of steel, a hammer is repeatedly forced down.",on a thick piece of steel a hammer is repeatedly forced down
tinky whooshy sweep.wav,"A shrill, eerie kind of music grows more shrill and loud after briefly becoming softer.",a shrill eerie kind of music grows more shrill and loud after briefly becoming softer
tinky whooshy sweep.wav,"Electronic music leads to escalating, then decreasing notes.",electronic music leads to escalating then decreasing notes
tinky whooshy sweep.wav,Electronic music plays and the notes rise then fall in pitch.,electronic music plays and the notes rise then fall in pitch
tinky whooshy sweep.wav,"Electronic, funny music that might be in a science fiction movie.",electronic funny music that might be in a science fiction movie
tinky whooshy sweep.wav,"Electronic, happy music might be in a science fiction movie.",electronic happy music might be in a science fiction movie
tinky whooshy sweep_cap_1.wav,"A shrill, eerie kind of music grows more shrill and loud after briefly becoming softer.",a shrill eerie kind of music grows more shrill and loud after briefly becoming softer
tinky whooshy sweep_cap_2.wav,"Electronic music leads to escalating, then decreasing notes.",electronic music leads to escalating then decreasing notes
tinky whooshy sweep_cap_3.wav,Electronic music plays and the notes rise then fall in pitch.,electronic music plays and the notes rise then fall in pitch
tinky whooshy sweep_cap_4.wav,"Electronic, funny music that might be in a science fiction movie.",electronic funny music that might be in a science fiction movie
tinky whooshy sweep_cap_5.wav,"Electronic, happy music might be in a science fiction movie.",electronic happy music might be in a science fiction movie
Seawash (calm) .wav,Shallow waves steadily roll in at the beach.,shallow waves steadily roll in at the beach
Seawash (calm) .wav,Water churns as the tide splashes against the shore.,water churns as the tide splashes against the shore
Seawash (calm) .wav,Someone walks through a steadily flowing stream in their boots.,someone walks through a steadily flowing stream in their boots
Seawash (calm) .wav,A stream is flowing and someone walks into the stream with boots.,a stream is flowing and someone walks into the stream with boots
Seawash (calm) .wav,Waves crash against the beach and the water froths.,waves crash against the beach and the water froths
Seawash (calm) _cap_1.wav,Shallow waves steadily roll in at the beach.,shallow waves steadily roll in at the beach
Seawash (calm) _cap_2.wav,Water churns as the tide splashes against the shore.,water churns as the tide splashes against the shore
Seawash (calm) _cap_3.wav,Someone walks through a steadily flowing stream in their boots.,someone walks through a steadily flowing stream in their boots
Seawash (calm) _cap_4.wav,A stream is flowing and someone walks into the stream with boots.,a stream is flowing and someone walks into the stream with boots
Seawash (calm) _cap_5.wav,Waves crash against the beach and the water froths.,waves crash against the beach and the water froths
09-Bakken_HydraulicSwing.wav,Numerous individuals are talking as the metro vehicle passes by.,numerous individuals are talking as the metro vehicle passes by
09-Bakken_HydraulicSwing.wav,Vehicles in rush hour traffic and individuals talking are making a great deal of commotion,vehicles in rush hour traffic and individuals talking are making a great deal of commotion
09-Bakken_HydraulicSwing.wav,Many people are talking as the subway car goes by.,many people are talking as the subway car goes by
09-Bakken_HydraulicSwing.wav,Cars make a revving sound and crowd noise as time goes on.,cars make a revving sound and crowd noise as time goes on
09-Bakken_HydraulicSwing.wav,cars revving sound and crowd noise as time goes on,cars revving sound and crowd noise as time goes on
09-Bakken_HydraulicSwing_cap_1.wav,Numerous individuals are talking as the metro vehicle passes by.,numerous individuals are talking as the metro vehicle passes by
09-Bakken_HydraulicSwing_cap_2.wav,Vehicles in rush hour traffic and individuals talking are making a great deal of commotion,vehicles in rush hour traffic and individuals talking are making a great deal of commotion
09-Bakken_HydraulicSwing_cap_3.wav,Many people are talking as the subway car goes by.,many people are talking as the subway car goes by
09-Bakken_HydraulicSwing_cap_4.wav,Cars make a revving sound and crowd noise as time goes on.,cars make a revving sound and crowd noise as time goes on
09-Bakken_HydraulicSwing_cap_5.wav,cars revving sound and crowd noise as time goes on,cars revving sound and crowd noise as time goes on
wiperslowwithrubbing.wav,A strange machine makes a weird pattern of barking and other sounds,a strange machine makes a weird pattern of barking and other sounds
wiperslowwithrubbing.wav,A strange machine barks repeatedly in a pattern.,a strange machine barks repeatedly in a pattern
wiperslowwithrubbing.wav,As the rain falls windshield wipers move side to side.,as the rain falls windshield wipers move side to side
wiperslowwithrubbing.wav,windshield wipers run continuously on a dry surface.,windshield wipers run continuously on a dry surface
wiperslowwithrubbing.wav,A dry windshield has wipers constantly wiping it.,a dry windshield has wipers constantly wiping it
wiperslowwithrubbing_cap_1.wav,A strange machine makes a weird pattern of barking and other sounds,a strange machine makes a weird pattern of barking and other sounds
wiperslowwithrubbing_cap_2.wav,A strange machine barks repeatedly in a pattern.,a strange machine barks repeatedly in a pattern
wiperslowwithrubbing_cap_3.wav,As the rain falls windshield wipers move side to side.,as the rain falls windshield wipers move side to side
wiperslowwithrubbing_cap_4.wav,windshield wipers run continuously on a dry surface.,windshield wipers run continuously on a dry surface
wiperslowwithrubbing_cap_5.wav,A dry windshield has wipers constantly wiping it.,a dry windshield has wipers constantly wiping it
BC inside a dog.wav,An intermittent squeak over a background of silence.,an intermittent squeak over a background of silence
BC inside a dog.wav,"A deep, constant thumping takes place while two golf swings are performed.",a deep constant thumping takes place while two golf swings are performed
BC inside a dog.wav,The heart is beating in a steady rhythm as the dog is barking from far away.,the heart is beating in a steady rhythm as the dog is barking from far away
BC inside a dog.wav,A heart beat steadily as a dog barks in the distance a couple of times.,a heart beat steadily as a dog barks in the distance a couple of times
BC inside a dog.wav,A heart beats loudly while a surface is being swept at regular intervals,a heart beats loudly while a surface is being swept at regular intervals
BC inside a dog_cap_1.wav,An intermittent squeak over a background of silence.,an intermittent squeak over a background of silence
BC inside a dog_cap_2.wav,"A deep, constant thumping takes place while two golf swings are performed.",a deep constant thumping takes place while two golf swings are performed
BC inside a dog_cap_3.wav,The heart is beating in a steady rhythm as the dog is barking from far away.,the heart is beating in a steady rhythm as the dog is barking from far away
BC inside a dog_cap_4.wav,A heart beat steadily as a dog barks in the distance a couple of times.,a heart beat steadily as a dog barks in the distance a couple of times
BC inside a dog_cap_5.wav,A heart beats loudly while a surface is being swept at regular intervals,a heart beats loudly while a surface is being swept at regular intervals
Chainsaw_3.wav,"In every few seconds, the bush trimmer is buzzing loudly.",in every few seconds the bush trimmer is buzzing loudly
Chainsaw_3.wav,A chainsaw varies in speed as a wind has an effect on the sound.,a chainsaw varies in speed as a wind has an effect on the sound
Chainsaw_3.wav,A chainsaw cuts a log into multiple pieces.,a chainsaw cuts a log into multiple pieces
Chainsaw_3.wav,A chainsaw is cutting through a piece of wood.,a chainsaw is cutting through a piece of wood
Chainsaw_3.wav,A machine loudly grinds away at a surface.,a machine loudly grinds away at a surface
Chainsaw_3_cap_1.wav,"In every few seconds, the bush trimmer is buzzing loudly.",in every few seconds the bush trimmer is buzzing loudly
Chainsaw_3_cap_2.wav,A chainsaw varies in speed as a wind has an effect on the sound.,a chainsaw varies in speed as a wind has an effect on the sound
Chainsaw_3_cap_3.wav,A chainsaw cuts a log into multiple pieces.,a chainsaw cuts a log into multiple pieces
Chainsaw_3_cap_4.wav,A chainsaw is cutting through a piece of wood.,a chainsaw is cutting through a piece of wood
Chainsaw_3_cap_5.wav,A machine loudly grinds away at a surface.,a machine loudly grinds away at a surface
cranes of babin kuk dubrovnik_050516.wav,A machine runs as a car walks by.,a machine runs as a car walks by
cranes of babin kuk dubrovnik_050516.wav,A vehicle engine revs multiple times before stopping.,a vehicle engine revs multiple times before stopping
cranes of babin kuk dubrovnik_050516.wav,"A machine motor is operating, a switch is cut off and then on again as a vehicle passes closely.",a machine motor is operating a switch is cut off and then on again as a vehicle passes closely
cranes of babin kuk dubrovnik_050516.wav,"A machine motor is operating, a switch is cut off and then on again as a vehicle passes nearby.",a machine motor is operating a switch is cut off and then on again as a vehicle passes nearby
cranes of babin kuk dubrovnik_050516.wav,A car drives past as a machine carries out its duties.,a car drives past as a machine carries out its duties
cranes of babin kuk dubrovnik_050516_cap_1.wav,A machine runs as a car walks by.,a machine runs as a car walks by
cranes of babin kuk dubrovnik_050516_cap_2.wav,A vehicle engine revs multiple times before stopping.,a vehicle engine revs multiple times before stopping
cranes of babin kuk dubrovnik_050516_cap_3.wav,"A machine motor is operating, a switch is cut off and then on again as a vehicle passes closely.",a machine motor is operating a switch is cut off and then on again as a vehicle passes closely
cranes of babin kuk dubrovnik_050516_cap_4.wav,"A machine motor is operating, a switch is cut off and then on again as a vehicle passes nearby.",a machine motor is operating a switch is cut off and then on again as a vehicle passes nearby
cranes of babin kuk dubrovnik_050516_cap_5.wav,A car drives past as a machine carries out its duties.,a car drives past as a machine carries out its duties
Rain Interior Car.wav,A machine with a loud motor is running constantly.,a machine with a loud motor is running constantly
Rain Interior Car.wav,It is pulling a loaded wagon along the bumpy path.,it is pulling a loaded wagon along the bumpy path
Rain Interior Car.wav,rustling of leaves gets louder as time goes on,rustling of leaves gets louder as time goes on
Rain Interior Car.wav,A bunch of hail falls heavily out of the sky.,a bunch of hail falls heavily out of the sky
Rain Interior Car.wav,A factory line takes in many empty plastic bottles and puts them on a belt,a factory line takes in many empty plastic bottles and puts them on a belt
Rain Interior Car_cap_1.wav,A machine with a loud motor is running constantly.,a machine with a loud motor is running constantly
Rain Interior Car_cap_2.wav,It is pulling a loaded wagon along the bumpy path.,it is pulling a loaded wagon along the bumpy path
Rain Interior Car_cap_3.wav,rustling of leaves gets louder as time goes on,rustling of leaves gets louder as time goes on
Rain Interior Car_cap_4.wav,A bunch of hail falls heavily out of the sky.,a bunch of hail falls heavily out of the sky
Rain Interior Car_cap_5.wav,A factory line takes in many empty plastic bottles and puts them on a belt,a factory line takes in many empty plastic bottles and puts them on a belt
Rain_Storm.wav,A downpour of rain lands on a window sill.,a downpour of rain lands on a window sill
Rain_Storm.wav,"Rain pours, hitting the ground constantly and steadily.",rain pours hitting the ground constantly and steadily
Rain_Storm.wav,rain pouring down  hitting ground as time goes on,rain pouring down hitting ground as time goes on
Rain_Storm.wav,It is raining hard and some traffic is travelling in the background.,it is raining hard and some traffic is travelling in the background
Rain_Storm.wav,"A noisy outdoor location, with falling water, is nearby.",a noisy outdoor location with falling water is nearby
Rain_Storm_cap_1.wav,A downpour of rain lands on a window sill.,a downpour of rain lands on a window sill
Rain_Storm_cap_2.wav,"Rain pours, hitting the ground constantly and steadily.",rain pours hitting the ground constantly and steadily
Rain_Storm_cap_3.wav,rain pouring down  hitting ground as time goes on,rain pouring down hitting ground as time goes on
Rain_Storm_cap_4.wav,It is raining hard and some traffic is travelling in the background.,it is raining hard and some traffic is travelling in the background
Rain_Storm_cap_5.wav,"A noisy outdoor location, with falling water, is nearby.",a noisy outdoor location with falling water is nearby
"Metal door closing, locking and leaving.wav","A person opens the locker, closes it, and then runs away.",a person opens the locker closes it and then runs away
"Metal door closing, locking and leaving.wav",A light door slams and someone moves about the room with jingling keys.,a light door slams and someone moves about the room with jingling keys
"Metal door closing, locking and leaving.wav",A loud heater and then a person with boots jogging.,a loud heater and then a person with boots jogging
"Metal door closing, locking and leaving.wav","A light metal door echoes as it opens and closes, some keys jingle, and a pair of footsteps run by.",a light metal door echoes as it opens and closes some keys jingle and a pair of footsteps run by
"Metal door closing, locking and leaving.wav","A light metal door echoes as it opens and closes, some keys jingle, and a pair of footsteps jog by.",a light metal door echoes as it opens and closes some keys jingle and a pair of footsteps jog by
"Metal door closing, locking and leaving_cap_1.wav","A person opens the locker, closes it, and then runs away.",a person opens the locker closes it and then runs away
"Metal door closing, locking and leaving_cap_2.wav",A light door slams and someone moves about the room with jingling keys.,a light door slams and someone moves about the room with jingling keys
"Metal door closing, locking and leaving_cap_3.wav",A loud heater and then a person with boots jogging.,a loud heater and then a person with boots jogging
"Metal door closing, locking and leaving_cap_4.wav","A light metal door echoes as it opens and closes, some keys jingle, and a pair of footsteps run by.",a light metal door echoes as it opens and closes some keys jingle and a pair of footsteps run by
"Metal door closing, locking and leaving_cap_5.wav","A light metal door echoes as it opens and closes, some keys jingle, and a pair of footsteps jog by.",a light metal door echoes as it opens and closes some keys jingle and a pair of footsteps jog by
woodpecker1.wav,"Random, quick, intermittent clacking with a bird in the background and a child speaks at the end.",random quick intermittent clacking with a bird in the background and a child speaks at the end
woodpecker1.wav,Birds flapping their wings and chirping throughout with a girl speaking towards the end.,birds flapping their wings and chirping throughout with a girl speaking towards the end
woodpecker1.wav,"Random, quick, intermittent clacking with a bird in the background and a child talks at the end.",random quick intermittent clacking with a bird in the background and a child talks at the end
woodpecker1.wav,Birds flapping their wings and vocalizing throughout with a girl speaking towards the end.,birds flapping their wings and vocalizing throughout with a girl speaking towards the end
woodpecker1.wav,An owl is hooting in the background while a woodpecker is pecking a tree.,an owl is hooting in the background while a woodpecker is pecking a tree
woodpecker1_cap_1.wav,"Random, quick, intermittent clacking with a bird in the background and a child speaks at the end.",random quick intermittent clacking with a bird in the background and a child speaks at the end
woodpecker1_cap_2.wav,Birds flapping their wings and chirping throughout with a girl speaking towards the end.,birds flapping their wings and chirping throughout with a girl speaking towards the end
woodpecker1_cap_3.wav,"Random, quick, intermittent clacking with a bird in the background and a child talks at the end.",random quick intermittent clacking with a bird in the background and a child talks at the end
woodpecker1_cap_4.wav,Birds flapping their wings and vocalizing throughout with a girl speaking towards the end.,birds flapping their wings and vocalizing throughout with a girl speaking towards the end
woodpecker1_cap_5.wav,An owl is hooting in the background while a woodpecker is pecking a tree.,an owl is hooting in the background while a woodpecker is pecking a tree
jet_engine.wav,A plane roars loudly as it flies up in to the sky,a plane roars loudly as it flies up in to the sky
jet_engine.wav,An airplane is firing its engine and getting ready for takeoff.,an airplane is firing its engine and getting ready for takeoff
jet_engine.wav,A plane is flying up to the sky roaring loudly.,a plane is flying up to the sky roaring loudly
jet_engine.wav,The pilot ran the airplane down the runway for takeoff.,the pilot ran the airplane down the runway for takeoff
jet_engine.wav,A  rocket takes off and the engine noise fades as it gets further away.,a rocket takes off and the engine noise fades as it gets further away
jet_engine_cap_1.wav,A plane roars loudly as it flies up in to the sky,a plane roars loudly as it flies up in to the sky
jet_engine_cap_2.wav,An airplane is firing its engine and getting ready for takeoff.,an airplane is firing its engine and getting ready for takeoff
jet_engine_cap_3.wav,A plane is flying up to the sky roaring loudly.,a plane is flying up to the sky roaring loudly
jet_engine_cap_4.wav,The pilot ran the airplane down the runway for takeoff.,the pilot ran the airplane down the runway for takeoff
jet_engine_cap_5.wav,A  rocket takes off and the engine noise fades as it gets further away.,a rocket takes off and the engine noise fades as it gets further away
RiverS.wav,torrential  down pours of rain on the street pavement,torrential down pours of rain on the street pavement
RiverS.wav,The water pours down so heavily and steadily that it blocks out everything else.,the water pours down so heavily and steadily that it blocks out everything else
RiverS.wav,"Consistent, uninterrupted static with no level of change",consistent uninterrupted static with no level of change
RiverS.wav,Static drowns out a person speaking in the background.,static drowns out a person speaking in the background
RiverS.wav,A high powered air flow from an air hose using a steady and constant force.,a high powered air flow from an air hose using a steady and constant force
RiverS_cap_1.wav,torrential  down pours of rain on the street pavement,torrential down pours of rain on the street pavement
RiverS_cap_2.wav,The water pours down so heavily and steadily that it blocks out everything else.,the water pours down so heavily and steadily that it blocks out everything else
RiverS_cap_3.wav,"Consistent, uninterrupted static with no level of change",consistent uninterrupted static with no level of change
RiverS_cap_4.wav,Static drowns out a person speaking in the background.,static drowns out a person speaking in the background
RiverS_cap_5.wav,A high powered air flow from an air hose using a steady and constant force.,a high powered air flow from an air hose using a steady and constant force
Radio_Interference.wav,A periodic buzzing sound occurs along with static from a radio crackling.,a periodic buzzing sound occurs along with static from a radio crackling
Radio_Interference.wav,Radio static crackles with a periodic buzzing sound,radio static crackles with a periodic buzzing sound
Radio_Interference.wav,"Accompanied with buzzing, radio static is increasing and decreasing.",accompanied with buzzing radio static is increasing and decreasing
Radio_Interference.wav,Radio static increasing and decreasing accompanied with buzzing.,radio static increasing and decreasing accompanied with buzzing
Radio_Interference.wav,Static and white noise is playing from a badly tuned speaker.,static and white noise is playing from a badly tuned speaker
Radio_Interference_cap_1.wav,A periodic buzzing sound occurs along with static from a radio crackling.,a periodic buzzing sound occurs along with static from a radio crackling
Radio_Interference_cap_2.wav,Radio static crackles with a periodic buzzing sound,radio static crackles with a periodic buzzing sound
Radio_Interference_cap_3.wav,"Accompanied with buzzing, radio static is increasing and decreasing.",accompanied with buzzing radio static is increasing and decreasing
Radio_Interference_cap_4.wav,Radio static increasing and decreasing accompanied with buzzing.,radio static increasing and decreasing accompanied with buzzing
Radio_Interference_cap_5.wav,Static and white noise is playing from a badly tuned speaker.,static and white noise is playing from a badly tuned speaker
20100213.bus.ride.wav,A washing machine increases then decreases in speed as clothes move around and people talk softly.,a washing machine increases then decreases in speed as clothes move around and people talk softly
20100213.bus.ride.wav,People talk while a washing machine whirs clothing around with alternating speed.,people talk while a washing machine whirs clothing around with alternating speed
20100213.bus.ride.wav,An engine is whirring and people are talking and moving nearby.,an engine is whirring and people are talking and moving nearby
20100213.bus.ride.wav,An engine runs while a group of people chat.,an engine runs while a group of people chat
20100213.bus.ride.wav,A vehicle moves along and picks up the pace gradually before slowing down.,a vehicle moves along and picks up the pace gradually before slowing down
20100213.bus.ride_cap_1.wav,A washing machine increases then decreases in speed as clothes move around and people talk softly.,a washing machine increases then decreases in speed as clothes move around and people talk softly
20100213.bus.ride_cap_2.wav,People talk while a washing machine whirs clothing around with alternating speed.,people talk while a washing machine whirs clothing around with alternating speed
20100213.bus.ride_cap_3.wav,An engine is whirring and people are talking and moving nearby.,an engine is whirring and people are talking and moving nearby
20100213.bus.ride_cap_4.wav,An engine runs while a group of people chat.,an engine runs while a group of people chat
20100213.bus.ride_cap_5.wav,A vehicle moves along and picks up the pace gradually before slowing down.,a vehicle moves along and picks up the pace gradually before slowing down
"Foley, cracking floors, take-4.wav",Someone struggles to get a plastic lid off a box,someone struggles to get a plastic lid off a box
"Foley, cracking floors, take-4.wav",They are having trouble getting a plastic lid off of a container.,they are having trouble getting a plastic lid off of a container
"Foley, cracking floors, take-4.wav",A quiet crumpling occurs followed by squeaking and more crumpling,a quiet crumpling occurs followed by squeaking and more crumpling
"Foley, cracking floors, take-4.wav",A wooden box is being dragged across the floor.,a wooden box is being dragged across the floor
"Foley, cracking floors, take-4.wav",The wooden box is being dragged across the floor.,the wooden box is being dragged across the floor
"Foley, cracking floors, take-4_cap_1.wav",Someone struggles to get a plastic lid off a box,someone struggles to get a plastic lid off a box
"Foley, cracking floors, take-4_cap_2.wav",They are having trouble getting a plastic lid off of a container.,they are having trouble getting a plastic lid off of a container
"Foley, cracking floors, take-4_cap_3.wav",A quiet crumpling occurs followed by squeaking and more crumpling,a quiet crumpling occurs followed by squeaking and more crumpling
"Foley, cracking floors, take-4_cap_4.wav",A wooden box is being dragged across the floor.,a wooden box is being dragged across the floor
"Foley, cracking floors, take-4_cap_5.wav",The wooden box is being dragged across the floor.,the wooden box is being dragged across the floor
hollipops 4 july 12.wav,"A baby makes coughing, cooing, and moaning sounds.",a baby makes coughing cooing and moaning sounds
hollipops 4 july 12.wav,"A baby coughs sharply and intermittently prior to pausing to rest, cooing, and coughing once more.",a baby coughs sharply and intermittently prior to pausing to rest cooing and coughing once more
hollipops 4 july 12.wav,"Baby coughing, gurgling, making noise, rubber duck squeezed, coughs again.",baby coughing gurgling making noise rubber duck squeezed coughs again
hollipops 4 july 12.wav,A baby is coughing and cooing and moaning.,a baby is coughing and cooing and moaning
hollipops 4 july 12.wav,A baby coughs three times and coughs two times again as another baby cries.,a baby coughs three times and coughs two times again as another baby cries
hollipops 4 july 12_cap_1.wav,"A baby makes coughing, cooing, and moaning sounds.",a baby makes coughing cooing and moaning sounds
hollipops 4 july 12_cap_2.wav,"A baby coughs sharply and intermittently prior to pausing to rest, cooing, and coughing once more.",a baby coughs sharply and intermittently prior to pausing to rest cooing and coughing once more
hollipops 4 july 12_cap_3.wav,"Baby coughing, gurgling, making noise, rubber duck squeezed, coughs again.",baby coughing gurgling making noise rubber duck squeezed coughs again
hollipops 4 july 12_cap_4.wav,A baby is coughing and cooing and moaning.,a baby is coughing and cooing and moaning
hollipops 4 july 12_cap_5.wav,A baby coughs three times and coughs two times again as another baby cries.,a baby coughs three times and coughs two times again as another baby cries
