file_name,caption_1,caption_2,caption_3,caption_4,caption_5
sand slide on metal FF678.wav,An assortment of beads move from one container creating an echoing sound.,"Multiple, tiny beads are emptied from one container to another causing long, drawn out rattling echoes resonating over time.",Popcorn is being poured into a cooking pan.,Sand going back and forth in a metal container clanging.,The Popcorn is being added to a cooking pan.
recorder_in_A_bag.wav,"A woman zips open the bag, digs through its interior, and then zips the bag back up.","A zipper is being zipped up, then a man walks through snow, then the zipper is pulled down again.",A zipper of a bag is opened and items are moved around in the bag and the zipper is closed.,"A zipper of a bag is opened, items moved around and the zipper is closed.","Someone opens a small bag, digs through it, and zips it back up."
WM_spin_cycle_floor_level_24_96_mono.wav,A large industrial engine is operating inside a factory.,A large industrial engine operating inside a factory.,An engine or machine runs at a fairly constant rate.,"As time goes on, the roaring of heavy turbulence begins to roar in the background.",Heavy turbulence roars in the background as time goes on.
flush1.wav,A liquid is being poured into a drain.,A small sink being filled and then drained as water runs.,A small sink is filled and drained as the water runs.,Liquid is being poured into a drain or similar receptacle.,Water flowing from a faucet and draining down into a drain.
Metal_bang_echo.wav,"An item as it is struck repeatedly, clanking as it does.","An object is repeatedly dropped, causing a metallic ring.",The bang and clang of a trash receptacle lid being slammed.,The clank of an object being moved or hit repeatedly.,The trash can lid being closed slammed shut.
hanoiairport01.wav,A loudspeaker is blaring while people are talking to each other.,A woman is speaking over an intercom to others.,An announcer talks in the background while people speak loudly in a crowded room.,Something is told over loud speaker at an airport while people speak and move softly in background.,People move around and speak to each other while something is told over an airport loud speaker.
footsteps fast then VERY slow (rob).wav,A person is walking on the road with shoes.,A person is walking slowly on a sticky surface,A person is walking through the snow wearing rubber boots.,Someone is walking in snow with rubber boots.,Someone trudges through the snow and grinds their feet into the ground.
golpeando cosas metalicas.wav,A person striking a solid metal item with a metal tool.,A pipe that is being hit over and over again.,Metal objects clanging together over and over again.,Metal objects hitting together at a steady consistent rate,Someone is continuously hitting metal on a anvil.
pill bottle 4.wav,A person is taking out pills from a bottle.,Candies clack into a plastic container as they are sorted.,First they went through the candy bag before grabbing the candy and eating it.,Something is being taken from a bottle that contains it.,"Someone going through a bag of candy, grabbing some and then eating it."
rain_heavy.wav,A car driving by with rain hitting the ground.,A strong thunderstorm with heavy rainfall and powerful winds.,Rain hitting the pavement as thunder rumbles intermittently,Rain pelting the pavement as thunder rumbles intermittently.,a strong thunderstorm with heavy rainfall and strong wind
raindrops_metalcover.wav,Hitting a tin roof the rain continuously falls.,It is raining and the rain hits on the metal roof.,It is raining and the rain is hitting on the metal roof.,Rain continuously falls and hits a tin roof.,Rain is falling and pelting the top of a metal roof.
Wind blowing across open marshland.wav,A wind howls through a narrow entrance way as a man sniffs in the cold.,The wind blows with strength causing it to howl loudly.,The wind gusts strongly and the trees shake and rustle.,"The wind starts as a gust, howling as it nears.",The window pane is being hit hard by the wind.
Wind Howling with Door Opening Interruption.wav,"A machine emits a faint hum as water drips, and a door is opened and closed.","A machine is moving, a door opened and closed while machine stopped and continued again.","A machine moving, the door opened and closed while machine stopped and it continued again","As the machine emits a faint hum, water drips and the door opens and closes.","Whirling noises are interrupted by the opening and closing of a door, and the entrance of something."
metal chain (loud).wav,"A loud clang resounds, followed by a tinkle of metal, a voice, and another clang.",A man speaks over the echo of glasses rattling and metal clanking.,"Bells ring then a loud clang reverberates, followed by a man speaking and laughing before he kicks a metal object.","Bells ring then a loud clang reverberates, followed by a man speaking and laughing before he kicks a object.",Glasses rattle and metal clanks causing an echo as a man speaks.
orage tonnerre GP pluie.wav,Loud thunder is rumbling for a while before rain starts falling.,"Thunder crashes, prior to the beginning of rainfall.",Thunder in the background and rain hitting the ground in the foreground.,Thunder is blaring in the background and rain is seen hitting the ground in the foreground.,Thunder is clapping and rain is steadily hitting a surface.
under_water_mic_turbulenceB.wav,A person tries to tune a radio and it squeals.,A faulty radio that is trying to be turned on.,Loud incoherent electronic screeching followed by windy gurgles.,Loud mixed up electronic screeching occurs followed by windy gurgles.,Someone is trying to turn on the radio but it makes noises.
greece_naxos_white_noise_1.wav,A radio has static and then the radio turns out.,Birds are chirping in the background and a waterfall in the distance.,Birds are chirping in the background and a waterfall is in the distance.,"Birds chirping, and a slow muffled hum during the daytime in a park.",Wind blows and items shuffle within a room
fireworkslong.wav,Fireworks are being launched up into the air,Fireworks are crackling from a distance on a clear night.,Fireworks are going off nearby and at a distance.,"Near and far, the fireworks are going off.",Some fireworks are going up into the air.
tractor.wav,A forklift vehicle is beeping as it is driving by.,"A large piece of machinery alternates between the beeps from backing up, putting the gears into drive, and driving forward.","A vehicle makes a beeping sound as it backs up, pulls forward and backs up again.",The truck beeps when backing up and the gears are loud shifting on drive.,"Using its back up signal, a truck back ups and sits there a while, and to backs up again."
Highway Ambience.wav,A large motor is started as multiple cars drive pass.,As multiple cars drive past a large motor is started,Engines hum as a background of constant white noise emits close by.,Engines hum while white noise is emitted nearby.,road noise with cars passing by and wind buffer
md4trk7.wav,The plastic bicycle wheels of a child whir and pedal noisily against concrete pavement.,Somebody is using a noisy machine and the sounds come closer then farther away.,Someone using a machine that makes a noise and sounds closer then farther away.,The sound of a bird and the flapping of its wings has been caught and put into audio loop.,a machine grass cutter is spinning and cutting down grass
tennis ball.wav,A ball is being hit with a racket and then caught and the process repeated.,"A player uses a racket to hit the tennis ball which is caught, and then the process is repeated.",Someone is hammering down an object before dropping the hammer to the floor.,The ball bounces back and forth against the paddle.,The tennis ball bounced repeatedly on the ground.
SFX 1_01.R.wav,A banging of the fist of a person on a table occurs several times.,A person taps on the door with their hand.,A wooden object like a barrel is lightly scraped.,Someone bangs their hand on the table several times.,Someone is tapping their hand on a door.
"Walking through dry leaves, close-by and afar.wav","Footsteps walking through leaves, close at first then walking away.",It is raining and someone is walking through a lot of leaves.,"There was the sound of someone raking leaves outside softly, then louder, then it stopped.",Raining and someone walking throw a lots of leaves.,stepping through a dense straw field getting softer and softer
food_prep_2_cw.wav,A fork scrapes the plate as someone is eating.,A person scrapes a hard surface while something slushes.,Food being audibly scraped in a pan as it sizzles and bubbles.,Water runs in the background as a person moves food around their plate with utensils,Somebody cutting up something on a plate with a blade.
splashing water.wav,"A liquid is spilling down a drain, flowing through it and out of an opening.",Short dribbles of water pour from a cup into a sink.,Small drips of water being poured from a cup into a sink.,"Water is flowing gently, in a somewhat repetitive pattern.",Water slushes gently and at a somewhat repetitive pattern.
Uni_Folie_GoingUpMetallicStairs.wav,A person is walking up several flights of stairs.,"After climbing a long flight of stairs and walking across a short landing, the man climbs another flight of stairs.","At a steady pace, someone walks down two flights of steps.",Someone climbs a long flight of stairs and walks across short landing and climbs another flight of stairs.,Someone walks down two flights of steps at a steady pace.
Footsteps &amp; waves.wav,A person is walking through grass and then walks through water in the woods.,A person is walking through the grass and then walks through a stream in the woods.,A person walking on a beach with piles of stones and then into the water,"A person walks on a beach, over piles of stones and into the water.",Someone is hiking next to a running brook and then crosses the brook to get to the other side.
Regen 04.wav,It is raining and hailing small hail stones.,Rain falls from the sky and so do hail stones.,Steady rain hits the windows on a building.,The rain is falling steadily against a window or building.,The windows and roof of a building are being hit with rain and hail.
two large cobblestone blocks.wav,A person bounces a ping pong ball an a table.,A person plays paddle ball over and over.,A ping pong ball is dropped by a person onto a table.,A sledge hammer continuously hitting a concrete wall,Someone is playing with a paddle with a rubber string and a ball attached to it.
footsteps on beach.wav,A person is walking at a steady pace on slush and snow,Cars are passing by quickly while a person is walking.,Shoes are walking across twigs and leaves while traffic is passing by in the distance.,Shoes walking across twigs and leaves while traffic is passing by in the distance.,"Through the slush and snow, someone walks at an even pace."
Footsteps_Walking Boot_Muddy Puddles-Water-Squelch.wav,A person walks through crunching leaves and splashing water.,"Heavy feet cause sloshing as they move forward, displacing water.","Walking through shallow water kicking, splashing, kicking the water",Walking through shallow water while kicking and splashing the water,someone briskly walks through crunching leaves and splashing water
"Footsteps, Sneakers, Tile, Slow.wav",Footsteps are evident as shoes walk slowly on a wooden floor.,Slow footsteps with one foot striking significantly louder than the other.,Someone is tapping their fingers on the table repetitively,Someone is walking across a hard surface at a constant pace.,Someone walking across a hard surface at a constant pace.
salle.spectacle.remplie.wav,A room full of people converse within a room,"As people crowd a room, lively conversation flows.",Heavy chatter from a group of people in a public area that are near a speaker.,Lively conversation flows as people crowd a room.,"The room was full of people, all of them conversing."
Franklin Square-Fountain.wav,Rain pouring down on an empty highway with no cars passing by.,Water is coming over the top of a mountain and the water splashes on the rocks below.,Water is loudly and steadily gushing out with traffic sounds in the background.,Water splashing on rocks at the bottom of a mountain waterfall.,a loud steady stream of gushing water with sounds from a roadway in the background
jobsite roller bulldozer.wav,A large motorized vehicle backing up with beeper,A large truck is moving slowly and is beeping.,"A motorized saw is being used, then stops.",A saw with motor engine was working and stopped,Multiple construction vehicles are being used to do various tasks.
Metal Till Cash Drawer Slide In And Out.wav,A cash register made of metal opens and shuts.,A metal door gets slid and a beeper sounds.,A metal door is being slide back and forth and a beeper goes off.,An object is being dragged in a time continuous gap,dragging of an object with a time gap continuously
four wheel trike in woods.wav,A motorcycle in front that constantly goes more and stronger,A motorcycle slows down as it nears and speeds up as it gets farther away.,A motorcycle that sounds increasingly stronger as it advances.,The motorcycle gets closer and than gets farther again.,an dirt bike runs its course full gear.
Room-tone kitchen fridge 150915_0773.wav,A belt is turning on a conveyor belt continuously.,A conveyor belt continuously slides along its course.,A conveyor belt runs some line of cargo.,A machine is operating during a production time,"As items are produced on a line, a machine operates."
freesound.wav,A radio emits static as someone tries to tune it to a station.,Intermittent music and music recording from an instrument,Someone using a radio and turning the station with white noise.,Static from a television that gets louder and it changes stations,"Static noise coming from radio tuning with intermittent recognizable music, voice, or both."
freezer_inside.wav,An airplane motor is running and the plane is getting farther away.,An engine is grinding with constant speed and suddenly stops.,"An engine runs continually, followed by a sharp knock.",A person works with an airplane motor running and sees a plane getting farther away.,The engine grinds with constant speed until suddenly stopping.
THE_RATT23_1.wav,A person is using a shovel to clear out snow on the pavement.,A person walking on gravel outside next to a road.,"Sitting by the window, someone sees a person strolling on the gravel next to the road.",Someone is wearing boots and walking through the soft snow.,Someone wearing boots and walking through some soft snow.
fu-rin_train.wav,A train passes by on railroad tracks while people talk nearby.,As the train moves down the tracks it is accompanied by a metallic jingling and friendly conversations.,People on the train are talking while it is travelling.,a train is travelling while people on it are talking,inside a train people talking to each other
indianfeelings.wav,A car is honking and people are moving in a market.,Friendly singing is nearly drowned out by busy city noises.,Noise from the busy city nearly drowned out the friendly singing.,People move about in a market while a car honks.,The ringing of a train signal as a train approaches and music on a loud speaker.
Woodland Walk Through Leaves.wav,A person is walking through a large pile of leaves.,The footsteps of a person as they walk along a gravel trail.,Footsteps of a person walking along a gravel trail,"Shoes are moving across a surface composed of gravel, twigs and leaves.",Snow crunches as someone walks through the snow.
Machine Hum Clean.wav,"A vibrating metallic hum is constant, then a thud occurs.",A welding machine cutting a piece of metal,Someone is operating heavy machinery and moving stuff around.,"The activity fills the air with a cacophony of clanging, buzzing, and banging.",a piece of metal gets sliced by a welding torch
rain_near_smooth.wav,A bunch of rainfall that will not stop in a while.,A loud rainstorm that does not seem to be dying down.,Rain is falling down continuously outside at a medium pace.,Rain is falling down outside at a continuous medium pace.,Water is pouring down and thunder occurs a couple of times.
Gentle rain plastic roof and metal pipes.wav,An vague din among a patter of raindrops.,"In the foreground, intermittent droplets of rain hit the window, while a steady rain is falling in the background.",Rain falls steadily and creates a tapping noise as it hits the roof.,Steady rain is falling in the background while intermittent droplets of rain falls in the foreground.,The steadily falling rain rhythmically taps the roof.
Old Oak Common sidings.wav,A car is whirring while a cow is mooing and water is dripping and birds are chirping in the background.,Outside traffic and vague honking of horns from other vehicles.,Outside traffic with vague horn honking from other vehicles.,The wind is howling over a long whistle and car horns.,The wind is howling over a long whistles and car horns.
wooden_Door_slamming_small_room.wav,A loud clanking sound repeats about five times.,Heavy shuffles were followed by several consecutive clicks.,Heavy shuffling is followed by a click several times consecutively.,Someone is opening and closing a car door.,clanking noise that is continuously playing about five times.
Goats.wav,A cawing and crying out of small birds chirping and farm animals.,"Birds screeching and squeaking, horn blaring in the background and then goat bleating","Birds squawking and cawing, with a horn beeping and a goat bleating.",Various birds and goats are chirping and baaing at each other.,Various birds and goats chirp and bleat at each other
Goldfinch and traffic.wav,"A vehicle moving outside, at the same time birds sounds making music","As cars are driving and birds are chirping, someone plays an instrument in the distance,","Out in nature, birds singing, and ambulance passing by","Many birds chirping, traffic sounds, and a police siren.","The vehicle was moving along outside, while birds were merrily chirping and making their music."
Morgens 04.wav,A chicken crowing and birds chirping at the back,"A mix of a rooster crowing and birds singing, chirping and tweeting.","A mix of rooster crowing, birds singing, chirping and tweeting.","Outside, a rooster crows twice as other birds chirp merrily away.",a rooster crows twice with birds chirping outdoors
LaCambre.wav,A variety of different birds are chirping and tweeting.,Birds are communicating while the wind blows in the background.,Birds sing and traffic makes noise far in the background.,Several different types of birds chirping and tweeting,The background was filled with blowing wind as the birds communicated through singing.
Growing Hum.wav,A bit of silence then a burst of random noise is preceded by six snips of scissors cutting hair,"A person repeatedly opens and closes a pair of scissors, then a warped mechanical whir resonates loudly.",A silence and then a loud strange musical instrument noise follow the cutting of hair with hair cutting scissors.,"Hair cutting scissors are cutting hair, which is followed by silence and then a loud strange musical instrument noise.","Six snips of some hair cutting scissors leads to silence, then a blow of random noise."
Hammer and nail.wav,"A hammer is striking a hard object, creating loud bangs.",A person hammering a nail into wooden board indoors.,A person hitting a hollow bucket with a stick taking momentary pauses.,A person is hitting a hollow bucket with a stick and taking momentary pauses.,Someone is using a wooden object to strike another object.
Hand coffee mill.wav,A hard food is getting crunched constantly and loudly.,"A heavy piece of metal grinds more than once, but stops in the middle before continuing.","A metal object grinds repeatedly, abruptly stopping every so often then resuming over time.",A person operating a grinder taking momentary pauses.,Momentary pauses are taken while a person operates a grinder
"WASHING,machine.wav",A air conditioner is blowing on its high setting,A person operating a pressing machine running inside a warehouse,A printing machine stamps as it prints out papers.,a printing machines is stamping and printing out papers,an electric humming as machinery clatters against itself
md10trk1.wav,"A rush of water is pouring into a puddle, caused by a rainy night.",It is raining and water is dripping down the corner of the house.,Rain is pouring off of a roof onto the ground.,"The water level is rising in the already half full container, as water continues to pour into it.",Water drips down the corner of a house as it rains
Rain Thunder &amp; Water (Stereo).wav,A moderate rain storm with rolling thunder rumbling.,It is raining and water is draining off the corner of the house and it thunders.,"Lightening, thunder, and rain are filling the sky.","Lightning, thunder, and rain fill the stormy sky.",The rain was falling heavily as a loud clap of thunder followed by a smaller clap of thunder came.
Walking_hard_floor_with_squeeks_1-2.wav,A person is stomping on wooden stairs as she climbs.,Someone is walking on a badly creaking hardwood surface.,"Someone is walking on a hardwood floor, perhaps up and down stairs, which are creaking a lot.",The stairs are making creaking noises in the background as I walk up them.,walking up stairs and creaking noises of the stairs in the background
sfx-cutlery-1.wav,"A person is filling the kitchen utensil drawer, then closes the drawer.",Metal objects in a container rub against each other and make a clanking sound.,Metal objects rub and clank against each other in a container.,She carefully organized the kitchen utensil drawer and then closed it.,"Someone is rattling cutlery around by moving, placing and dumping cutlery in various places."
steps on dead leaves pas sur feuilles mortes.wav,A person is walking around in the leaves on their break.,A person is walking through a patch of dry leaves.,A person is walking through grass and leaves.,A person is walking through some grass and leaves.,Someone is walking through a patch of dry leaves.
House_gas stove_lighting.wav,A metal object strikes another metal object and a gas burner is ignited.,"Someone turns a stove on, increases the flame then shuts it off.",The loud noise made a crackle with other sounds.,The whir of a gas stove burning and then flicking off.,"someone lighting up a gas pilot burner, turning it up, then turning it off"
Hyeres street voices ambience f.wav,A person is walking in the beginning and men are talking in the background throughout,A person is walking in the beginning while men are talking in the background throughout.,A waitress walks by people who are chatting in an open air restaurant.,People are chatting in an open air restaurant as a waitress walks by.,The men are carrying on a conversation as the video goes on.
restaurant sounds.wav,"In a restaurant, people are eating and talking.",People are gathering and talking at the restaurant and a waitress carries plates and utensils.,People are talking and eating in a restaurant.,"People gathering and talking, restaurant or meal, a person carrying food, plates utensils.","While people are talking, silverware is being moved around on a hard object."
IKEA_Cafeteria.wav,A large group of people are around and everyone is talking.,A large group of people is around and everyone is talking.,Customers talk and utensils rattle in a restaurant or bar setting.,People are chattering in a bar and clinking glasses.,Restaurant or bar setting people talking while customers or utensils make some noise.
Index Card Flips (handle business paper mvmt) 02.wav,A person is shuffling playing cards out of a deck and laying them down on the table.,Folded papers are flipped in a steady rhythm.,Someone flips through the pages of a book methodically and slowly,"Someone flips, methodically and slowly, through the pages of a book.",Someone is flipping playing cards out of a deck and laying them down on the table.
Machete vs frying pan 2.wav,A metal implement or coin is repeatedly striking a metal tin.,A metal object continuously hits a tin can,A metal surface gets hit methodically with a hammer.,A tin can is being hit over and over with a metal object.,metallic implement or coin repeatedly striking a metal tin.
"Thunder in the distance, rain in proximity on 8th July 2012 in Berlin.wav",A thunderclap booms in the foreground while rain shower is in the background.,The rain increased outside following the roar of thunder.,Thunder is roaring followed by increasing rain outside,Thunderous clouds are rumbling with light rainfall in the background.,a thunderclap in the foreground with rain shower in the background
intense.wav,A person changes the dial on a radio to change the station.,"A radio is tuned, changing from station to station.","Radio stations are changed, accompanied by screeching static.",The radio has a trouble as the man tries to speak through it.,a radio being tuned in and out from station to station
washingmachine4.wav,The engine of a truck is running loudly then quiets down.,A vehicle engine starts running roughly at first and then it gets softer.,A vehicle with an engine that starts off with some trouble then it becomes smooth,The trucks engine is revving up loudly then idling down.,a motor starts up rough and warms up smooth out .
loadingupdishwater.wav,Dishes are being loudly moved around while being rinsed in the water.,Dishes are being washed and then put down.,Someone is emptying the dishwasher and putting dishes away.,Someone is picking up dirty dishes from the table and placing them in the sink.,Someone picking up dirty dishes from the table and placing them in the sink.
rainurban.wav,A rainstorm with wind and traffic moving in the distance.,A rainstorm with wind has traffic moving in the distance.,An bunch of running water going through an dirty stream.,Rain is pouring down strong in the storm.,Very heavy rain is falling while a faint traffic noise goes on in the distance.
Splitting _ chopping logs in a shed.wav,A ball is being thrown at wooden blocks.,A person drops an object on a hard surface several times.,A person picks up and drops an object onto a hard surface.,An axe is splitting a log of wood multiple times,An axe splitting a log of wood multiple times
scrape.wav,A hard object is being scraped against another hard object erratically.,A jar is opened and the lid is coming off followed by a zipper.,An antique radio picks up signals with difficulty.,Radio stations are roughly being tuned in on a old radio.,Someone taps their hand repeatedly and then uses a zipper.
"Neighbours saturday moning street activity, GREENFIELD PLACE (Snippet).wav",A child talking to an adult with a hard object hitting another hard surface and a car starting.,An girl speaks before a car door is slammed and the engine starts.,An girl speaks before an car door is slammed perfectly and the engine starts.,"Children speak with an adult while something thumps, and then a car starts.","While something thumps, children are speaking with an adult, and then a car starts."
kleiner_servo.wav,A drill is being turned between high and low in the background.,A drill is being turned high and low in the background.,A machine emits a high pitched screech every few seconds.,A machine is running and performing a drilling function and other machinery is running in the background.,A machine running and performing a drilling function and other machinery is running in the background.
Outdoor Festival 1.wav,Adults and children are speaking in a crowd.,Parents and children are at a large school function.,People are chatting in a fairly large group with children.,People chatting in a fairly large group with children.,People talk as kids are play around them outside.
Whitelee Windfarm cafe.wav,A group of people talking inside of a large room.,"In a busy room, several people are talking and moving.",People in a kitchen chat while pots clang about.,Several people talking and moving in a busy room.,Some men and women stand talking in a bar while they prepare to play pool.
WasherEndofSpinCycleStartRestCycle.wav,"A loud machine is running until something is flipped, where the noise becomes slightly quieter until the end.",An engine is whirring and then slows down a bit,Loud machine running until something is flipped where the noise becomes slightly less loud until the end.,The engine buzzed to a roar and then slowed to idle,The hum of the fan was interrupted by the crack of the stick and ball sinking in the pocket.
md1trk10.wav,Hard objects are scraping and grinding against other hard surfaces.,Hard objects are scraping and moving across another hard surface.,"In a mostly empty room, a metal object screeches along a concrete floor.",Metal scraping along metal but the sound is distorted and prolonged.,The prolonged distortion of metal on metal created a loud sound.
mowerbird.wav,Birds chirping excitedly in the foreground with a lawnmower running in the distance.,Birds tweet in the background as someone is mowing the lawn.,Birds tweet in the background while someone is mowing the lawn.,Other birds answer to a bird that is chirping.,The lawnmower runs in the distance and the excited birds are chirping in the background.
wind-noise.wav,A strong wind is blowing hard through a confined space.,Someone is driving down the road with the recorder on.,Someone is driving down the road with their recorder on.,Wind is blowing hard through a confined space.,a broken radio that is not able to find a station
md3trk2.wav,A person is using an old copy machine.,A person that is using an old office machine.,A rotary phone is used by slowly turning the dial.,An electric machine is functioning with a time break,The electric machine is functioning with a time break
loud_car.wav,A motorcycle zooms down the highway while passing by nearby traffic.,A variety of vehicles cruising down the highway.,A vehicle is heard passing by and then it quiets before another vehicle passes by.,A vehicle passed by and then it was quiet until another vehicle passed by.,Several cars are driving moderately fast on a roadway in traffic
Rain with thunder.wav,A rainstorm with moderate rain falling and thunder in the background.,Pouring rain and in the distance echoing passing thunder.,Rain is pouring from the sky together with passing thunder echoing in the distance.,Thunder is in the background of a moderately falling rain.,"rain coming down to earth, making contact with the ground."
Low Pitch Wine Glass with Overtones.wav,A horn type instrument is being blown at different volumes and pitches.,A violin is being played very slowly creating slow violin noises.,A violin is played very slowly creating music.,An electrical piece of equipment is being used to generate interference noises that are unpleasant.,An instrument in the horn family is being blown at different volumes and pitches.
Spray.wav,A person is spraying on a wall outside,A person sprays a can of liquid air on the keyboard and they set the can down on table.,A spray bottle is sprayed on a surface to clean it.,A person sprays the surface before cleaning it.,The wall outside is being covered in spray paint.
porto_morning_tropical_birds_market_19.wav,A lot of birds are chirping and singing while in close proximity to each other with people talking nearby.,Birds chirp in the trees at the park while children are playing.,Children playing at a park with birds chirping in the trees.,Multiple birds chirp simultaneously in the background while people faintly converse.,Multiple birds chirped simultaneously in the background while people conversed.
static_weather_report.wav,A radio is playing a scratchy sounding broadcast.,A person is speaking on a radio channel that has a lot of static interference.,"The radio broadcasts a person speaking, and it sounds scratchy.",A person is speaking in a radio broadcast.,A person is speaking on a radio channel that has lots of static interference.
U-Bahnhof Berlin Alanderplatz U-Bahn Abfahrt.wav,A commuter train leaves the platform for its destination.,"An announcement plays, then a vessel speeds up with a high pitch.","An announcement system broadcasts, then a vessel accelerates with a high pitch.","Humming of distant engines with a voice speaking on an intercom, one engine revs up and speeds into the distance","Through the humming of engines and a voice on an intercom, one engine revs up and speeds into the distance."
maryam sounds 5.wav,A high pitched and continuous scraping of objects against a surface,A person holding and moving around coins in their hand.,A person who has a ton of coins in their hand moving them around.,A sharp jingling occurs as a metallic object is rattled.,The jingling of a metal object being rattled.
rainbirdsdropletmar19.wav,From the roof top rain was falling and water was dripping into a metal container.,It is raining and also things are blowing in the wind.,It started raining first then things started blowing in the wind.,Rain was falling and water was dripping from the roof ton a metal container.,a rain storm with a clock ticking in the background
"Neighborhood ambiance birds chirping, wind.wav",A man is driving slowly by the park while birds are chirping.,Birds are chirping in the park while a man drives past slowly.,Birds are squawking in tandem with one another in the forest.,Birds chirp while the wind blows close by.,Birds sing while the wind blows close by and in over them.
Maziarnia Lake - waves and wind - Zoom H2n.wav,A person is paddling a boat through the water.,A person is swimming in water and wind is in the background.,Someone splashes about in water despite the cold wind that is blowing.,Something continuously is splashing in the water making a light bubbling sound,Water swishes around back and forth over and over again.
Mess_room_sounds.wav,A group of people are speaking together inside of a kitchen.,A group of people are talking during a meal while someone coughs in the background.,People talk to each other before plates and silverware clang in the background and a person coughs.,"Several voices are talking in the distance, and kitchenware is being moved around.",Several voices talking in the distance and kitchenware being moved around
rain_driveway_tunnel_drip_03.wav,"A male voice is talking , rain in the background",A male voice talking with rain in the background,A man making a recorded or voice message and then dripping water,A water tunnel with water running and the voice of a man,A water tunnel with water running through it and a man speaks.
Snapping twig.wav,A person is rummaging through small objects and picks and drop some.,A person rummaging through small objects picks and drops some.,A very faint tapping followed with faint crinkling.,A very faint tapping is followed by a faint crinkle.,Multiple hard objects are being rubbed together and dropped on one another.
Opening and closing curtain.wav,A long chain was dropped on the ground bit by bit,Metal tools clang together over and over in the background.,"Sharp, quick, metallic pulls at several second intervals.",The sharp metallic pings were in quick succession.,Metal tools clang together in the background over and over
Texture03.wav,A worker works on the factory floor with a machine.,A metal door is opening as the it echoes down a hallway.,A person checks some pipes and then a door is opened.,a factory working on a factory floor working on a machine,metal door is opening in a narrow hallway where sounds reverberate
Study light riffles.wav,"From beginning to end, a spring makes a noise.",Running a pencil down a wavy plastic pipe.,"Someone runs a pencil down a plastic pipe, which is wavy.",Someone winds up a mechanical toy that moves.,a toy with a mechanical movement is being winded up
Neighbourhood evening ambience.wav,"A bird screamed and cricket screeching, the bird screamed again.","Birds, insects and animals in an outdoor environment",Crickets are chirping and it seems like a person is doing something in the background.,Crickets are chirping while a person is active in the background.,"birds, insects and animals in a mildly noisy environment"
Rain_06.wav,A large printing press is in operation as paper streams through the conveyor belts.,A very heavy rain is noisily falling fast.,"A very heavy, noisy rain is falling fast.",Rainfall is pouring down heavily on a roof.,Rain is falling down on a roof in a heavy down pour.
wool factory hamburg.wav,A large machine making noises outside with people speaking in the background.,A noisy rattle of machinery masks the doorbell and later talking people.,A piece of machinery with belts is running and a constant clanging.,A piece of machinery with belts running and a constant clanging.,a crowd of people are in background as a machine is also making noise in the background
Pylone-dans-le-vent-Grenoble.wav,A boat is sailing through the water splashing water as it goes.,A boat splashes water as it motors down the river.,A car drives by a flooded part of the road and hits a large puddle of mud.,A car is driving and a machine is doing power washing with water.,A rain storm passes through a town as an alarm system sounds.
