file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Walk From Nanjing Road East To Peoples Square.wav,A loud wind blows while children are excitedly talking and a melody plays in the background.,A loud wind blows while children excitedly talk and a melody plays in the background.,Loud wind followed by children talking and music playing.,"People converse, music plays, and a festival goes on.","people are talking with each other, music in the background an festival activities sounds are happening"
F907 Church prayer f.wav,A loudspeaker is broadcasting something in an echoing enclosed space.,A man is talking in a building while a crowd responds.,A speaker is saying something and the crowd repeats him.,"At the airport, something is being called out.",The man in the building speaks as the crowd responds.
Swiss Alp with cowbells and creek.wav,"Chimes are striking each other, as the water is running.",The movement of water pouring to and from containers while chimes are clamoring in the background.,Water gurgles as it is poured into a metal can and droplets ping off the side.,Water is running and chimes are hitting against each other.,Water pours into another container with water as chimes clang in the background.
Rain&amp;Thunder.wav,A storm with distant thunder and heavy rain,Rain falls lightly as thunder rumbles in the distance.,The thunder rumbled in the background as the rain pelted the window.,Thunder in the background while rain hits a window,Thunder is rumbling and light rain is falling.
westend 3.wav,Faint talking is at an event with music in the background.,Some people are talking in a noisy environment with a lot of vehicles there.,The roar of cars accompanies the conversations of people nearby.,There are many people talking together in this large space.,You can hear cars and you can hear people talking to each other.
Light Footsteps.wav,A person is speaking on a electronic device followed by a man speaking.,A quiet setting with a few bumps and a voice telling something.,Footsteps echo on a wood floor as a person whispers quietly.,People are talking and getting into a truck.,Someone whispers while sorting out a drawer while a broadcast plays.
Footsteps in Sand.wav,A person is outside walking in snow and then the person runs in the snow.,A person walking on snow on a path outdoors.,A person walks with increasing speed through snow.,Someone trudges through snow on a path outside.,"The person walks, and then runs, through the snow."
WalkingonPineNeedles.wav,A man is walking on dry leaves through a wooded area.,"A man takes a walk through a wooded area, treading on dry leaves as he does so.",Crinkling footsteps in dry grass or twigs gets louder as someone walks.,Leaves rustle as a person steps through them.,Leaves rustling as a person walks through them.
Leaves rustling.wav,A rustling of footsteps appears through bushes as time goes on.,Birds chirp while people walk over a surface of leaves.,"Dry leaves crunch as someone runs through them and in the distance, a group of people talk.",People are talking in background as someone runs through dry leaves on the ground.,People are walking through the grass and through leaves while birds chirp in the background.
Fridge Motor.wav,The engine of a machine is running at a consistent rate.,A motor running well makes an overpowering noise.,A tiny motor or generator run on electricity is humming.,Hum of a small electric engine or generator.,a machine vibrates at a consistent pace and is loud
Schmatzschmatz_dry.wav,A frying pan frying up food in some oil,Food is frying and sizzling in cooking oil.,Small increments were poured into a cup with liquid.,Water is being poured from a pitcher into a cup in small spurts.,Water is poured from a pitcher to a cup slowly.
futuristic_1-2.wav,A disturbing mechanical whir resonates incessantly as time goes on.,"A long, steady buzzing sound with steady pitch.",An electronic device can run at constant speed and volume.,An electronic device running at a constant speed and volume.,An electronic frequency box emitting a steady humming sound for twenty seconds.
Noisy PC.wav,A loud disturbing noise is being played at a consistent rate.,A loud disturbing noise is being played at a pretty consistent rate.,A machine emits a static noise at a constant rate.,The electrical noise sounds for the entire clip.,The machine emits a static noise at a constant rate.
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",A bird chirping as water begins to flow at a steady pace.,A group of animals are making sounds near a flowing stream.,A swamp in the woods that is home to wildlife including many birds and frogs.,A thunderstorm echoes through the forest while the animals call.,animals are making noises near a stream of water flowing
"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311.wav","A melodious bell rings, then a man speaks.",A melody of bells chime and then a man speaking comes on the radio.,A xylophone melody plays briefly followed by a man speaking.,The man on the train is speaking over the soft music.,The announcement of the man follows the chime of a xylophone on an intercom.
Night Ambient.wav,A cricket is making a lot of noise and a dice is dropped on the table.,Crickets are chirping slowly during a warm summer night while the wind is blowing by.,Crickets chirp as thunder booms in the distance.,Crickets chirping slowly during a warm summer night and the wind blowing by.,The crickets are chirping while the rain starts falling down and the thunder rumbling
Hamamatsu-birds-central-station.wav,A fire roars while birds chirp in the background and the hum of traffic resonates.,A medium sized bird making some noises while flying.,Birds are chirping as cars drive by their nest really fast.,Birds chirp in high pitched squeaks while cars drive by.,Many different kinds of birds calling as a car passes by
Heat.pump.aquaculture.hatchery.wav,A person opening and then walking through a door in an auto garage with machine noises in the background.,"An ambient, mechanical hum resonates as a door opens then shuts and a mechanical whirring starts.",Opening a door to a bus before it drives away.,Opening a door to a bus then it drives away.,"screeching as window is washed, door slams , then vacuum gets louder and then comes to a stop"
House_microwave_beep.wav,A microwave beeps and moves around as it warms up dinner.,"A microwave beeps and then the microwave runs, beeps and then the door opens.","A microwave beeps and then, it starts and beeps again as it stops.",A microwave beeps before being set to briefly cook the food and remove it.,"A microwave beeps, turns on, then stops and beeps again"
hugeSlidingDoorSlamSM57.wav,"A large squeaky metal rolling door closes, footsteps walk down the hallway and another large squeaky door opens.","Gentle tapping is followed by a loud bang, complete silence and squeaking wheels rolling down the hall.","Large squeaky metal rolling door closes, footsteps, large squeaky door opens.",Someone is pushing a large trolley and crashing it before walking and moving another.,Tapping with a louder bang followed by complete silence then slightly squealing wheels rolling.
NYC Subway Train Approach Doors Announce Depart.wav,A subway riding through a tunnel and then coming to a stop.,A subway train arrives at a station and makes a complete stop.,A subway train coming into a station to a complete stop.,A train station has a train coming to a station.,A train station that has a train coming to a station.
Humming of a fan.wav,A car is starting up and only idling steadily,An automobile starting up and only idling steadily,An engine is running steadily then stops suddenly.,An older cars engine being started then stopped.,An older cars engine is being started then stopped.
ringring.wav,A phone with an older tone is ringing.,"An antique phone rings seven times, but no one answers the call.",An old time phone rings on and on.,An older telephone rings over and over and then stops.,"The antique phone rings seven times, but no one answers the call."
using a microwave.wav,A machine starting and is running at a constant speed.,A machine starting and then running at a constant speed.,"A thump and a beep occur, and then the low hum of an ongoing industrial motor ensues.","A thump and beep occur, then the low hum of an industrial motor ensues and is ongoing.",A vehicle is being started up and left running.
Relaxing stream underwater SHORT 141015_0442.wav,Water in a creek is flowing over rocks and around them.,Water from a creek flows over rocks and around them.,Water in a fountain bubbles continuously at the same tempo.,Water is being pumped through into a fish tank.,water flowing along a stream bed and over rocks
Rollercoaster ratchet.wav,A jack is being pumped several times to lift a car up.,A timer is quickly ticking then slows down.,A timer is ticking by quickly before it begins to slows down.,Hard metal objects are being struck together in a rhythmic way.,The band struck hard metal objects together in a rhythmic way.
Little brook.wav,"As time goes on, water boils more and more.",The water runs through the bottom of the pipe facet.,"Water is dripping, running, and dripping down a surface.",Water runs through the bottom of a pipe faucet.,Water boiling in vessel more and more as time goes on.
washing_dishes_JA.wav,A sink running water from the faucet as someone washes their face in it.,A water faucet is turned on then turned off after a person is done using it.,Running water from a facet into a sink full of water and a person turning it off and clinking dishes.,"Water is running, the sink is turned off, and dishes are being picked up.",Water through a sink and then someone drying.
Opening and closing window.wav,"A door opens and squeaks closed, then repeats again.",A doorknob turns and a door creaks open and then shuts continuing in the same pattern over time.,Someone is opening and closing three lockers one after another.,Someone is opening and shutting very squeaky doors.,Someone is opening and then closing three different lockers one after another.
MOTORCYCLES DRIVING IN CIRCLES.wav,"As a car zooms by and birds chirp, a person writes on a box with a marker.",Shuffling noises followed by a car driving by and birds chirping,"Someone is messing with something in their hands, birds are chirping, and a car drove past.","Someone is writing on a box with a magic marker, while a car zooms by and birds are chirping.",Someone fingers something in their hands while birds chirp and a car drives past.
md10trk3.wav,"A machine in a factory whirs steadily, and then speeds up.",A machine runs in a factory and then the machine turns off.,An industrial factory machine is in steady operation before it is switched to high power.,The humming of a machine that has a fan in it.,The whirring of the machine indicates it contained a fan.
Swan_Signet_Honk and Rustle.wav,A person walks by as a goat bleats and birds chirp.,Animals communicating while steps are in the background.,Chickens are making noise in the background while a toy is making a sound then somebody walks.,Someone is walking and the goat is bleating while birds are chirping in the background,Steps are in the background as animals are communicating.
plastic-straw-whistles.wav,A musical instrument with a sliding tuner that is pulled in and out while air is being blown through it.,A person blows through a cylinder with short burst with long slides for high pitched whistle.,"A person blows through a cylinder, with short bursts, and with long slides for a high pitched whistle.",Someone is playing or more like messing around with some type of wind instrument.,Someone messing around with some type of wind instrument.
"wind, some really excellent wind.wav",Heavy rain hammers down onto several varied surfaces.,Someone is outside in the rain close to the traffic.,The bells ring in the distance as cold winds blow.,rain is falling heavily while a wind chime blows faintly,rains are falling heavily on different surface areas
nxSample010.wav,A metal clanging resonates repeatedly between brief pauses as a person urinates into a toilet bowl.,"As a person urinates into a toilet bowl, a metal clanging resonates repeatedly between brief pauses.","As metal objects clank around, water drips into a metal container.",Someone washes dishes in a slow water stream in a sink nearby.,Water drips into a metal container and metal objects clank around.
Pee And Flush Krucifix Productions Sound Effects.wav,"Liquid goes into a toilet bowl and is flushed down, the water drains out of the bowl, then fills again.",Someone urinates and then flushes the toilet water.,Someone urinates and then the toilet water flushes.,Water runs into a toilet and then it flushes.,"Liquid going into a pot, the pot is flushed, water drains and then fills again"
rain_on_a_roof_01.wav,A constant and heavy rainfall in a quiet environment.,A constant and heavy rainfall on a quiet environment.,A moderate downpour of rain continues uninterrupted and hits the ground.,A steady moderate rain continuously hits the ground.,The rain is falling on the leaves during a rainstorm.
Outside wind.wav,Rain falls in a very light pattern outside.,Rain is pouring without changing its sound or rhythm.,The water flows down a large waterfall at a steady pace.,The water is flowing down a waterfall at a steady rate.,The water is flowing down the waterfalls while some water is dripping in the background
The Sharpener.wav,A bell rings as a man is chanting.,A man chants something and a bell rings.,A guy is shouting aloud near the waterfalls while a flute rhythm is in the background.,A person sings into the open air creating an echo,A person standing at the edge of a cliff sang into the open air creating an echo.
rain_18_20_16.wav,A rattling noise occurs as rain pours down on an object.,"As it patters down, rain hits a metal roof.","Rain hits a metal roof, as it patters down.",Rain is pouring down outside and dripping from gutters and rooftops.,rain pours down on top of object causing a rattling noise
Ventilador.wav,"A microwave is switched on, stopped and then started again.",A microwave is turned on and then stopped and then turned on again.,An old fan that is being turned on and off.,Someone is blending and stops for a while before blending again and opens the lid,"a machines is turned on, and turned off with a button that beeps"
Rock-pool by the Ocean.wav,A light splashing sound is being created from movement in water.,Breathing in the background while sloshing in the tub.,Someone is splashing gently in mild flowing water,Water is being sloshed around in a tub and someone is breathing in the background.,Water is sloshing and gurgling something is pushed under then pulled from the water repeatedly.
wavesound.wav,An amount of water flows and it is splashed and sloshed and eventually broken,Water is whirling with flow and then a big drop occurs in the water.,Water is flowing into a large container and being splashed around.,The water flows into a large container as it splashes around.,Water runs through an object and another item is dropped into the water.
AMBIENCE Creek Old Ellicot City.wav,Rain is falling down onto a body of water.,Water gently gurgling in a brook and water splashing over rocks.,Water gently running in a brook and some water splashing over rocks.,Water was turbulently flowing down a steep river bank.,Water gurgled and flowed down a steep bank.
Street market.wav,A couple ladies are talking with a lot of others talking in the background.,A couple of ladies are talking while others are doing the same in the background.,A woman is talking calmly over several other people who are chatting.,Several people are chatting in the background as a woman is talking calmly.,Women converse casually amid the chatter of a bustling crowd.
Coffee Maker Brewing.wav,A popcorn machine that is popping some popcorn.,An emptying kettle as it nears the end of its boil or popcorn being popped.,Popcorn is being made in an electric machine.,Small hard objects are rolling around inside another hollow hard object,Small hard objects rolling around in another hollow hard object.
breathing building.wav,"A dryer runs, and occasionally clothes brush against the inside of its drum.",A piece of machinery is running and releasing pressure and steam.,A running big machine or equipment that blows air every few seconds.,A running big machine or equipment that blows air every five to ten seconds,machinery running that releases pressurized air or steam.
20101012.pasacalle.wav,Someone is dancing in front of audience who are clapping with instruments.,A crowd of people are speaking with a beating noise in the background,A crowd people is speaking with a beating noise in the background,Someone is performing in front of audience clapping with instrument,Some people are singing with a live orchestra.
crushed_then_cubed.wav,A buzzing and crunching machine stops briefly then continues,"An ice machine making ice, the ice jangles as it goes into a cup.","A cooling machine is making ice, and it jangles as it goes into a cup.",An ice maker spins and then turns off.,An ice maker spins around and then turns off.
sound edit.wav,A person is chopping wood outside an open area.,A person outside in an open area chopping wood.,An object is hit against a wooden surface without a rhythm.,Someone is chopping and splitting logs with an axe,"Using an axe, someone is chopping and splitting logs."
20100306.subway.tunnel.wav,A Trumpet is being played in a public space.,A crowd is listening to rock music that is heard in the background.,People talking in a bar with the sound of someone play the saxophone prominent,People talking in a bar with the sound of someone playing a saxophone strong,The sound of a Trumpet being played in a public environment.
JM_HOME&amp;OFFICE_Shower 01 - Taking a shower.wav,A hose is spraying water via an intense velocity nozzle.,A hose with a high pressure nozzle is spraying water.,A pressure washer being used to clean the wall of a house.,"A shower is running, and no other noises in the background.",Someone is spraying a water hose indoors in a large enclosed area.
"Morning Surf at Boracay, Philippines.wav",Ocean or lake waves splashing against a rocky or sandy shore.,Ocean waves of water crash as the tide moves in and out.,"The tides move back and forth, crashing the ocean waves against one another.",The waves are coming in and are crashing against a shoreline.,Waves from a body of water washing up to land
Canarian_Bird_In_Cage_Singing_SHORT.wav,A bird singing a song and then chirping to other birds.,Bird singing a song then chirping to other nearby birds.,"Different types of small birds are outside, singing.","The bird outside is warbling, chirping and tweeting quite loudly.","The bird song is long, sharp and twittering."
Blade vs Blade.wav,A knife is being sharpened by a metal object,A knife is repeatedly scraped and scratched against a sharpener.,A knife is rubbed across a sharpening stone.,A person is scraping knives together to sharpen them while tapping on a plate.,A person scrapes a knife against a sharpener repeatedly.
river + waterfall 2 .wav,A bunch of rain that is falling down at a heavy pace.,A steady stream of water splashes as it rushes forward.,A water running stream going along leaves in the forest.,Water violently flows down the steep side of a river bank.,Water was turbulently flowing on a river at a steep side
NightCity hum 01 130212.wav,Air flows through a small corridor with traffic in the background.,Air moving through a narrow corridor with traffic in the background.,Cars drive by in the background while wind rustles some plants.,The wind howling when you are up in a plane.,The wind howls as you are flying in a plane.
"Swings in Mauerpark, Berlin.wav",A metal gate is moving and creaking near chirping birds and people.,A moving metal gate is creaking near people and chirping birds.,Mechanical hinges squeak back and forth while people faintly converse in the background.,Mechanical hinges squeak to and fro while people talk quietly in the background.,"People stand and talk, while in the foreground an old and rusty gate slowly turns."
Floor_trading5.wav,A crowd of many people talking and yelling.,A fight breaks out with people shouting and scraping the gravel in the yard,People are loudly speaking when multiple consecutive taps sounds occur over the speech.,People speak loudly as eight consecutive taps occur over their words.,background shouting and yelling from a crowd with people talking
Toff-Toff.wav,A lawnmower is not starting because the idle is speeding up but the engine has not fired up.,"Before the engine started and was revved, there was a squeaking noise.",Someone revving the engine of something that is motorized.,The lawn mower finally fires up on the third try.,"Trying to start a riding lawn mower, fires up on the third try."
washcloth.wav,An object hit against another similar object thirteen times.,An object is hit against another object thirteen times.,Two people are hitting a tennis ball back and forth playing table tennis.,Two people playing table tennis are hitting a tennis ball back and forth.,someone hitting a hard surface to chop it down
Digital Headspin.wav,A synthesized soft humming changes pitch and rhythm repeatedly.,An electronic device is running at varying frequencies and cycles.,"Audio apparatus too close to electric field, the sound varying because of field or apparatus moves.","Audio equipment too close to electric field, difference because field or equipment moves.",Running at varying frequencies and cycles is an electronic device.
chewing.wav,A person is chewing on something at a pretty consistent rate.,Some chewing on some ice shrieks while the lips wide open.,Someone chewing on ice cubes with their wide mouth open.,Someone is chewing on something at a pretty consistent rate.,Someone is eating potato chips with their mouth open.
Pouring Carbinated Drink.wav,A liquid is being poured from one vessel into another.,Fresh bubbles softly rises to the top of a beer mug.,Somebody is pouring a drink into a cup.,a liquid being poured from one vessel into another.,someone pouring something to drink into a cup
stemmer i trafik[1].wav,A few people are yelling while a car horn is being honked.,"Someone speaks casually, while cars are honking in the background.","The vehicles are running with high speed, and the people are speaking in the background.",Vehicles are running with high speed with horn and the people are speaking in the background,"While people are conversing, traffic horns are blaring in the background."
"Walking On Various Textures (Wood, Slab).wav","A door is opened, footsteps go on for some time on different materials.",A person walks up wooden stairs onto a concrete ground and then back on to wood,"Exits screen door, walks off porch onto paved walkway returns to porch and screen door.","Someone exits out a screen door, walks off a porch onto a paved walkway and then returns to the porch.",Someone opens a door and walks around on different types of materials.
Rain Gutter 01.wav,An outdoor water feature is in full operation sprinkling water.,Water dripping into a pan while rain pours in the background.,Water falling into a pan while it rains in the background.,Water flowing at a constant rate in the foreground.,Water flows at a constant rate in the foreground.
120127_0000 train-interior-conversations.wav,A crowd of people are talking in the background.,A crowd of people speak to one another.,"During a storm, people talk and watch a low level television.",Several people in a gathering are talking in the background.,Several people talking in the background of a gathering.
"Walla chatter, adults and children in auditorium.wav",A large group of women are talking in an enclosed space.,A large group of women is talking in an enclosed space.,"At a meeting for family and friends, people are socializing with each other.",Men and women are gathering together in crowd,People are socializing at a gathering for friends and family.
Gas pressure reducing station.wav,A loud and flat grinding in the foreground.,The saw buzzes as it cuts through a metal object.,The saw buzzes itself as it is applied to some metal.,a loud and flat grinding type sound in the foreground,a tool like a sander or a saw cutting or sanding.
External Harddisk Starting Up.wav,A table saw is being used to cut wood into pieces.,An electric appliance starts up and then powers down.,An electric appliance starts up then powers down.,"An elevator ascends, pulled by the whine of its motor",The rising of an elevator then a motor comes on.
WoodenFloorFootsteps_Boots_02.wav,"A person ascends wooden stairs, as their footsteps gradually get lighter.",A person is walking on the floor wearing shoes.,A person is walking on the floor with shoes on.,A person walks back and forth on wood floors.,A person walks up the stairs while slowly dragging their feet
0327 Quiet_road_Naebang.wav,A couple of footsteps near an factory door while some men stack some boxes.,Footsteps approached the factory door as the men worked stacking the boxes.,"The brakes squeal, the air brake releases, and male voices.","The wind is blowing and an engine idling nearby, someone walks to the vehicle gets in and shuts the door.","brakes screamed, an air brake released, and male voices were speaking."
parkfree.wav,"Children shout and play, just as other children do.",Kids are shouting outside while birds sing in the background.,Kids talk on a playground and one child screams three times.,Many children are speaking and yelling outside on a playground.,One child screamed three times while other kids talked on the playground.
0112_032412 bubbling brook 1min 96k.wav,A small constant stream of water going over the edge of something.,A small stream of water flowing constantly over the edge of something.,The water gurgles in the stream as bass swim around.,The water is swiftly flowing over large rocks in a creek.,Water is swiftly flowing over large rocks in a creek.
Traffic 1 Bikes &amp; cars.wav,"A car drives away, birds chirp, followed by traffic sounds.","A truck engine cranks, but fades away to birds chirping loudly, followed by other vehicles as the truck passes by.",Birds chirp as vehicles pass by on a busy street.,"Some vehicles are passing by, as birds chirp.","a truck engine cranks but fades away as birds chirp loudly, then other vehicles and the truck passes by"
Dawn_chorus_5AM.wav,"A variety of birds are chirping to each other,",Birds communicate with each other through their chirps.,Many different types of birds all singing and calling at the same time.,So many different bird species are vocalizing all at the same time.,Two birds are tweeting together and one is louder than the other.
barn_2.wav,A large mechanical object or chairs are being moved around.,A large mechanical object or chairs being moved around.,One of the legs of a table is loose and squeaking.,"One of the legs of the table is loose, and is squeaking.","The metal squeaked, became silent and then began to roll."
Hayling Ferry.wav,A creaky door opening while someone bangs and moves around heavy objects and uses a vacuum.,Footsteps creak while a door squeaks and bangs.,"Something squeaks, hard objects are banged, and something screeches while liquid sloshes",Squeaking following by banging of hard objects and screeching of objects along with liquid noises.,"While someone is vacuuming and moving around heavy objects, a creaky door opens in the background."
20110924_dripping.stereo.18.wav,"The leaky faucet drips into the tub, slowly filling it with water.",Water continually dripping out of a faucet into water.,Water from a faucet is dripping into a tub.,Water is continually dripping out of a faucet into a pool of water.,the Water drips from a faucet into a pool of water.
city pouring rain.wav,"A steady rain falls, and drips off surfaces and hits the ground.",Rain pouring down outside and the sound of a leaky gutter where water is overflowing and hitting the ground.,The rain is coming down very heavily during the storm.,The street and sidewalk is being pounded by heavy rain.,Water is overflowing and hitting the ground rain is pouring down the sound of leaky pipe.
BobKessler-Metal Bangs.wav,A gun is being fired at a gun range.,A hard object being hit loudly six times.,A locker is opened and shut five times.,A locker is slammed shut five different times.,The heavy object is hit a total of six times.
passes.wav,A child is walking on gravel outdoors and then screams in pain.,A child walking on gravel outside and then screaming in pain.,"A person is walking on a surface that crunches under foot, then someone screams.","A walk on crunching, dry snow is punctuated by screaming at the end.",Someone is walking on snow and then screams while they fall over.
07_Lanes_Island_Ambient2_44_16.wav,A very faint background hum is masked by continuous bird calls.,Birds chirp in high pitched voices while larger birds squawk.,Birds singing during an open day and crows cawing.,Larger birds squawk while smaller birds chirp in high pitched voices.,Several birds are in a tree chirping outside of a house.
"October night, cicadas, crickets, jet flyover.wav","A bird is chirping, a jet aircraft is passing by and people are conversing.",Cawing of a bird is masked by a whirring plane engine.,An airplane is going down a runway and taking off up into the air.,The wind is blowing and a form of transportation is passing by.,the plane engine is whirring and a bird is cawing in the background
water_in_hell.wav,A synthesizer echoes inside a chamber filled with water.,A synthesizer is playing a water effects sound in different keys.,A synthesizer that contains water effects is played.,A synthesizer sound echoes inside a chamber with water in it.,"Repeatedly, a growling and an echoing drip occurs."
outdoors ambient near airport plane hum 2.wav,A plane flies by and a leaves rustle.,A plane flies overhead and on the ground the wind makes the leaves rustle.,An airplane is taking off from a runway and accelerates into the sky.,Planes fly overhead while some birds call out.,The roar of the engines of an airplane fade as it flies away.
20090105.crowd.drums.wav,A large group of people chatting outdoors at a gathering.,Noises occur inside a bar or night club.,People are having a party and listening to loud party music.,The people are having a loud party and listening to loud party music.,Noises inside a dance hall or a bar.
molding_machine.wav,A band saw is being used to cut through a piece of wood.,A band saw is turned on and proceeds to cut through a piece of wood,A grinder is turned on and begins to grind an object.,A grinding wheel starts up and then a blade is sharpened on the wheel.,A lathe starting up and a tool being used on wood as it spins.
Stovetop Range w_ City Ambience_1-2.wav,A constant static buzzing emits from industrial machinery.,Steam and hot gas is let through an opening.,"Someone is cutting with the circular saw, and an engine is rumbling in the background",Steam and hot gas are pouring out of a vent.,The industrial machinery emits a constant static buzzing.
school corridor (2).wav,"An electronic machine is running in the background while women talk, laugh, and open and shut drawers.",People talking while objects constantly bang around in the background.,Students open and close lockers while loudly talking in the hallway.,Women are having a conversation followed by a loud thud.,Women talk to each other and something thuds.
1000000003.wav,A bird whistles for its friends as a wooden object is struck.,"Birds chirp and sing, as water gurgles and then tapping occurs.",The water slowly gurgled past as the birds sang and a wooden knocking sounded out.,"birds are singing, water is slowly running, a wooden object is knocking on another object",birds chirping and singing with water gurgling and a tapping sound near the end
hannahs_tombstone_by_sanus_excipio.wav,Air is rushing from the motion of a car passing by outside.,Air moving and machinery running and thunder in the background.,Air rushes through machines as thunder rumbles in the background.,Light sea breezes and surf waves rolling in.,Surf waves roll in with a light sea breeze in the background.
WM_switch_fill_to_wash_cycle_24_96_mono.wav,"A machine is running and the water is splashing, round and round.",A small pump gushes water in a basement.,"A washing machine is running hard, with water inside.",A washing machine is running with the lid open.,Water is splashing round and round with a machine running.
near a little mountain stream.wav,Birds chirp in the background as water flows against rocks in a stream.,Birds whistle in the trees as rain pours down.,Water is flowing in a rain gutter while birds chirp nearby.,pouring down raining as birds whistle in the trees,waters is flowing against rocks in a stream while birds are chirping in the background
vague_sable.wav,Someone is swimming in a pool and the water is splashing.,Something causes the water to splash as it moves through the water.,Water is being splashed around slowly back and forth.,Water is splashing while something moves through the water.,Waters is being slowly splashed around back and forth.
131227_strumyk_1.wav,A constant flow of water falling into a drain.,The rocks in the creek have water flowing over them.,Water flows straight into a drain below it.,Water is running over rocks in the creek.,Water that is pouring down into a small fountain.
140704_rain.wav,A strong torrent of rain is audible outside of a window.,"During a heavy rainstorm with strong wind, water runs down a street.",Heavy rain is just outside of the window.,Heavy rainfall hits the ground continuously as time goes on.,Heavy rainfall with a continuous patter fills the passing time.
Rain Ambience .wav,A heavy storm generated a large amount of rainfall.,A torrent of rain pounds down upon a sidewalk.,"On top of a building, heavy rain is falling.",The rain is falling down hard on top of a building.,the rain falling down during a storm outside
140728_Vlissingen_City_Center_Church_Chimes.wav,A group are playing bells as a musical instrument with spectators listening to the music.,A group is playing bells as a musical instrument with spectators listening to the music.,Melodic bells are chiming a tune very loudly.,Melodic bells are chiming at a high volume.,Someone is playing different bells in front of people.
150209 Trevor Webb Air Cyclinder.wav,A can of air is used to clean between the keys of a keyboard.,"Compressed air being released, stopping, then a short blast of air, then starts again in a steady stream.","Compressed air is being released, stops, then releases a short blast of air, before starting again in a steady stream.","Pressurized air is being released slow, and then faster as time goes on.",Pressurized air is slowly being released then faster and faster.
Kitchen sink jam.wav,"A person washes objects under water, shakes them, and repeats the action.",Someone has the sink running and are washing things out.,Someone is rinsing their hair in the sink.,"Someone is washing solid pieces under a running faucet, shaking them, and doing another.",Someone is washing things out with the sink running.
wind_in_long_reeds_24_96_mono.wav,A heavy rain falls continuously amid crackling and scratching.,A wind blows the pretty leaves on the ground,A windy scene with torrential rain as wind varies and dies down a little towards the very end.,"A windy scene with torrential rain, wind varies and dies down a little towards the very end.","The rain fell heavily, continuously crackling and scratching"
Outdoor A_C Unit 1.wav,A loud motor drives a fan spinning round and around.,A machine being run at a constant speed.,A machine is being run at a constant speed.,A noisy motor drives a fan around and around.,Someone is trimming the grass in the garden.
Applause_encore.wav,"A crowd is cheering, clapping and screaming throughout.",A crowd that is excited cheering at a live event.,A large amount of people start shouting and cheering together.,A large group of people clapping and chanting.,People clapping and screaming at a ball game.
Noisy Neighbors Real.wav,A person is taking loud steps up the stairs.,A person is walking on a metal floor with heavy boots,Someone climbing up a set of stairs in an old house.,Someone climbing up a staircase in an old house.,Someone is strolling steps noisily up some steps.
walking up steps.wav,Footsteps go up a wooden staircase and through a door.,Footsteps walk up a wooden staircase and through a door.,Heavy footsteps resonate and a door creaks as time goes on.,Someone was walking up the stairs while opening and closing the door and walking across their floor.,someone walking up the stairs opening and closing the door and walking across their floor
