fname,raw_text,text
Akacie_AFW2007_09_cap_5.wav,water gurgling in a fountain with songbirds singing.,water gurgling in a fountain with songbirds singing
file0699_4_birdsong.wav,A bird is singing softly in the distance.,a bird is singing softly in the distance
file0699_4_birdsong.wav,A bird lightly chirps the same melody multiple times.,a bird lightly chirps the same melody multiple times
file0699_4_birdsong.wav,Songbirds chirp and sing outside during the day.,songbirds chirp and sing outside during the day
file0699_4_birdsong.wav,There are songbirds chirping and singing outside during the daytime.,there are songbirds chirping and singing outside during the daytime
file0699_4_birdsong.wav,a bird lightly chirping the same melody multiple times,a bird lightly chirping the same melody multiple times
file0699_4_birdsong_cap_1.wav,A bird is singing softly in the distance.,a bird is singing softly in the distance
file0699_4_birdsong_cap_2.wav,A bird lightly chirps the same melody multiple times.,a bird lightly chirps the same melody multiple times
file0699_4_birdsong_cap_3.wav,Songbirds chirp and sing outside during the day.,songbirds chirp and sing outside during the day
file0699_4_birdsong_cap_4.wav,There are songbirds chirping and singing outside during the daytime.,there are songbirds chirping and singing outside during the daytime
file0699_4_birdsong_cap_5.wav,a bird lightly chirping the same melody multiple times,a bird lightly chirping the same melody multiple times
cacerolada_barcelona.wav,A celebration commences with the ringing of cow bells.,a celebration commences with the ringing of cow bells
cacerolada_barcelona.wav,A New Year with cow bells being rung.,a new year with cow bells being rung
cacerolada_barcelona.wav,A number of cow bells being rung over and over again,a number of cow bells being rung over and over again
cacerolada_barcelona.wav,Bells and chimes are being used to make many noises.,bells and chimes are being used to make many noises
cacerolada_barcelona.wav,Many small bells are being rung over and over again.,many small bells are being rung over and over again
cacerolada_barcelona_cap_1.wav,A celebration commences with the ringing of cow bells.,a celebration commences with the ringing of cow bells
cacerolada_barcelona_cap_2.wav,A New Year with cow bells being rung.,a new year with cow bells being rung
cacerolada_barcelona_cap_3.wav,A number of cow bells being rung over and over again,a number of cow bells being rung over and over again
cacerolada_barcelona_cap_4.wav,Bells and chimes are being used to make many noises.,bells and chimes are being used to make many noises
cacerolada_barcelona_cap_5.wav,Many small bells are being rung over and over again.,many small bells are being rung over and over again
Radio Chatter Soundscape.wav,A muffled voice in a radio trying to communicate to another vehicle.,a muffled voice in a radio trying to communicate to another vehicle
Radio Chatter Soundscape.wav,Alien noises that are varying in pitch go up and down.,alien noises that are varying in pitch go up and down
Radio Chatter Soundscape.wav,Alien noises varying in pitch go up and down.,alien noises varying in pitch go up and down
Radio Chatter Soundscape.wav,Various space control sounds are being pitched and effected.,various space control sounds are being pitched and effected
Radio Chatter Soundscape.wav,Various space control sounds are pitched and effected,various space control sounds are pitched and effected
Radio Chatter Soundscape_cap_1.wav,A muffled voice in a radio trying to communicate to another vehicle.,a muffled voice in a radio trying to communicate to another vehicle
Radio Chatter Soundscape_cap_2.wav,Alien noises that are varying in pitch go up and down.,alien noises that are varying in pitch go up and down
Radio Chatter Soundscape_cap_3.wav,Alien noises varying in pitch go up and down.,alien noises varying in pitch go up and down
Radio Chatter Soundscape_cap_4.wav,Various space control sounds are being pitched and effected.,various space control sounds are being pitched and effected
Radio Chatter Soundscape_cap_5.wav,Various space control sounds are pitched and effected,various space control sounds are pitched and effected
spinning metal.wav,A metal car jack is raised mechanically in a garage.,a metal car jack is raised mechanically in a garage
spinning metal.wav,A metal tool is tightened and clanks on other metal.,a metal tool is tightened and clanks on other metal
spinning metal.wav,"After the metal tool is tightened, it bangs against another piece of metal.",after the metal tool is tightened it bangs against another piece of metal
spinning metal.wav,"While something is being chopped, pans rattle in the background.",while something is being chopped pans rattle in the background
spinning metal.wav,something being chopped up in a kitchen while pans are rattled in the background,something being chopped up in a kitchen while pans are rattled in the background
spinning metal_cap_1.wav,A metal car jack is raised mechanically in a garage.,a metal car jack is raised mechanically in a garage
spinning metal_cap_2.wav,A metal tool is tightened and clanks on other metal.,a metal tool is tightened and clanks on other metal
spinning metal_cap_3.wav,"After the metal tool is tightened, it bangs against another piece of metal.",after the metal tool is tightened it bangs against another piece of metal
spinning metal_cap_4.wav,"While something is being chopped, pans rattle in the background.",while something is being chopped pans rattle in the background
spinning metal_cap_5.wav,something being chopped up in a kitchen while pans are rattled in the background,something being chopped up in a kitchen while pans are rattled in the background
Quiet Mood.wav,A piano accompanying an orchestra during a song full of atmosphere.,a piano accompanying an orchestra during a song full of atmosphere
Quiet Mood.wav,A piano and strings section play a slow melody in synchrony.,a piano and strings section play a slow melody in synchrony
Quiet Mood.wav,An instrumental piece of music slowly comes to an end.,an instrumental piece of music slowly comes to an end
Quiet Mood.wav,The beginning of the movie is very calm and soothing.,the beginning of the movie is very calm and soothing
Quiet Mood.wav,a music played by an instrument which slowly ends.,a music played by an instrument which slowly ends
Quiet Mood_cap_1.wav,A piano accompanying an orchestra during a song full of atmosphere.,a piano accompanying an orchestra during a song full of atmosphere
Quiet Mood_cap_2.wav,A piano and strings section play a slow melody in synchrony.,a piano and strings section play a slow melody in synchrony
Quiet Mood_cap_3.wav,An instrumental piece of music slowly comes to an end.,an instrumental piece of music slowly comes to an end
Quiet Mood_cap_4.wav,The beginning of the movie is very calm and soothing.,the beginning of the movie is very calm and soothing
Quiet Mood_cap_5.wav,a music played by an instrument which slowly ends.,a music played by an instrument which slowly ends
Paper Crunch.wav,A person is cutting down weeds using a machete.,a person is cutting down weeds using a machete
Paper Crunch.wav,A person is using a machete to cut down weeds.,a person is using a machete to cut down weeds
Paper Crunch.wav,A person is walking slowly across a field at a steady pace.,a person is walking slowly across a field at a steady pace
Paper Crunch.wav,A person walking slowly across a field at a steady pace.,a person walking slowly across a field at a steady pace
Paper Crunch.wav,A pile of papers are being torn apart by hand one by one.,a pile of papers are being torn apart by hand one by one
Paper Crunch_cap_1.wav,A person is cutting down weeds using a machete.,a person is cutting down weeds using a machete
Paper Crunch_cap_2.wav,A person is using a machete to cut down weeds.,a person is using a machete to cut down weeds
Paper Crunch_cap_3.wav,A person is walking slowly across a field at a steady pace.,a person is walking slowly across a field at a steady pace
Paper Crunch_cap_4.wav,A person walking slowly across a field at a steady pace.,a person walking slowly across a field at a steady pace
Paper Crunch_cap_5.wav,A pile of papers are being torn apart by hand one by one.,a pile of papers are being torn apart by hand one by one
Raingod.wav,A man grunting and growling in an enclosed room.,a man grunting and growling in an enclosed room
Raingod.wav,A man uses his tongue to make a rolling sound.,a man uses his tongue to make a rolling sound
Raingod.wav,A person is making growling sounds into a hollow tube and speaking at the same time.,a person is making growling sounds into a hollow tube and speaking at the same time
Raingod.wav,A person making harsh sounds into a hollow tube and saying something at the same time.,a person making harsh sounds into a hollow tube and saying something at the same time
Raingod.wav,The room is in nature while a man makes a rolling sound.,the room is in nature while a man makes a rolling sound
Raingod_cap_1.wav,A man grunting and growling in an enclosed room.,a man grunting and growling in an enclosed room
Raingod_cap_2.wav,A man uses his tongue to make a rolling sound.,a man uses his tongue to make a rolling sound
Raingod_cap_3.wav,A person is making growling sounds into a hollow tube and speaking at the same time.,a person is making growling sounds into a hollow tube and speaking at the same time
Raingod_cap_4.wav,A person making harsh sounds into a hollow tube and saying something at the same time.,a person making harsh sounds into a hollow tube and saying something at the same time
Raingod_cap_5.wav,The room is in nature while a man makes a rolling sound.,the room is in nature while a man makes a rolling sound
towncenter in Ribe.wav,A bird chirps until a fast bus overtakes it.,a bird chirps until a fast bus overtakes it
towncenter in Ribe.wav,"As a car speeds away, birds are slowly chirping and people begin to chat.",as a car speeds away birds are slowly chirping and people begin to chat
towncenter in Ribe.wav,Birds slowly chirping as a car speeds away and people begin to chat.,birds slowly chirping as a car speeds away and people begin to chat
towncenter in Ribe.wav,"Several birds are chirping to a city background, then a car drowns all driving away.",several birds are chirping to a city background then a car drowns all driving away
towncenter in Ribe.wav,Several birds chirp until a car driving away overpowers the chirping.,several birds chirp until a car driving away overpowers the chirping
towncenter in Ribe_cap_1.wav,A bird chirps until a fast bus overtakes it.,a bird chirps until a fast bus overtakes it
towncenter in Ribe_cap_2.wav,"As a car speeds away, birds are slowly chirping and people begin to chat.",as a car speeds away birds are slowly chirping and people begin to chat
towncenter in Ribe_cap_3.wav,Birds slowly chirping as a car speeds away and people begin to chat.,birds slowly chirping as a car speeds away and people begin to chat
towncenter in Ribe_cap_4.wav,"Several birds are chirping to a city background, then a car drowns all driving away.",several birds are chirping to a city background then a car drowns all driving away
towncenter in Ribe_cap_5.wav,Several birds chirp until a car driving away overpowers the chirping.,several birds chirp until a car driving away overpowers the chirping
Hario Buono coffee pot with water.wav,"A metal pot being hit with difference objects, then being filled with water and being hit again with various objects.",a metal pot being hit with difference objects then being filled with water and being hit again with various objects
Hario Buono coffee pot with water.wav,"A metal pot beings truck with a variety of objects, then filled to the top and being struck yet again.",a metal pot beings truck with a variety of objects then filled to the top and being struck yet again
Hario Buono coffee pot with water.wav,A water bottle is knocked making a distinct noise before being refilled with water.,a water bottle is knocked making a distinct noise before being refilled with water
Hario Buono coffee pot with water.wav,"A water bottle is struck with an object and makes a pitch bending noise, followed by being filled with water.",a water bottle is struck with an object and makes a pitch bending noise followed by being filled with water
Hario Buono coffee pot with water.wav,tapping on a metal vessel with a metal object and a water tap running briefly,tapping on a metal vessel with a metal object and a water tap running briefly
Hario Buono coffee pot with water_cap_1.wav,"A metal pot being hit with difference objects, then being filled with water and being hit again with various objects.",a metal pot being hit with difference objects then being filled with water and being hit again with various objects
Hario Buono coffee pot with water_cap_2.wav,"A metal pot beings truck with a variety of objects, then filled to the top and being struck yet again.",a metal pot beings truck with a variety of objects then filled to the top and being struck yet again
Hario Buono coffee pot with water_cap_3.wav,A water bottle is knocked making a distinct noise before being refilled with water.,a water bottle is knocked making a distinct noise before being refilled with water
Hario Buono coffee pot with water_cap_4.wav,"A water bottle is struck with an object and makes a pitch bending noise, followed by being filled with water.",a water bottle is struck with an object and makes a pitch bending noise followed by being filled with water
Hario Buono coffee pot with water_cap_5.wav,tapping on a metal vessel with a metal object and a water tap running briefly,tapping on a metal vessel with a metal object and a water tap running briefly
bark-pant01.wav,A little dog barking and yelping in near distance,a little dog barking and yelping in near distance
bark-pant01.wav,At a close distance a small dog is barking and yelping.,at a close distance a small dog is barking and yelping
bark-pant01.wav,Human barking like a dog with their tongue out and breathing hard,human barking like a dog with their tongue out and breathing hard
bark-pant01.wav,Someone is barking and panting like a dog.,someone is barking and panting like a dog
bark-pant01.wav,a dog is barking and panting while someone is hitting a bottle in the background,a dog is barking and panting while someone is hitting a bottle in the background
bark-pant01_cap_1.wav,A little dog barking and yelping in near distance,a little dog barking and yelping in near distance
bark-pant01_cap_2.wav,At a close distance a small dog is barking and yelping.,at a close distance a small dog is barking and yelping
bark-pant01_cap_3.wav,Human barking like a dog with their tongue out and breathing hard,human barking like a dog with their tongue out and breathing hard
bark-pant01_cap_4.wav,Someone is barking and panting like a dog.,someone is barking and panting like a dog
bark-pant01_cap_5.wav,a dog is barking and panting while someone is hitting a bottle in the background,a dog is barking and panting while someone is hitting a bottle in the background
"Beer Bottle, Handling.wav",A chair being rocked slowly as a glass is place on a table.,a chair being rocked slowly as a glass is place on a table
"Beer Bottle, Handling.wav",A chair is being rocked slowly as a glass is place on a table.,a chair is being rocked slowly as a glass is place on a table
"Beer Bottle, Handling.wav",Something metal rattles and rolls on a wooden surface.,something metal rattles and rolls on a wooden surface
"Beer Bottle, Handling.wav",Something metal rattles and rolls onto a wooden surface.,something metal rattles and rolls onto a wooden surface
"Beer Bottle, Handling.wav",The wood flooring creaks within an area of the room.,the wood flooring creaks within an area of the room
"Beer Bottle, Handling_cap_1.wav",A chair being rocked slowly as a glass is place on a table.,a chair being rocked slowly as a glass is place on a table
"Beer Bottle, Handling_cap_2.wav",A chair is being rocked slowly as a glass is place on a table.,a chair is being rocked slowly as a glass is place on a table
"Beer Bottle, Handling_cap_3.wav",Something metal rattles and rolls on a wooden surface.,something metal rattles and rolls on a wooden surface
"Beer Bottle, Handling_cap_4.wav",Something metal rattles and rolls onto a wooden surface.,something metal rattles and rolls onto a wooden surface
"Beer Bottle, Handling_cap_5.wav",The wood flooring creaks within an area of the room.,the wood flooring creaks within an area of the room
SoundscapeTehRi.wav,"I sat on my porch listening to the birds that are chirping, as a car goes by.",i sat on my porch listening to the birds that are chirping as a car goes by
SoundscapeTehRi.wav,Many birds are chirping as traffic passes in the background.,many birds are chirping as traffic passes in the background
SoundscapeTehRi.wav,"Traffic is moving nearby, and birds are chirping at the same time.",traffic is moving nearby and birds are chirping at the same time
SoundscapeTehRi.wav,Traffic moving nearby and birds chirping at the same time.,traffic moving nearby and birds chirping at the same time
SoundscapeTehRi.wav,Traffic passes in the background while birds are chirping.,traffic passes in the background while birds are chirping
SoundscapeTehRi_cap_1.wav,"I sat on my porch listening to the birds that are chirping, as a car goes by.",i sat on my porch listening to the birds that are chirping as a car goes by
SoundscapeTehRi_cap_2.wav,Many birds are chirping as traffic passes in the background.,many birds are chirping as traffic passes in the background
SoundscapeTehRi_cap_3.wav,"Traffic is moving nearby, and birds are chirping at the same time.",traffic is moving nearby and birds are chirping at the same time
SoundscapeTehRi_cap_4.wav,Traffic moving nearby and birds chirping at the same time.,traffic moving nearby and birds chirping at the same time
SoundscapeTehRi_cap_5.wav,Traffic passes in the background while birds are chirping.,traffic passes in the background while birds are chirping
RowanMagennis_160019_SD100_HumanlessAmbience.wav,A duck quacking with medium pitch then it fades into the background,a duck quacking with medium pitch then it fades into the background
RowanMagennis_160019_SD100_HumanlessAmbience.wav,Multiple birds chirping back and forth to each other.,multiple birds chirping back and forth to each other
RowanMagennis_160019_SD100_HumanlessAmbience.wav,Some monkeys are screeching while a duck is quacking and birds are chirping in the background.,some monkeys are screeching while a duck is quacking and birds are chirping in the background
RowanMagennis_160019_SD100_HumanlessAmbience.wav,The bird is making noises in the beginning but more quieter in the end.,the bird is making noises in the beginning but more quieter in the end
RowanMagennis_160019_SD100_HumanlessAmbience.wav,The very strident call of one bird overshadows all other bird calls.,the very strident call of one bird overshadows all other bird calls
RowanMagennis_160019_SD100_HumanlessAmbience_cap_1.wav,A duck quacking with medium pitch then it fades into the background,a duck quacking with medium pitch then it fades into the background
RowanMagennis_160019_SD100_HumanlessAmbience_cap_2.wav,Multiple birds chirping back and forth to each other.,multiple birds chirping back and forth to each other
RowanMagennis_160019_SD100_HumanlessAmbience_cap_3.wav,Some monkeys are screeching while a duck is quacking and birds are chirping in the background.,some monkeys are screeching while a duck is quacking and birds are chirping in the background
RowanMagennis_160019_SD100_HumanlessAmbience_cap_4.wav,The bird is making noises in the beginning but more quieter in the end.,the bird is making noises in the beginning but more quieter in the end
RowanMagennis_160019_SD100_HumanlessAmbience_cap_5.wav,The very strident call of one bird overshadows all other bird calls.,the very strident call of one bird overshadows all other bird calls
knocking on a window or glass.wav,"A human tapping away on a plastic board or surface using a variety of tapping patterns, some recognizable.",a human tapping away on a plastic board or surface using a variety of tapping patterns some recognizable
knocking on a window or glass.wav,"A person is tapping on wood repeatedly, possibly with his hand on a door.",a person is tapping on wood repeatedly possibly with his hand on a door
knocking on a window or glass.wav,"A person knocking on a door five times, lightly at first but getting more aggressive with each knock.",a person knocking on a door five times lightly at first but getting more aggressive with each knock
knocking on a window or glass.wav,"A person taps on a plastic surface with a variety of rhythms, some recognizable.",a person taps on a plastic surface with a variety of rhythms some recognizable
knocking on a window or glass.wav,"Someone knocks on a door five times, each time a little more persistent and louder.",someone knocks on a door five times each time a little more persistent and louder
knocking on a window or glass_cap_1.wav,"A human tapping away on a plastic board or surface using a variety of tapping patterns, some recognizable.",a human tapping away on a plastic board or surface using a variety of tapping patterns some recognizable
knocking on a window or glass_cap_2.wav,"A person is tapping on wood repeatedly, possibly with his hand on a door.",a person is tapping on wood repeatedly possibly with his hand on a door
knocking on a window or glass_cap_3.wav,"A person knocking on a door five times, lightly at first but getting more aggressive with each knock.",a person knocking on a door five times lightly at first but getting more aggressive with each knock
knocking on a window or glass_cap_4.wav,"A person taps on a plastic surface with a variety of rhythms, some recognizable.",a person taps on a plastic surface with a variety of rhythms some recognizable
knocking on a window or glass_cap_5.wav,"Someone knocks on a door five times, each time a little more persistent and louder.",someone knocks on a door five times each time a little more persistent and louder
glass-sweeping.wav,"A brush is brushing across a concrete, picking up glass that is on the floor.",a brush is brushing across a concrete picking up glass that is on the floor
glass-sweeping.wav,A person is shoveling up shattered glass and dumping it.,a person is shoveling up shattered glass and dumping it
glass-sweeping.wav,A person scraping and gathering metallic objects from the ground.,a person scraping and gathering metallic objects from the ground
glass-sweeping.wav,A person sweeps up glass and throws it away.,a person sweeps up glass and throws it away
glass-sweeping.wav,Concrete is being swept with a brush picking up glass that is on the floor.,concrete is being swept with a brush picking up glass that is on the floor
glass-sweeping_cap_1.wav,"A brush is brushing across a concrete, picking up glass that is on the floor.",a brush is brushing across a concrete picking up glass that is on the floor
glass-sweeping_cap_2.wav,A person is shoveling up shattered glass and dumping it.,a person is shoveling up shattered glass and dumping it
glass-sweeping_cap_3.wav,A person scraping and gathering metallic objects from the ground.,a person scraping and gathering metallic objects from the ground
glass-sweeping_cap_4.wav,A person sweeps up glass and throws it away.,a person sweeps up glass and throws it away
glass-sweeping_cap_5.wav,Concrete is being swept with a brush picking up glass that is on the floor.,concrete is being swept with a brush picking up glass that is on the floor
Stick into soft dirt.wav,A tapping occurs very lightly as a drop of water falls.,a tapping occurs very lightly as a drop of water falls
Stick into soft dirt.wav,Someone is cutting a tree branch and stops for a while before cutting it again,someone is cutting a tree branch and stops for a while before cutting it again
Stick into soft dirt.wav,Someone is smashing a bunch of meat with a metal meat hammer.,someone is smashing a bunch of meat with a metal meat hammer
Stick into soft dirt.wav,Someone throwing a ball on the ground and then catching and repeating.,someone throwing a ball on the ground and then catching and repeating
Stick into soft dirt.wav,"While cutting a tree branch, someone stops for a while before continuing.",while cutting a tree branch someone stops for a while before continuing
Stick into soft dirt_cap_1.wav,A tapping occurs very lightly as a drop of water falls.,a tapping occurs very lightly as a drop of water falls
Stick into soft dirt_cap_2.wav,Someone is cutting a tree branch and stops for a while before cutting it again,someone is cutting a tree branch and stops for a while before cutting it again
Stick into soft dirt_cap_3.wav,Someone is smashing a bunch of meat with a metal meat hammer.,someone is smashing a bunch of meat with a metal meat hammer
Stick into soft dirt_cap_4.wav,Someone throwing a ball on the ground and then catching and repeating.,someone throwing a ball on the ground and then catching and repeating
Stick into soft dirt_cap_5.wav,"While cutting a tree branch, someone stops for a while before continuing.",while cutting a tree branch someone stops for a while before continuing
