fname,raw_text,text
dorr med metallbeslag_cap_4.wav,"Someone is unlocking a door, talking to a guy, opening and closing a door.",someone is unlocking a door talking to a guy opening and closing a door
dorr med metallbeslag_cap_5.wav,A bird it pecking around a tree and chirps,a bird it pecking around a tree and chirps
Rattling at an iron gate.wav,Stones are being dumped slowly down a metal slide.,stones are being dumped slowly down a metal slide
Rattling at an iron gate.wav,"Intermittent, repetitive metallic clanging from an unknown source",intermittent repetitive metallic clanging from an unknown source
Rattling at an iron gate.wav,A cycle of something rattling then stopping repeatedly.,a cycle of something rattling then stopping repeatedly
Rattling at an iron gate.wav,Someone is dumping stones down a metal slide at a slow speed.,someone is dumping stones down a metal slide at a slow speed
Rattling at an iron gate.wav,Something is rattling and it rattles then stops rattles then stops repeatedly.,something is rattling and it rattles then stops rattles then stops repeatedly
Rattling at an iron gate_cap_1.wav,Stones are being dumped slowly down a metal slide.,stones are being dumped slowly down a metal slide
Rattling at an iron gate_cap_2.wav,"Intermittent, repetitive metallic clanging from an unknown source",intermittent repetitive metallic clanging from an unknown source
Rattling at an iron gate_cap_3.wav,A cycle of something rattling then stopping repeatedly.,a cycle of something rattling then stopping repeatedly
Rattling at an iron gate_cap_4.wav,Someone is dumping stones down a metal slide at a slow speed.,someone is dumping stones down a metal slide at a slow speed
Rattling at an iron gate_cap_5.wav,Something is rattling and it rattles then stops rattles then stops repeatedly.,something is rattling and it rattles then stops rattles then stops repeatedly
rain_metallic_gutter_sanus_excipio.wav,Water was flowing with repeated drips on a metallic surface.,water was flowing with repeated drips on a metallic surface
rain_metallic_gutter_sanus_excipio.wav,The flowing of water with repeated drips on a metallic surface.,the flowing of water with repeated drips on a metallic surface
rain_metallic_gutter_sanus_excipio.wav,Light rainfall lands on a metal surface at varying intervals.,light rainfall lands on a metal surface at varying intervals
rain_metallic_gutter_sanus_excipio.wav,It is raining hard and some objects are blowing against the gutters.,it is raining hard and some objects are blowing against the gutters
rain_metallic_gutter_sanus_excipio.wav,Light rain falls onto metal at an irregular interval.,light rain falls onto metal at an irregular interval
rain_metallic_gutter_sanus_excipio_cap_1.wav,Water was flowing with repeated drips on a metallic surface.,water was flowing with repeated drips on a metallic surface
rain_metallic_gutter_sanus_excipio_cap_2.wav,The flowing of water with repeated drips on a metallic surface.,the flowing of water with repeated drips on a metallic surface
rain_metallic_gutter_sanus_excipio_cap_3.wav,Light rainfall lands on a metal surface at varying intervals.,light rainfall lands on a metal surface at varying intervals
rain_metallic_gutter_sanus_excipio_cap_4.wav,It is raining hard and some objects are blowing against the gutters.,it is raining hard and some objects are blowing against the gutters
rain_metallic_gutter_sanus_excipio_cap_5.wav,Light rain falls onto metal at an irregular interval.,light rain falls onto metal at an irregular interval
walking in snow in the woods.wav,A bird chirps and someone is walking through snow.,a bird chirps and someone is walking through snow
walking in snow in the woods.wav,A bird chirps as someone walks through the snow.,a bird chirps as someone walks through the snow
walking in snow in the woods.wav,A person walks through the woods and crunches leaves beneath their feet as birds chirp,a person walks through the woods and crunches leaves beneath their feet as birds chirp
walking in snow in the woods.wav,A small animal is walking in the forest and stepping on twigs while birds are chirping in the background.,a small animal is walking in the forest and stepping on twigs while birds are chirping in the background
walking in snow in the woods.wav,A person walks on the leafy ground of a forest.,a person walks on the leafy ground of a forest
walking in snow in the woods_cap_1.wav,A bird chirps and someone is walking through snow.,a bird chirps and someone is walking through snow
walking in snow in the woods_cap_2.wav,A bird chirps as someone walks through the snow.,a bird chirps as someone walks through the snow
walking in snow in the woods_cap_3.wav,A person walks through the woods and crunches leaves beneath their feet as birds chirp,a person walks through the woods and crunches leaves beneath their feet as birds chirp
walking in snow in the woods_cap_4.wav,A small animal is walking in the forest and stepping on twigs while birds are chirping in the background.,a small animal is walking in the forest and stepping on twigs while birds are chirping in the background
walking in snow in the woods_cap_5.wav,A person walks on the leafy ground of a forest.,a person walks on the leafy ground of a forest
scribbling writing on paper.wav,Scratching made by someone writing for the entire length of time.,scratching made by someone writing for the entire length of time
scribbling writing on paper.wav,"A person uses a marker, dragging it across the surface of the paper.",a person uses a marker dragging it across the surface of the paper
scribbling writing on paper.wav,A marker is dragged across a piece of paper.,a marker is dragged across a piece of paper
scribbling writing on paper.wav,Scratching made by someone writing with a pencil for the entire time.,scratching made by someone writing with a pencil for the entire time
scribbling writing on paper.wav,writing or drawing with a magic marker on paper,writing or drawing with a magic marker on paper
scribbling writing on paper_cap_1.wav,Scratching made by someone writing for the entire length of time.,scratching made by someone writing for the entire length of time
scribbling writing on paper_cap_2.wav,"A person uses a marker, dragging it across the surface of the paper.",a person uses a marker dragging it across the surface of the paper
scribbling writing on paper_cap_3.wav,A marker is dragged across a piece of paper.,a marker is dragged across a piece of paper
scribbling writing on paper_cap_4.wav,Scratching made by someone writing with a pencil for the entire time.,scratching made by someone writing with a pencil for the entire time
scribbling writing on paper_cap_5.wav,writing or drawing with a magic marker on paper,writing or drawing with a magic marker on paper
Steps - walk.wav,"Footsteps of several people walking,  some are stomping and people speak quietly",footsteps of several people walking some are stomping and people speak quietly
Steps - walk.wav,While people are walking some of them are talking.,while people are walking some of them are talking
Steps - walk.wav,a horse walking on a cobblestone street during the day,a horse walking on a cobblestone street during the day
Steps - walk.wav,People are tap dancing together on a wooden floor.,people are tap dancing together on a wooden floor
Steps - walk.wav,Some people walking and a few people talking.,some people walking and a few people talking
Steps - walk_cap_1.wav,"Footsteps of several people walking,  some are stomping and people speak quietly",footsteps of several people walking some are stomping and people speak quietly
Steps - walk_cap_2.wav,While people are walking some of them are talking.,while people are walking some of them are talking
Steps - walk_cap_3.wav,a horse walking on a cobblestone street during the day,a horse walking on a cobblestone street during the day
Steps - walk_cap_4.wav,People are tap dancing together on a wooden floor.,people are tap dancing together on a wooden floor
Steps - walk_cap_5.wav,Some people walking and a few people talking.,some people walking and a few people talking
Uni_Folie_FountainWater2.wav,The burble of water rushes down rapidly in the shower and eventually goes down the drain.,the burble of water rushes down rapidly in the shower and eventually goes down the drain
Uni_Folie_FountainWater2.wav,Water is flowing down a stream and splashing.,water is flowing down a stream and splashing
Uni_Folie_FountainWater2.wav,The water steadily flows down the waterfall into the pond.,the water steadily flows down the waterfall into the pond
Uni_Folie_FountainWater2.wav,Water runs down the faucet until someone turns it off.,water runs down the faucet until someone turns it off
Uni_Folie_FountainWater2.wav,Water splashes as it flows down a stream.,water splashes as it flows down a stream
Uni_Folie_FountainWater2_cap_1.wav,The burble of water rushes down rapidly in the shower and eventually goes down the drain.,the burble of water rushes down rapidly in the shower and eventually goes down the drain
Uni_Folie_FountainWater2_cap_2.wav,Water is flowing down a stream and splashing.,water is flowing down a stream and splashing
Uni_Folie_FountainWater2_cap_3.wav,The water steadily flows down the waterfall into the pond.,the water steadily flows down the waterfall into the pond
Uni_Folie_FountainWater2_cap_4.wav,Water runs down the faucet until someone turns it off.,water runs down the faucet until someone turns it off
Uni_Folie_FountainWater2_cap_5.wav,Water splashes as it flows down a stream.,water splashes as it flows down a stream
Crowd Cheer.wav,A large audience applauds and shouts out vigorous cheers.,a large audience applauds and shouts out vigorous cheers
Crowd Cheer.wav,Many people clap their hands and shout cheerfully.,many people clap their hands and shout cheerfully
Crowd Cheer.wav,People are cheering out loud in a wild way in the crowd as someone runs by.,people are cheering out loud in a wild way in the crowd as someone runs by
Crowd Cheer.wav,several different people yell and clap together continuously.,several different people yell and clap together continuously
Crowd Cheer.wav,Several different individuals both yell and clap continuously and together.,several different individuals both yell and clap continuously and together
Crowd Cheer_cap_1.wav,A large audience applauds and shouts out vigorous cheers.,a large audience applauds and shouts out vigorous cheers
Crowd Cheer_cap_2.wav,Many people clap their hands and shout cheerfully.,many people clap their hands and shout cheerfully
Crowd Cheer_cap_3.wav,People are cheering out loud in a wild way in the crowd as someone runs by.,people are cheering out loud in a wild way in the crowd as someone runs by
Crowd Cheer_cap_4.wav,several different people yell and clap together continuously.,several different people yell and clap together continuously
Crowd Cheer_cap_5.wav,Several different individuals both yell and clap continuously and together.,several different individuals both yell and clap continuously and together
INT Factory nearby 3 water dripping.wav,The dripping of water echoes in a room.,the dripping of water echoes in a room
INT Factory nearby 3 water dripping.wav,Water drips loudly inside of an automatic car wash while the hum of its machinery becomes progressively louder.,water drips loudly inside of an automatic car wash while the hum of its machinery becomes progressively louder
INT Factory nearby 3 water dripping.wav,Water drips loud inside an automatic car wash while the hum of its machinery becomes progressively louder.,water drips loud inside an automatic car wash while the hum of its machinery becomes progressively louder
INT Factory nearby 3 water dripping.wav,Water is dripping on the ground and automobiles are driving.,water is dripping on the ground and automobiles are driving
INT Factory nearby 3 water dripping.wav,While automobiles are driving water is falling slowly to the ground.,while automobiles are driving water is falling slowly to the ground
INT Factory nearby 3 water dripping_cap_1.wav,The dripping of water echoes in a room.,the dripping of water echoes in a room
INT Factory nearby 3 water dripping_cap_2.wav,Water drips loudly inside of an automatic car wash while the hum of its machinery becomes progressively louder.,water drips loudly inside of an automatic car wash while the hum of its machinery becomes progressively louder
INT Factory nearby 3 water dripping_cap_3.wav,Water drips loud inside an automatic car wash while the hum of its machinery becomes progressively louder.,water drips loud inside an automatic car wash while the hum of its machinery becomes progressively louder
INT Factory nearby 3 water dripping_cap_4.wav,Water is dripping on the ground and automobiles are driving.,water is dripping on the ground and automobiles are driving
INT Factory nearby 3 water dripping_cap_5.wav,While automobiles are driving water is falling slowly to the ground.,while automobiles are driving water is falling slowly to the ground
20061105SumpPumpSiphon.wav,"As water boils, it pushes against the metal lid of the pan it is in.",as water boils it pushes against the metal lid of the pan it is in
20061105SumpPumpSiphon.wav,Oil is boiling in a pot and something is being dropped in to the hot oil.,oil is boiling in a pot and something is being dropped in to the hot oil
20061105SumpPumpSiphon.wav,Water drips over a kitchen sink containing heavy metal objects.,water drips over a kitchen sink containing heavy metal objects
20061105SumpPumpSiphon.wav,Water steadily and slowly flows down a drain,water steadily and slowly flows down a drain
20061105SumpPumpSiphon.wav,Water boiling up against a metal pan lid.,water boiling up against a metal pan lid
20061105SumpPumpSiphon_cap_1.wav,"As water boils, it pushes against the metal lid of the pan it is in.",as water boils it pushes against the metal lid of the pan it is in
20061105SumpPumpSiphon_cap_2.wav,Oil is boiling in a pot and something is being dropped in to the hot oil.,oil is boiling in a pot and something is being dropped in to the hot oil
20061105SumpPumpSiphon_cap_3.wav,Water drips over a kitchen sink containing heavy metal objects.,water drips over a kitchen sink containing heavy metal objects
20061105SumpPumpSiphon_cap_4.wav,Water steadily and slowly flows down a drain,water steadily and slowly flows down a drain
20061105SumpPumpSiphon_cap_5.wav,Water boiling up against a metal pan lid.,water boiling up against a metal pan lid
20070219.ultrasonic.cleaner.wav,something continuously hisses as something slowly bangs in the background,something continuously hisses as something slowly bangs in the background
20070219.ultrasonic.cleaner.wav,An object hisses without pause over a slow banging in the background,an object hisses without pause over a slow banging in the background
20070219.ultrasonic.cleaner.wav,A buzzing insect flies around as someone taps on a table a couple of times.,a buzzing insect flies around as someone taps on a table a couple of times
20070219.ultrasonic.cleaner.wav,The buzzing of fan blades and periodic clacking of items placed on a hard surface.,the buzzing of fan blades and periodic clacking of items placed on a hard surface
20070219.ultrasonic.cleaner.wav,A light buzzing in the background with some motion in foreground.,a light buzzing in the background with some motion in foreground
20070219.ultrasonic.cleaner_cap_1.wav,something continuously hisses as something slowly bangs in the background,something continuously hisses as something slowly bangs in the background
20070219.ultrasonic.cleaner_cap_2.wav,An object hisses without pause over a slow banging in the background,an object hisses without pause over a slow banging in the background
20070219.ultrasonic.cleaner_cap_3.wav,A buzzing insect flies around as someone taps on a table a couple of times.,a buzzing insect flies around as someone taps on a table a couple of times
20070219.ultrasonic.cleaner_cap_4.wav,The buzzing of fan blades and periodic clacking of items placed on a hard surface.,the buzzing of fan blades and periodic clacking of items placed on a hard surface
20070219.ultrasonic.cleaner_cap_5.wav,A light buzzing in the background with some motion in foreground.,a light buzzing in the background with some motion in foreground
Fridge Motor 2.wav,A machine motor runs for a moment and then shuts off.,a machine motor runs for a moment and then shuts off
Fridge Motor 2.wav,A machine is operating and then shuts off.,a machine is operating and then shuts off
Fridge Motor 2.wav,a engine hums continuously then is turned off.,a engine hums continuously then is turned off
Fridge Motor 2.wav,An engine hums continuously before it is turned off.,an engine hums continuously before it is turned off
Fridge Motor 2.wav,A machine buzzes loudly at a medium high pitch and then switches off.,a machine buzzes loudly at a medium high pitch and then switches off
Fridge Motor 2_cap_1.wav,A machine motor runs for a moment and then shuts off.,a machine motor runs for a moment and then shuts off
Fridge Motor 2_cap_2.wav,A machine is operating and then shuts off.,a machine is operating and then shuts off
Fridge Motor 2_cap_3.wav,a engine hums continuously then is turned off.,a engine hums continuously then is turned off
Fridge Motor 2_cap_4.wav,An engine hums continuously before it is turned off.,an engine hums continuously before it is turned off
Fridge Motor 2_cap_5.wav,A machine buzzes loudly at a medium high pitch and then switches off.,a machine buzzes loudly at a medium high pitch and then switches off
Boiling water in a kettle.wav,A motor runs loudly and then gradually decreases in volume.,a motor runs loudly and then gradually decreases in volume
Boiling water in a kettle.wav,The motor is running at a fairly even volume and pace.,the motor is running at a fairly even volume and pace
Boiling water in a kettle.wav,A Machine is running with heavy noise and the noise is slowly decreasing.,a machine is running with heavy noise and the noise is slowly decreasing
Boiling water in a kettle.wav,A motor running at a fairly even volume and pace.,a motor running at a fairly even volume and pace
Boiling water in a kettle.wav,A motor running loudly at first and getting quieter as time goes on.,a motor running loudly at first and getting quieter as time goes on
Boiling water in a kettle_cap_1.wav,A motor runs loudly and then gradually decreases in volume.,a motor runs loudly and then gradually decreases in volume
Boiling water in a kettle_cap_2.wav,The motor is running at a fairly even volume and pace.,the motor is running at a fairly even volume and pace
Boiling water in a kettle_cap_3.wav,A Machine is running with heavy noise and the noise is slowly decreasing.,a machine is running with heavy noise and the noise is slowly decreasing
Boiling water in a kettle_cap_4.wav,A motor running at a fairly even volume and pace.,a motor running at a fairly even volume and pace
Boiling water in a kettle_cap_5.wav,A motor running loudly at first and getting quieter as time goes on.,a motor running loudly at first and getting quieter as time goes on
Crowd Medium.wav,Multiple people are having multiple conversations loudly in the same area.,multiple people are having multiple conversations loudly in the same area
Crowd Medium.wav,Multiple people are having multiple conversations in the same area.,multiple people are having multiple conversations in the same area
Crowd Medium.wav,People are in a restaurant talking and socializing with each other.,people are in a restaurant talking and socializing with each other
Crowd Medium.wav,A party of friends gather at restaurant to eat and socialize together.,a party of friends gather at restaurant to eat and socialize together
Crowd Medium.wav,A lot of people are together in public talking.,a lot of people are together in public talking
Crowd Medium_cap_1.wav,Multiple people are having multiple conversations loudly in the same area.,multiple people are having multiple conversations loudly in the same area
Crowd Medium_cap_2.wav,Multiple people are having multiple conversations in the same area.,multiple people are having multiple conversations in the same area
Crowd Medium_cap_3.wav,People are in a restaurant talking and socializing with each other.,people are in a restaurant talking and socializing with each other
Crowd Medium_cap_4.wav,A party of friends gather at restaurant to eat and socialize together.,a party of friends gather at restaurant to eat and socialize together
Crowd Medium_cap_5.wav,A lot of people are together in public talking.,a lot of people are together in public talking
Harmonica_Key_Of_C_Chord_Whas 01.wav,A harmonica being played alternating between two notes.,a harmonica being played alternating between two notes
Harmonica_Key_Of_C_Chord_Whas 01.wav,A person plays different notes on a harmonica.,a person plays different notes on a harmonica
Harmonica_Key_Of_C_Chord_Whas 01.wav,"A person plays two notes on a harmonica, alternating back and forth between them.",a person plays two notes on a harmonica alternating back and forth between them
Harmonica_Key_Of_C_Chord_Whas 01.wav,A person is playing different long notes with the harmonica.,a person is playing different long notes with the harmonica
Harmonica_Key_Of_C_Chord_Whas 01.wav,Someone blows on a harmonica playing a variety of notes,someone blows on a harmonica playing a variety of notes
Harmonica_Key_Of_C_Chord_Whas 01_cap_1.wav,A harmonica being played alternating between two notes.,a harmonica being played alternating between two notes
Harmonica_Key_Of_C_Chord_Whas 01_cap_2.wav,A person plays different notes on a harmonica.,a person plays different notes on a harmonica
Harmonica_Key_Of_C_Chord_Whas 01_cap_3.wav,"A person plays two notes on a harmonica, alternating back and forth between them.",a person plays two notes on a harmonica alternating back and forth between them
Harmonica_Key_Of_C_Chord_Whas 01_cap_4.wav,A person is playing different long notes with the harmonica.,a person is playing different long notes with the harmonica
Harmonica_Key_Of_C_Chord_Whas 01_cap_5.wav,Someone blows on a harmonica playing a variety of notes,someone blows on a harmonica playing a variety of notes
City_Ambience_Cars_Night.wav,A car barrels down a road on a windy day.,a car barrels down a road on a windy day
City_Ambience_Cars_Night.wav,All the cars and trucks take off and speed away around a turn,all the cars and trucks take off and speed away around a turn
City_Ambience_Cars_Night.wav,Somebody in a car changing gears and going faster.,somebody in a car changing gears and going faster
City_Ambience_Cars_Night.wav,The whirring of an engine as traffic goes past,the whirring of an engine as traffic goes past
City_Ambience_Cars_Night.wav,The engine whirs as the traffic goes past.,the engine whirs as the traffic goes past
City_Ambience_Cars_Night_cap_1.wav,A car barrels down a road on a windy day.,a car barrels down a road on a windy day
City_Ambience_Cars_Night_cap_2.wav,All the cars and trucks take off and speed away around a turn,all the cars and trucks take off and speed away around a turn
City_Ambience_Cars_Night_cap_3.wav,Somebody in a car changing gears and going faster.,somebody in a car changing gears and going faster
City_Ambience_Cars_Night_cap_4.wav,The whirring of an engine as traffic goes past,the whirring of an engine as traffic goes past
City_Ambience_Cars_Night_cap_5.wav,The engine whirs as the traffic goes past.,the engine whirs as the traffic goes past
smeared bell.wav,A low hum becomes louder and louder as time passes.,a low hum becomes louder and louder as time passes
smeared bell.wav,A low monotone grind of metal is coming from a machine of an outdoor factory.,a low monotone grind of metal is coming from a machine of an outdoor factory
smeared bell.wav,The engine of a plane is starting up as it gets ready to take off on the runway,the engine of a plane is starting up as it gets ready to take off on the runway
smeared bell.wav,a low hum becomes louder and louder as time goes on.,a low hum becomes louder and louder as time goes on
smeared bell.wav,A plane is starting up and getting ready to take off the runway,a plane is starting up and getting ready to take off the runway
smeared bell_cap_1.wav,A low hum becomes louder and louder as time passes.,a low hum becomes louder and louder as time passes
smeared bell_cap_2.wav,A low monotone grind of metal is coming from a machine of an outdoor factory.,a low monotone grind of metal is coming from a machine of an outdoor factory
smeared bell_cap_3.wav,The engine of a plane is starting up as it gets ready to take off on the runway,the engine of a plane is starting up as it gets ready to take off on the runway
smeared bell_cap_4.wav,a low hum becomes louder and louder as time goes on.,a low hum becomes louder and louder as time goes on
smeared bell_cap_5.wav,A plane is starting up and getting ready to take off the runway,a plane is starting up and getting ready to take off the runway
Nene Valley Railway Santa Special at the River Nene Bridge.wav,A train is rumbling by loudly in the distance.,a train is rumbling by loudly in the distance
Nene Valley Railway Santa Special at the River Nene Bridge.wav,A train is rumbling by in the distance,a train is rumbling by in the distance
Nene Valley Railway Santa Special at the River Nene Bridge.wav,Rapid banging as someone pounds against a hard surface.,rapid banging as someone pounds against a hard surface
Nene Valley Railway Santa Special at the River Nene Bridge.wav,A train passing on a train track with its carts knocking as they pass.,a train passing on a train track with its carts knocking as they pass
Nene Valley Railway Santa Special at the River Nene Bridge.wav,A train is passing on a train track with its carts knocking as they pass.,a train is passing on a train track with its carts knocking as they pass
Nene Valley Railway Santa Special at the River Nene Bridge_cap_1.wav,A train is rumbling by loudly in the distance.,a train is rumbling by loudly in the distance
Nene Valley Railway Santa Special at the River Nene Bridge_cap_2.wav,A train is rumbling by in the distance,a train is rumbling by in the distance
Nene Valley Railway Santa Special at the River Nene Bridge_cap_3.wav,Rapid banging as someone pounds against a hard surface.,rapid banging as someone pounds against a hard surface
Nene Valley Railway Santa Special at the River Nene Bridge_cap_4.wav,A train passing on a train track with its carts knocking as they pass.,a train passing on a train track with its carts knocking as they pass
Nene Valley Railway Santa Special at the River Nene Bridge_cap_5.wav,A train is passing on a train track with its carts knocking as they pass.,a train is passing on a train track with its carts knocking as they pass
"Trucks, cars, bicycle are  passed.wav","Strong gusts of wind blow, fade and return.",strong gusts of wind blow fade and return
"Trucks, cars, bicycle are  passed.wav",Several cars drive by slowly one by one.,several cars drive by slowly one by one
"Trucks, cars, bicycle are  passed.wav",Birds are tweeting while cars drive by on the road.,birds are tweeting while cars drive by on the road
"Trucks, cars, bicycle are  passed.wav",Several cars pass by at high speed on a busy highway,several cars pass by at high speed on a busy highway
"Trucks, cars, bicycle are  passed.wav",Birds tweet at times in background as cars race by and go out into the distance.,birds tweet at times in background as cars race by and go out into the distance
"Trucks, cars, bicycle are  passed_cap_1.wav","Strong gusts of wind blow, fade and return.",strong gusts of wind blow fade and return
"Trucks, cars, bicycle are  passed_cap_2.wav",Several cars drive by slowly one by one.,several cars drive by slowly one by one
"Trucks, cars, bicycle are  passed_cap_3.wav",Birds are tweeting while cars drive by on the road.,birds are tweeting while cars drive by on the road
"Trucks, cars, bicycle are  passed_cap_4.wav",Several cars pass by at high speed on a busy highway,several cars pass by at high speed on a busy highway
"Trucks, cars, bicycle are  passed_cap_5.wav",Birds tweet at times in background as cars race by and go out into the distance.,birds tweet at times in background as cars race by and go out into the distance
Turkish market.wav,Several people are in a group talking loudly to one another.,several people are in a group talking loudly to one another
Turkish market.wav,People in a market place are announcing something to the passing crowd.,people in a market place are announcing something to the passing crowd
Turkish market.wav,A group of people are talking in a crowd.,a group of people are talking in a crowd
Turkish market.wav,People who are in a crowd are conversing,people who are in a crowd are conversing
Turkish market.wav,Several people in a group talking very loudly to each other.,several people in a group talking very loudly to each other
Turkish market_cap_1.wav,Several people are in a group talking loudly to one another.,several people are in a group talking loudly to one another
Turkish market_cap_2.wav,People in a market place are announcing something to the passing crowd.,people in a market place are announcing something to the passing crowd
Turkish market_cap_3.wav,A group of people are talking in a crowd.,a group of people are talking in a crowd
Turkish market_cap_4.wav,People who are in a crowd are conversing,people who are in a crowd are conversing
Turkish market_cap_5.wav,Several people in a group talking very loudly to each other.,several people in a group talking very loudly to each other
Jilkakilka_Garden rain.wav,Rain is pouring down as footsteps are splashing in the water.,rain is pouring down as footsteps are splashing in the water
Jilkakilka_Garden rain.wav,Footsteps are splashing through the water while rain is pouring down.,footsteps are splashing through the water while rain is pouring down
Jilkakilka_Garden rain.wav,Water rushing and flowing as rain splatters against it.,water rushing and flowing as rain splatters against it
Jilkakilka_Garden rain.wav,Rain falls steadily and splashes into puddles on the ground.,rain falls steadily and splashes into puddles on the ground
Jilkakilka_Garden rain.wav,Water is flowing as rain splatters against it.,water is flowing as rain splatters against it
Jilkakilka_Garden rain_cap_1.wav,Rain is pouring down as footsteps are splashing in the water.,rain is pouring down as footsteps are splashing in the water
Jilkakilka_Garden rain_cap_2.wav,Footsteps are splashing through the water while rain is pouring down.,footsteps are splashing through the water while rain is pouring down
Jilkakilka_Garden rain_cap_3.wav,Water rushing and flowing as rain splatters against it.,water rushing and flowing as rain splatters against it
Jilkakilka_Garden rain_cap_4.wav,Rain falls steadily and splashes into puddles on the ground.,rain falls steadily and splashes into puddles on the ground
Jilkakilka_Garden rain_cap_5.wav,Water is flowing as rain splatters against it.,water is flowing as rain splatters against it
2007-03-18_UnderOverpassRiverdaleRdRoyUT.wav,An engine is making noises at varying volumes.,an engine is making noises at varying volumes
2007-03-18_UnderOverpassRiverdaleRdRoyUT.wav,The acceleration of a car engine as it drives by.,the acceleration of a car engine as it drives by
2007-03-18_UnderOverpassRiverdaleRdRoyUT.wav,An engine is running and producing sound that rises and falls,an engine is running and producing sound that rises and falls
2007-03-18_UnderOverpassRiverdaleRdRoyUT.wav,A car engine accelerates as it drives by.,a car engine accelerates as it drives by
2007-03-18_UnderOverpassRiverdaleRdRoyUT.wav,An engine is whirring as various automobiles rapidly pass in a high traffic area.,an engine is whirring as various automobiles rapidly pass in a high traffic area
2007-03-18_UnderOverpassRiverdaleRdRoyUT_cap_1.wav,An engine is making noises at varying volumes.,an engine is making noises at varying volumes
2007-03-18_UnderOverpassRiverdaleRdRoyUT_cap_2.wav,The acceleration of a car engine as it drives by.,the acceleration of a car engine as it drives by
2007-03-18_UnderOverpassRiverdaleRdRoyUT_cap_3.wav,An engine is running and producing sound that rises and falls,an engine is running and producing sound that rises and falls
2007-03-18_UnderOverpassRiverdaleRdRoyUT_cap_4.wav,A car engine accelerates as it drives by.,a car engine accelerates as it drives by
2007-03-18_UnderOverpassRiverdaleRdRoyUT_cap_5.wav,An engine is whirring as various automobiles rapidly pass in a high traffic area.,an engine is whirring as various automobiles rapidly pass in a high traffic area
Golpe de puerta.wav,Something bangs five quick taps then pauses and repeats four times.,something bangs five quick taps then pauses and repeats four times
Golpe de puerta.wav,Loud tapping occurs and then stops several times,loud tapping occurs and then stops several times
Golpe de puerta.wav,A loud tap begins and ends abruptly over time.,a loud tap begins and ends abruptly over time
Golpe de puerta.wav,"A loud knock hits a hard surface four times, spaced out between short pauses.",a loud knock hits a hard surface four times spaced out between short pauses
Golpe de puerta.wav,A person uses a hammer and nails to join pieces of wood.,a person uses a hammer and nails to join pieces of wood
Golpe de puerta_cap_1.wav,Something bangs five quick taps then pauses and repeats four times.,something bangs five quick taps then pauses and repeats four times
Golpe de puerta_cap_2.wav,Loud tapping occurs and then stops several times,loud tapping occurs and then stops several times
Golpe de puerta_cap_3.wav,A loud tap begins and ends abruptly over time.,a loud tap begins and ends abruptly over time
Golpe de puerta_cap_4.wav,"A loud knock hits a hard surface four times, spaced out between short pauses.",a loud knock hits a hard surface four times spaced out between short pauses
Golpe de puerta_cap_5.wav,A person uses a hammer and nails to join pieces of wood.,a person uses a hammer and nails to join pieces of wood
ATMOS People Ice Skating Frozen Lake.wav,A rustling noise is loud while people are screaming and talking.,a rustling noise is loud while people are screaming and talking
ATMOS People Ice Skating Frozen Lake.wav,A child is hollering off in the distance as a skateboarder rolls close by and ends up in the bushes.,a child is hollering off in the distance as a skateboarder rolls close by and ends up in the bushes
ATMOS People Ice Skating Frozen Lake.wav,A rustling noise is very loud while people are screaming and talking.,a rustling noise is very loud while people are screaming and talking
