fname,raw_text,text
121006_rain&amp;storm.wav,The rain falls down the thunder is rumbling as someone is pounding and a car passes.,the rain falls down the thunder is rumbling as someone is pounding and a car passes
121006_rain&amp;storm.wav,"The rain falls down while someone is pounding, a car passes by and the thunder is rumbling",the rain falls down while someone is pounding a car passes by and the thunder is rumbling
121006_rain&amp;storm_cap_1.wav,"As thunder claps far in the distance, the rain pours down.",as thunder claps far in the distance the rain pours down
121006_rain&amp;storm_cap_2.wav,Rain pours down and thunder claps far in the distance.,rain pours down and thunder claps far in the distance
121006_rain&amp;storm_cap_3.wav,Substantial rain and wind are pouring and spouting around and thunder is available.,substantial rain and wind are pouring and spouting around and thunder is available
121006_rain&amp;storm_cap_4.wav,The rain falls down the thunder is rumbling as someone is pounding and a car passes.,the rain falls down the thunder is rumbling as someone is pounding and a car passes
121006_rain&amp;storm_cap_5.wav,"The rain falls down while someone is pounding, a car passes by and the thunder is rumbling",the rain falls down while someone is pounding a car passes by and the thunder is rumbling
draaiorgel2.wav,Something goes round that is playing its song.,something goes round that is playing its song
draaiorgel2.wav,"At the fair, music is playing near a carousel through the speaker.",at the fair music is playing near a carousel through the speaker
draaiorgel2.wav,"Chiming of bells, whistles and horns at a performance.",chiming of bells whistles and horns at a performance
draaiorgel2.wav,Fair kind music is being played at the circus grounds.,fair kind music is being played at the circus grounds
draaiorgel2.wav,Polka or fair kind of music is being played.,polka or fair kind of music is being played
draaiorgel2_cap_1.wav,Something goes round that is playing its song.,something goes round that is playing its song
draaiorgel2_cap_2.wav,"At the fair, music is playing near a carousel through the speaker.",at the fair music is playing near a carousel through the speaker
draaiorgel2_cap_3.wav,"Chiming of bells, whistles and horns at a performance.",chiming of bells whistles and horns at a performance
draaiorgel2_cap_4.wav,Fair kind music is being played at the circus grounds.,fair kind music is being played at the circus grounds
draaiorgel2_cap_5.wav,Polka or fair kind of music is being played.,polka or fair kind of music is being played
Officejet Printer.wav,A paper printer is printing off multiple pages.,a paper printer is printing off multiple pages
Officejet Printer.wav,A printer printing off multiple pages of paper,a printer printing off multiple pages of paper
Officejet Printer.wav,A small printing device performing duties and printing pages of text.,a small printing device performing duties and printing pages of text
Officejet Printer.wav,A tiny printer performs its duties and prints the words.,a tiny printer performs its duties and prints the words
Officejet Printer.wav,An automatic cutter feeds paper and cuts it.,an automatic cutter feeds paper and cuts it
Officejet Printer_cap_1.wav,A paper printer is printing off multiple pages.,a paper printer is printing off multiple pages
Officejet Printer_cap_2.wav,A printer printing off multiple pages of paper,a printer printing off multiple pages of paper
Officejet Printer_cap_3.wav,A small printing device performing duties and printing pages of text.,a small printing device performing duties and printing pages of text
Officejet Printer_cap_4.wav,A tiny printer performs its duties and prints the words.,a tiny printer performs its duties and prints the words
Officejet Printer_cap_5.wav,An automatic cutter feeds paper and cuts it.,an automatic cutter feeds paper and cuts it
Stockholm subway C20 train departing.wav,"A buzzer warns of departure, a air brake is released, while a roller coaster ride takes off.",a buzzer warns of departure a air brake is released while a roller coaster ride takes off
Stockholm subway C20 train departing.wav,"A horn beeps for an amusement park ride, air brakes release and the ride takes off.",a horn beeps for an amusement park ride air brakes release and the ride takes off
Stockholm subway C20 train departing.wav,"A warning button sounds, then a vehicle goes at a high speed.",a warning button sounds then a vehicle goes at a high speed
Stockholm subway C20 train departing.wav,"After a horn beeps for an amusement park ride, the air brakes release and the ride begins.",after a horn beeps for an amusement park ride the air brakes release and the ride begins
Stockholm subway C20 train departing.wav,"First comes a beeping sound, then a door closing, then the train starts to speed up.",first comes a beeping sound then a door closing then the train starts to speed up
Stockholm subway C20 train departing_cap_1.wav,"A buzzer warns of departure, a air brake is released, while a roller coaster ride takes off.",a buzzer warns of departure a air brake is released while a roller coaster ride takes off
Stockholm subway C20 train departing_cap_2.wav,"A horn beeps for an amusement park ride, air brakes release and the ride takes off.",a horn beeps for an amusement park ride air brakes release and the ride takes off
Stockholm subway C20 train departing_cap_3.wav,"A warning button sounds, then a vehicle goes at a high speed.",a warning button sounds then a vehicle goes at a high speed
Stockholm subway C20 train departing_cap_4.wav,"After a horn beeps for an amusement park ride, the air brakes release and the ride begins.",after a horn beeps for an amusement park ride the air brakes release and the ride begins
Stockholm subway C20 train departing_cap_5.wav,"First comes a beeping sound, then a door closing, then the train starts to speed up.",first comes a beeping sound then a door closing then the train starts to speed up
metalTunnel.wav,A very robotic synth modulates and reverberates within itself,a very robotic synth modulates and reverberates within itself
metalTunnel.wav,An interesting instrument whose sound is going up and down.,an interesting instrument whose sound is going up and down
metalTunnel.wav,The synth is reverberated at an rhythmic meter,the synth is reverberated at an rhythmic meter
metalTunnel.wav,it is like a iron rod cutting sound and it is a workshop,it is like a iron rod cutting sound and it is a workshop
metalTunnel.wav,it is like an iron rod cutting sound and it is a workshop,it is like an iron rod cutting sound and it is a workshop
metalTunnel_cap_1.wav,A very robotic synth modulates and reverberates within itself,a very robotic synth modulates and reverberates within itself
metalTunnel_cap_2.wav,An interesting instrument whose sound is going up and down.,an interesting instrument whose sound is going up and down
metalTunnel_cap_3.wav,The synth is reverberated at an rhythmic meter,the synth is reverberated at an rhythmic meter
metalTunnel_cap_4.wav,it is like a iron rod cutting sound and it is a workshop,it is like a iron rod cutting sound and it is a workshop
metalTunnel_cap_5.wav,it is like an iron rod cutting sound and it is a workshop,it is like an iron rod cutting sound and it is a workshop
Ambience Night crickets.wav,A serene bit of nightfall is met by crickets chirping,a serene bit of nightfall is met by crickets chirping
Ambience Night crickets.wav,Crickets chirp in the background as a soft wind blows.,crickets chirp in the background as a soft wind blows
Ambience Night crickets.wav,Crickets chirping outdoors at night with a gentle breeze blowing.,crickets chirping outdoors at night with a gentle breeze blowing
Ambience Night crickets.wav,"In the calmness of nightfall, crickets are chirping.",in the calmness of nightfall crickets are chirping
Ambience Night crickets.wav,"While the wind softly blows, crickets chirp in the background.",while the wind softly blows crickets chirp in the background
Ambience Night crickets_cap_1.wav,A serene bit of nightfall is met by crickets chirping,a serene bit of nightfall is met by crickets chirping
Ambience Night crickets_cap_2.wav,Crickets chirp in the background as a soft wind blows.,crickets chirp in the background as a soft wind blows
Ambience Night crickets_cap_3.wav,Crickets chirping outdoors at night with a gentle breeze blowing.,crickets chirping outdoors at night with a gentle breeze blowing
Ambience Night crickets_cap_4.wav,"In the calmness of nightfall, crickets are chirping.",in the calmness of nightfall crickets are chirping
Ambience Night crickets_cap_5.wav,"While the wind softly blows, crickets chirp in the background.",while the wind softly blows crickets chirp in the background
Maria Hernandez Park September 1st.wav,A skateboarder is coasting on his board on a back and forth ramp as voices talk in the background.,a skateboarder is coasting on his board on a back and forth ramp as voices talk in the background
Maria Hernandez Park September 1st.wav,A skateboarder rides his board up and down a ramp as people speak in the background.,a skateboarder rides his board up and down a ramp as people speak in the background
Maria Hernandez Park September 1st.wav,People skateboard with some children who are faintly speaking.,people skateboard with some children who are faintly speaking
Maria Hernandez Park September 1st.wav,Boards with small wheels are being ridden while children are quietly speaking.,boards with small wheels are being ridden while children are quietly speaking
Maria Hernandez Park September 1st.wav,People skateboard around at the park while chatting and laughing.,people skateboard around at the park while chatting and laughing
Maria Hernandez Park September 1st_cap_1.wav,A skateboarder is coasting on his board on a back and forth ramp as voices talk in the background.,a skateboarder is coasting on his board on a back and forth ramp as voices talk in the background
Maria Hernandez Park September 1st_cap_2.wav,A skateboarder rides his board up and down a ramp as people speak in the background.,a skateboarder rides his board up and down a ramp as people speak in the background
Maria Hernandez Park September 1st_cap_3.wav,People skateboard with some children who are faintly speaking.,people skateboard with some children who are faintly speaking
Maria Hernandez Park September 1st_cap_4.wav,Boards with small wheels are being ridden while children are quietly speaking.,boards with small wheels are being ridden while children are quietly speaking
Maria Hernandez Park September 1st_cap_5.wav,People skateboard around at the park while chatting and laughing.,people skateboard around at the park while chatting and laughing
Traffic Light.wav,A group of people is standing on the street near a busy freeway.,a group of people is standing on the street near a busy freeway
Traffic Light.wav,A group of people standing on the street near a busy freeway.,a group of people standing on the street near a busy freeway
Traffic Light.wav,A detector device is operating and detecting nothing and then it registers some activity.,a detector device is operating and detecting nothing and then it registers some activity
Traffic Light.wav,An electric machine is operating and detecting nothing and then it suddenly detects some activity.,an electric machine is operating and detecting nothing and then it suddenly detects some activity
Traffic Light.wav,Unidentified squeaking occurs several times while men talk in the background.,unidentified squeaking occurs several times while men talk in the background
Traffic Light_cap_1.wav,A group of people is standing on the street near a busy freeway.,a group of people is standing on the street near a busy freeway
Traffic Light_cap_2.wav,A group of people standing on the street near a busy freeway.,a group of people standing on the street near a busy freeway
Traffic Light_cap_3.wav,A detector device is operating and detecting nothing and then it registers some activity.,a detector device is operating and detecting nothing and then it registers some activity
Traffic Light_cap_4.wav,An electric machine is operating and detecting nothing and then it suddenly detects some activity.,an electric machine is operating and detecting nothing and then it suddenly detects some activity
Traffic Light_cap_5.wav,Unidentified squeaking occurs several times while men talk in the background.,unidentified squeaking occurs several times while men talk in the background
jettish.wav,"A sweeping swaying sound rising upward repeatedly, then going downward repeatedly.",a sweeping swaying sound rising upward repeatedly then going downward repeatedly
jettish.wav,A sweeping swishing sound becomes louder and fades repeatedly.,a sweeping swishing sound becomes louder and fades repeatedly
jettish.wav,Heavily distorted siren sounds make them sound like spacecraft.,heavily distorted siren sounds make them sound like spacecraft
jettish.wav,They sound like a spacecraft when their siren sounds are highly distorted.,they sound like a spacecraft when their siren sounds are highly distorted
jettish.wav,fancy alarm or alert system that is constantly going off,fancy alarm or alert system that is constantly going off
jettish_cap_1.wav,"A sweeping swaying sound rising upward repeatedly, then going downward repeatedly.",a sweeping swaying sound rising upward repeatedly then going downward repeatedly
jettish_cap_2.wav,A sweeping swishing sound becomes louder and fades repeatedly.,a sweeping swishing sound becomes louder and fades repeatedly
jettish_cap_3.wav,Heavily distorted siren sounds make them sound like spacecraft.,heavily distorted siren sounds make them sound like spacecraft
jettish_cap_4.wav,They sound like a spacecraft when their siren sounds are highly distorted.,they sound like a spacecraft when their siren sounds are highly distorted
jettish_cap_5.wav,fancy alarm or alert system that is constantly going off,fancy alarm or alert system that is constantly going off
broken comms2.wav,A radio cycling through stations as it is being repaired.,a radio cycling through stations as it is being repaired
broken comms2.wav,A radio that is trying to be tuned and fixed.,a radio that is trying to be tuned and fixed
broken comms2.wav,A series of bleeps and bloops fire off randomly.,a series of bleeps and bloops fire off randomly
broken comms2.wav,The computer is beeping as a voice recording drags .,the computer is beeping as a voice recording drags
broken comms2.wav,Various computer noises go off as a voice call breaks up,various computer noises go off as a voice call breaks up
broken comms2_cap_1.wav,A radio cycling through stations as it is being repaired.,a radio cycling through stations as it is being repaired
broken comms2_cap_2.wav,A radio that is trying to be tuned and fixed.,a radio that is trying to be tuned and fixed
broken comms2_cap_3.wav,A series of bleeps and bloops fire off randomly.,a series of bleeps and bloops fire off randomly
broken comms2_cap_4.wav,The computer is beeping as a voice recording drags .,the computer is beeping as a voice recording drags
broken comms2_cap_5.wav,Various computer noises go off as a voice call breaks up,various computer noises go off as a voice call breaks up
wind3.wav,Air is being forced through a small opening and almost making whistling noises.,air is being forced through a small opening and almost making whistling noises
wind3.wav,The wind howled violently and shrilly then began to taper off.,the wind howled violently and shrilly then began to taper off
wind3.wav,The wind is blowing through the corn field very loudly.,the wind is blowing through the corn field very loudly
wind3.wav,The wind is heard whistling outside from inside.,the wind is heard whistling outside from inside
wind3.wav,Wind howls violently and shrilly then begins to taper off.,wind howls violently and shrilly then begins to taper off
wind3_cap_1.wav,Air is being forced through a small opening and almost making whistling noises.,air is being forced through a small opening and almost making whistling noises
wind3_cap_2.wav,The wind howled violently and shrilly then began to taper off.,the wind howled violently and shrilly then began to taper off
wind3_cap_3.wav,The wind is blowing through the corn field very loudly.,the wind is blowing through the corn field very loudly
wind3_cap_4.wav,The wind is heard whistling outside from inside.,the wind is heard whistling outside from inside
wind3_cap_5.wav,Wind howls violently and shrilly then begins to taper off.,wind howls violently and shrilly then begins to taper off
Drinking Through Straw.wav,"A cold, icy drink is stirred and then sipped through a straw until it is gone.",a cold icy drink is stirred and then sipped through a straw until it is gone
Drinking Through Straw.wav,A person is pouring a drink and then taking a sip.,a person is pouring a drink and then taking a sip
Drinking Through Straw.wav,A stone object rubs and hits against another object,a stone object rubs and hits against another object
Drinking Through Straw.wav,A straw is moving and audible as it whirls around the bottom of the drain.,a straw is moving and audible as it whirls around the bottom of the drain
Drinking Through Straw.wav,Someone is stirring a drink with ice cubes in it and starts drinking with a straw until empty.,someone is stirring a drink with ice cubes in it and starts drinking with a straw until empty
Drinking Through Straw_cap_1.wav,"A cold, icy drink is stirred and then sipped through a straw until it is gone.",a cold icy drink is stirred and then sipped through a straw until it is gone
Drinking Through Straw_cap_2.wav,A person is pouring a drink and then taking a sip.,a person is pouring a drink and then taking a sip
Drinking Through Straw_cap_3.wav,A stone object rubs and hits against another object,a stone object rubs and hits against another object
Drinking Through Straw_cap_4.wav,A straw is moving and audible as it whirls around the bottom of the drain.,a straw is moving and audible as it whirls around the bottom of the drain
Drinking Through Straw_cap_5.wav,Someone is stirring a drink with ice cubes in it and starts drinking with a straw until empty.,someone is stirring a drink with ice cubes in it and starts drinking with a straw until empty
the swarm v31m3.wav,"A built up sound comprised of whining, chirping and other sounds that slowly dies off.",a built up sound comprised of whining chirping and other sounds that slowly dies off
the swarm v31m3.wav,"A built up sound comprised of whirring, chirping and other sounds that slowly dies off.",a built up sound comprised of whirring chirping and other sounds that slowly dies off
the swarm v31m3.wav,A noisy vacuum cleaner is used in a confined space.,a noisy vacuum cleaner is used in a confined space
the swarm v31m3.wav,A vacuum cleaner with noisy bearings being used in a confined space.,a vacuum cleaner with noisy bearings being used in a confined space
the swarm v31m3.wav,Cranking noises turn to a low screeching that rises in volume until it is extremely loud.,cranking noises turn to a low screeching that rises in volume until it is extremely loud
the swarm v31m3_cap_1.wav,"A built up sound comprised of whining, chirping and other sounds that slowly dies off.",a built up sound comprised of whining chirping and other sounds that slowly dies off
the swarm v31m3_cap_2.wav,"A built up sound comprised of whirring, chirping and other sounds that slowly dies off.",a built up sound comprised of whirring chirping and other sounds that slowly dies off
the swarm v31m3_cap_3.wav,A noisy vacuum cleaner is used in a confined space.,a noisy vacuum cleaner is used in a confined space
the swarm v31m3_cap_4.wav,A vacuum cleaner with noisy bearings being used in a confined space.,a vacuum cleaner with noisy bearings being used in a confined space
the swarm v31m3_cap_5.wav,Cranking noises turn to a low screeching that rises in volume until it is extremely loud.,cranking noises turn to a low screeching that rises in volume until it is extremely loud
Giant 1.wav,"A person gurgling, while trying to ape speech patterns, with some soft, occasional metal clanking in the background.",a person gurgling while trying to ape speech patterns with some soft occasional metal clanking in the background
Giant 1.wav,"A person gurgling, while trying to mimic speech patterns, with some soft, intermittent metal clanging in the background.",a person gurgling while trying to mimic speech patterns with some soft intermittent metal clanging in the background
Giant 1.wav,A person is making weird noises with his or her mouth.,a person is making weird noises with his or her mouth
Giant 1.wav,A person is speaking and is hard to understand.,a person is speaking and is hard to understand
Giant 1.wav,A person who has a hole in their neck is talking and they are hard to understand.,a person who has a hole in their neck is talking and they are hard to understand
Giant 1_cap_1.wav,"A person gurgling, while trying to ape speech patterns, with some soft, occasional metal clanking in the background.",a person gurgling while trying to ape speech patterns with some soft occasional metal clanking in the background
Giant 1_cap_2.wav,"A person gurgling, while trying to mimic speech patterns, with some soft, intermittent metal clanging in the background.",a person gurgling while trying to mimic speech patterns with some soft intermittent metal clanging in the background
Giant 1_cap_3.wav,A person is making weird noises with his or her mouth.,a person is making weird noises with his or her mouth
Giant 1_cap_4.wav,A person is speaking and is hard to understand.,a person is speaking and is hard to understand
Giant 1_cap_5.wav,A person who has a hole in their neck is talking and they are hard to understand.,a person who has a hole in their neck is talking and they are hard to understand
dull metal.wav,A person is making noise by tapping their fingernails on a solid surface.,a person is making noise by tapping their fingernails on a solid surface
dull metal.wav,Metal prongs rapping insistently against the concrete ground.,metal prongs rapping insistently against the concrete ground
dull metal.wav,Tapping two metal sticks together a few times a second.,tapping two metal sticks together a few times a second
dull metal.wav,Two metal objects tapping into each other a number of times.,two metal objects tapping into each other a number of times
dull metal.wav,Water is dripping from the faucet into the sink.,water is dripping from the faucet into the sink
dull metal_cap_1.wav,A person is making noise by tapping their fingernails on a solid surface.,a person is making noise by tapping their fingernails on a solid surface
dull metal_cap_2.wav,Metal prongs rapping insistently against the concrete ground.,metal prongs rapping insistently against the concrete ground
dull metal_cap_3.wav,Tapping two metal sticks together a few times a second.,tapping two metal sticks together a few times a second
dull metal_cap_4.wav,Two metal objects tapping into each other a number of times.,two metal objects tapping into each other a number of times
dull metal_cap_5.wav,Water is dripping from the faucet into the sink.,water is dripping from the faucet into the sink
Small Chain Clanging.wav,A person crunches through dried leaves on the ground.,a person crunches through dried leaves on the ground
Small Chain Clanging.wav,Aluminum candy papers are balled up in a hand.,aluminum candy papers are balled up in a hand
Small Chain Clanging.wav,Somebody balling up aluminum candy papers in their hand.,somebody balling up aluminum candy papers in their hand
Small Chain Clanging.wav,The chain of a necklace rattles inside a plastic cup.,the chain of a necklace rattles inside a plastic cup
Small Chain Clanging.wav,a person is stepping on the ground full of dried leaves,a person is stepping on the ground full of dried leaves
Small Chain Clanging_cap_1.wav,A person crunches through dried leaves on the ground.,a person crunches through dried leaves on the ground
Small Chain Clanging_cap_2.wav,Aluminum candy papers are balled up in a hand.,aluminum candy papers are balled up in a hand
Small Chain Clanging_cap_3.wav,Somebody balling up aluminum candy papers in their hand.,somebody balling up aluminum candy papers in their hand
Small Chain Clanging_cap_4.wav,The chain of a necklace rattles inside a plastic cup.,the chain of a necklace rattles inside a plastic cup
Small Chain Clanging_cap_5.wav,a person is stepping on the ground full of dried leaves,a person is stepping on the ground full of dried leaves
Hitting Tall Grass.wav,A person slowly clears high growth vegetation outdoors,a person slowly clears high growth vegetation outdoors
Hitting Tall Grass.wav,It takes more force to weed and trim as time goes on.,it takes more force to weed and trim as time goes on
Hitting Tall Grass.wav,Rocks are being thrown down on the ground.,rocks are being thrown down on the ground
Hitting Tall Grass.wav,Sand is being shoveled and dumped on the ground.,sand is being shoveled and dumped on the ground
Hitting Tall Grass.wav,The sand that is being shoveled is being dumped on the nearby ground.,the sand that is being shoveled is being dumped on the nearby ground
Hitting Tall Grass_cap_1.wav,A person slowly clears high growth vegetation outdoors,a person slowly clears high growth vegetation outdoors
Hitting Tall Grass_cap_2.wav,It takes more force to weed and trim as time goes on.,it takes more force to weed and trim as time goes on
Hitting Tall Grass_cap_3.wav,Rocks are being thrown down on the ground.,rocks are being thrown down on the ground
Hitting Tall Grass_cap_4.wav,Sand is being shoveled and dumped on the ground.,sand is being shoveled and dumped on the ground
Hitting Tall Grass_cap_5.wav,The sand that is being shoveled is being dumped on the nearby ground.,the sand that is being shoveled is being dumped on the nearby ground
Thunder Storm Daytona 3.wav,A clap of thunder coupled with the running water.,a clap of thunder coupled with the running water
Thunder Storm Daytona 3.wav,The plants in the forest are being blown and thrashed by the winds.,the plants in the forest are being blown and thrashed by the winds
Thunder Storm Daytona 3.wav,The thunder begins to roar as the rain is drizzling.,the thunder begins to roar as the rain is drizzling
Thunder Storm Daytona 3.wav,The thunder begins to roar while rain is drizzling.,the thunder begins to roar while rain is drizzling
Thunder Storm Daytona 3.wav,Water is running and a roar of thunder happens at the same time.,water is running and a roar of thunder happens at the same time
Thunder Storm Daytona 3_cap_1.wav,A clap of thunder coupled with the running water.,a clap of thunder coupled with the running water
Thunder Storm Daytona 3_cap_2.wav,The plants in the forest are being blown and thrashed by the winds.,the plants in the forest are being blown and thrashed by the winds
Thunder Storm Daytona 3_cap_3.wav,The thunder begins to roar as the rain is drizzling.,the thunder begins to roar as the rain is drizzling
Thunder Storm Daytona 3_cap_4.wav,The thunder begins to roar while rain is drizzling.,the thunder begins to roar while rain is drizzling
Thunder Storm Daytona 3_cap_5.wav,Water is running and a roar of thunder happens at the same time.,water is running and a roar of thunder happens at the same time
smoking in car.wav,A person trying to use a lighter multiple times to light a cigarette and then inhaling and coughing.,a person trying to use a lighter multiple times to light a cigarette and then inhaling and coughing
smoking in car.wav,After the lighter clicks and lights the cigarette the man coughs.,after the lighter clicks and lights the cigarette the man coughs
smoking in car.wav,"Someone starts a lighter, lights a cigarette, takes a breath from the cigarette, and then coughs.",someone starts a lighter lights a cigarette takes a breath from the cigarette and then coughs
