file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Lake Waves 2.wav,At a consistent rate someone wades through somewhat deep water,"Because of the unsteady flow, the water splashed around.",The dishes are being washed and rinsed in a sink,Water is flowing at unsteady rates splashing around.,a person is taking a bath and washing in the tub
wind-phonelines.wav,A loud wind blows in the background as waves crash onto a shore.,A loud wind is blowing in the background as waves crash onto a shore.,A wind blows constantly at an unsteady intensity.,The wind blows at a medium to heavy speed.,Waves and also white noise hit the shoreline.
Dentist Chair Hydraulics.wav,A machine is running until it turns off and then turns back on.,"A machine is running, turns off, and turns back on,",A machine that is in a low power mode then being turned on.,The machine is struggling to turn on and once is does it starts a low humming.,The machine is struggling to turn on and once is does it starts a lowly humming.
washing hands in the sink.wav,A faucet is running water as the person washes their hand in it.,"Faucet water runs while a person washes their hands, then they turn the faucet off.","The sink runs as hands are rinsed, then the sink is turned off, and the hands are shaken.",Water is very slowly and lightly flowing from a faucet.,a sink runs while hands are rinsed then turned off and hands are shaken to remove water.
RowanMagennis_160019_SD100_Sweeping.wav,"A broom in a chopping, sweeping movement, across a hardwood floor",A broom is cleaning the floor and sweeping.,A broom whispers softly as it sweeps across a concrete floor.,"Someone is sweeping the floor, first with some short strokes and then a few longer strokes with the broom.",Someone sweeping the floor with a straw broom.
Train left to right.wav,A fast short train going by then a slower longer one.,"A short train passes quickly, then a longer train goes by more slowly.",A train is going by making a lot of noise.,The loudly rumbling train is passing by a station.,a subway passing by followed by another one
Paris pluie sirenes.wav,An emergency unit with sirens is going to a call in the rain.,Both a police car and an ambulance have their sirens blasting out.,Police and emergency vehicle sirens boom from a moderate distance.,Police sirens and emergency vehicle sirens from a moderate distance away.,Warning sirens going off every few seconds in the distance.
siren.wav,A bird that is chirping then a police siren going off.,A blasting siren and birds chirping in the background.,An emergency vehicle is sounding loudly in the distance while a bird is chirping closer.,Birds are chirping and singing as emergency sirens blare in the background.,Birds chirping and singing as emergency sirens blare in the background
AbdnC_StNics_120225end.wav,"A hard object is striking a bell, as birds are chirping and people are talking at the same time.",An organ plays several chords of bells and then noisy sea gulls.,Bells go off very loudly and then a bird makes noises.,Bells ring several times and then a bird calls several times followed by another bird softly chirping.,"a church bell was ringing, followed by a seagull call, followed by another bird and by a car passing."
rain_and_thunder.wav,It is raining at a constant rate and begins to thunder.,Rain falling from the sky and gurgling down the gutters.,Rain falls at a constant rate and thunder rumbles.,Rain is pouring heavily outside on the ground.,Steady rain against pavement with a slight thunder that rumbles at the end.
CROWD AND TRAFFIC PLACE NOTRE DAME.wav,"A crowd of people gather to talk in a park, while in the background cars drive by.",A group of people are walking and talking as a car horn blares faintly in the distance.,People speaking in a crowd or a park and cars driving by in the background.,"With traffic in the background, women with children are walking and talking.",Women are walking and talking with children on the street with traffic in the background.
foodmarket_2.wav,A large group of people chatter in an outdoor setting amid intermittent banging sounds.,People are chatting at an open market with city noise in the background.,People chatting and city noise in a market or place where people gather.,People in a busy street are heard in the background in a market place.,a large group of people gathered outdoors with some banging sounds
market.wav,"A crowd is chatting, some of the voices speaking louder than others.",A large crowd of people in a hall were chatting.,A large group of people are milling around for a gathering in a hall.,A large number of people gather in a hall and mill around in a group.,A large room with people talking to each other.
pure_granny_static.wav,"A warped, shrill frequency resonates loudly as time goes on.","A warped, shrill frequency resonates loudly as time progresses.",Radio static from a tuner being moved across various radio frequencies.,The signal coming through the radio is distorted.,Water coming out of a hose spraying against material
Ambiance without people.wav,"In a busy area, birds tweet and call distantly.",Many birds chirp near a stream before cars pass by.,Static of traffic in the background with distant birds chirping.,The background was filled with static caused by traffic yet still the birds were present chirping off in the distance.,"The wind blows, and many birds chirp in the trees."
luncheon_ambiance.wav,"During a meal, people scrape their silverware while talking.",People are eating and socializing in a cafeteria.,People are talking and eating and clinking their silverware.,Some people were talking while someone was washing dishes.,a crowd is making a lot of noise in a market or a factory
Restaurant Ambience.wav,"A cafeteria full of people talking, chatting and yelling with each other as well as moving furniture.",A group of men and women are talking to each other at the market.,"A group of voices, including several adults and a young child, speak consistently.",Many people are talking all the time in the background.,Several adults and a young child are speaking.
rain and distant thunder 2.wav,A rain storm with heavy rain and thunder through a forest,"As thunder rumbles, rain pours onto a building.",Thunder roars while it rains in the background.,Thunder rumbles while it rains in the background amid the thunder.,"While travelling through the forest, it gets scary as a storm approaches with heavy rain."
JUDAH.wav,A whirring engine an occasional revving with one high pitched beep,A whirring engine and occasional revving with one high pitched beep,As the vehicle starts to drive away the metal begins to vibrate very fast.,"While wind is blowing continuously in the background, a car motor is humming and tires are screeching.","wind blowing continuously in the background, a car motor humming and tires screeching."
greece_naxos_white_noise_3.wav,A group of dogs are barking in the distance.,"Far away, a group of dogs are barking.","Silence, except for the distant barking of a dog.",The dog is barking outside with the wind blowing.,dog was barking in the background while the wind blow
propplaneflyover.wav,A propeller airplane engine flying high over head.,An aircraft flies overhead and approaches before flying away.,"An aircraft flying overhead, approaching then flying away.",An aircraft hovers overhead with a low hum.,An airplane with a propeller engine flies high over head.
Rain Loop (unfiltered).wav,It is raining hard and the rain hits a tin bucket.,Rain coming down outside with subtle wind blowing.,Rain is pouring onto an uneven surface and air is moving near.,Rain is pouring onto an uneven surface and air is moving nearby.,The rainfall is accompanied by a steady but subtle wind.
On the ferry 2011-12-03.wav,A loud sound was roaring with people talking in the background.,Quiet female conversation muffled by the drone of ventilation.,Quiet female conversation was drowned out by the drone of the ventilation system.,Someone sweeps a floor as a distant woman speaks.,loud roaring sound with people talking in the background.
honeyimhome.wav,A car drives very slowly and makes a sudden stop.,"A vehicle playing music pulls up, the emergency brake is pulled, and the car is turned off and opened.","A vehicle pulling up with music playing, the emergency brake being pulled, then shutting off car and opening door.",Beeping plays right before opening and closing as rain is coming down hard outside.,rain coming down hard as a beeping plays right before opening and closing
auto int heat blast max.wav,"A very large, industrial machine is running continuously.",Ferry engines are operating in a regular sustained fashion and in close proximity.,"Ferry engines, which are in close proximity to one another, operate in a regular sustained fashion.",Heavy rain outside is continuously dripping onto the floor.,The very large industrial machine runs at a continuous pace.
Tram on Douro Bridge.wav,"A car drives steadily, accompanied by brief clanging.",A car moves continuously down a road and brief clang sounds.,A train goes down the tracks and gets quieter as it races away.,The train or subway car is travelling down the rail to its destination.,The train or subway car is travels down the rail to its destination.
rain.thunder.crickets-01.wav,A cricket is tweeting and the wind is gusting strongly.,A strong wind blows as insects sing in the background.,"Crickets are chirping, thunder is rumbling, rain is falling and wind is blowing.",The crickets were chirping outside in a thunder storm,Wind is howling in strength as insects chirp in the distance.
bad-def01.wav,A person in a tub full of hot water is using their hands to move the water.,A person swishes water around in a tub,Someone either getting in to or out of their bath tub.,Someone in a bath tub is moving about and attempting to wash themselves.,Someone is either getting into or out of a bathtub.
Mysound-IDES-FRlittle-bell.wav,A key chain being shaken vigorously at a constant rate.,A person is jingling and rattling a key chain.,The coins are being shaken harder and louder as the video goes on.,a drumming toy is being spin back and forth by hand,something metallic rattling inside a bottle and scraping noises
Flamborough_ambience.wav,A car is driving and the strong wind is blowing.,A car is driving and the wind is blowing very strongly.,A waterfall splashing down to its base with a roar and the wind howls with it.,driving in a car with the windows down as it is raining,driving in a car with the windows rolled down while it rains.
electric_air_compressor_close_mono.wav,A generator is running and then it is turned off.,A generator is turned off after being run.,A mechanical whirring drones on from the beginning until the end.,a machine starts up and begins rumbling steadily but soon stops.,a mechanical whirring similar to that of a lawnmower drones on from the beginning until the end.
Bathroom.wav,A car engine is running and it is raining.,A car engine runs while it is raining,A shower is running and a machine is on.,Air is continuously whirling while water is being dripped to the ground.,"While a machine is on, a shower is running."
FP_Drainage_System_Water_Drip.wav,A faulty shower is pouring water out in large volumes to hit the ground.,A water spout is slowly dripping onto a concrete floor.,Bacon frying in a pan and the oil is popping and splattering.,Water dripped off the roof and splashed to the pavement below.,Water falling off of a roof and landing on the pavement out front.
frog baby 2 1.wav,A car drives by while a light rain is falling.,A liquid substance is being drained continuously outside the area.,"A water fountain runs in a garden, traffic passes in the distance.",Liquid streams into a puddle and a vehicle in the background starts and drives away.,a water fountain in a garden running while traffic goes by in the distance.
Sink_Draining_Water_Drip.wav,Liquid is being drained and put into a bucket.,The liquid is being drained and put into a bucket.,Trickling water fills a container and becomes louder over time until the trickling stops.,Water is being poured into a container at different speeds.,Water rapidly trickling into a container that becomes louder over time until the trickling stops.
"Ring NYC apartment doorbell, neighbor dog barks.wav",A door opens after a doorbell rings three times and a dog barks.,"A doorbell rings three times, then a dog barks, and a door is being opened.","After someone rings the doorbell several times, the dog begins barks and someone finally comes to open the door.",Different tunes are tapped on a xylophone rapidly.,Someone is ringing the bell door a couple of times then the dog barks and someone opens the door
cars.wav,A car rides on a busy street along with traffic.,Cars are driving by on a busy highway.,Heavy traffic is zipping by on a busy and wet road.,Heavy traffic was zipping by on a busy wet road.,The cars drove by on the busy highway very slowly.
Ronda - Steps in the stone - Pasos sobre piedra.wav,A person walking and there jacket is rubbing against them,A person walks heavily over a hard surface.,A person walks loudly over a hard surface.,Someone is slowly walking with shoes along a hard surface.,Someone walking and there jacket is rubbing against them
Calle transitada.wav,A few cars pass on the highway while some hit their breaks.,A regular street with cars going by at a medium to high speed,Cars passing by on the interstate going real fast.,Creaking of brakes and a few cars passing by on the highway.,"On a regular street, cars go by at a medium to high speed."
Fumigadora.wav,A motorcycle passing by a truck on the interstate.,A truck on the interstate is passed by a motorcycle.,Someone in a vehicle passes by a loud factory.,Someone in a vehicle passing a loud factory by.,a machine with loud engine is moving further away
luffy_wind5.wav,A fan running on low with something stuck in it.,A metallic object rattling in the foreground during movement.,A wheel rotating in the foreground while the wind blows in the background.,Something is currently stuck inside the low running fan.,The rattle of a metallic object in movement.
Manwe-metal_tools_on_concrete.wav,Metal items are being thrown into a container.,Metal items are currently being thrown into a container.,"One piece of metal falls with a clatter, shortly after it is repeated","Two distinct pieces of metal are dropped, one at the time and together.",pieces of metals are being thrown and banged against each other
Scissors Cutting Paper.wav,A person is using a cutting board to cut food on.,"Paper or plastic rattles, then constant cutting and chopping on a block.",Someone cutting through paper and other materials with scissors.,Someone uses scissors to cut paper and other things.,"rattling of plastic or paper, then constant cutting, and chopping on block"
wind and birds in the delta of the River Po 2.wav,A bird is singing while someone is cutting using a scissors.,Birds are chattering as the wind blows and then a person walks in the distance.,Several species of birds sing and chirp in the forest.,"The rush of wind, traffic, and closer by birds are tweeting and chirping",wind is rushing by and birds are chirping while faint footsteps come in at the end
bm_doorsqueak.wav,A door creaks while being opened and closed by the wind.,A door is coming to a close in a dramatic way in an empty house.,A door with squeaky hinges is being repeatedly opened and closed.,The hinges on an old wooden door squeak as the door slowly opens and closes.,The hinges on an old wooden door squeaking as the door slowing moves.
MISC_Police_Siren_Int_Onboard_003.wav,A police car was driving with the siren blaring,A police car with lights turned on is speeding down the streets very fast.,A police siren rings as the car engine roars,A police car was operating with its siren screaming.,Inside a police car that has its sirens on and is driving.
QuietEveninginPark.wav,A bird chirping in the rain as a car goes by.,A bird is chirping in the rain as a car drives by.,"A bird screams, someone lights a lighter, and a car zooms by.",Birds are chirping before water splashes and a car passes by.,Birds chirping then water splashes and a car passes by.
Cooking on Gas.wav,A bus with a noisy engine was driving.,A gas burner is running and boiling the water on top of the range.,Driving by was a bus with a loud engine.,The motor of a car is idling and the belt is squeaking.,The squeaking belt rang out over the idling of the motor of a car.
bombolles.wav,Air bubbles quickly rise out of a large pool of water.,Air is blown through a straw into liquid and bubbles form and burst.,Bubbles form and burst as air is blown through a straw into liquid.,The Water boils rapidly as its bubbles pop loudly.,Water boils rapidly and bubbles are popping loudly.
Wild Water 2.wav,A heavy rain coming down during a storm with people talking in the background.,Faint voices of the people rise above the heavily falling rain.,It is raining down on the road very hard and intensely.,Rain falls down very hard on the road in an intense manner.,rain falling heavily as people talk to each other in the background faintly
kitchensinkturningonandoff.wav,A person working on a sink and draining the water out.,A stream of water pours and then a coffee maker powers on.,One person is working on a sink while the water is draining out.,The water gurgles down as a drain is emptied with a machine.,"Water is being poured, after which a coffee machine is turned on."
Bubbling beaker.wav,A person is blowing several bubbles in the water.,Bubbles in a fish tank grow as time goes on.,Popping sounds are made in a liquid while bubbles are continuously being blown into the liquid.,Someone blowing bubbles into a large container of water using a long straw like tube.,"Using a long straw like tube, someone blows bubbles into a large container of water."
Street cleaning.wav,A machine is running at a pretty constant rate and a bus pulled up.,A motor is running at an inconsistent pace.,An engine runs continuously then vehicles back up.,"During heavy wind and rain, the traffic rushed and cars moved down the road.","Traffic whines and cars move down a road, during heavy wind and rain."
stretched bell.wav,A bell constantly remains smoothly and softly activated.,A bell or something of the sort going off repeatedly with no time in between.,A school alarm echoes and vibrates as it rings nearby.,An alarm on a boat calls out a warning.,"Without any time in between, a bell or something of the sort is going off repeatedly."
footsteps_snow_1min_mono_44_16.wav,A person is walking in deep hard snow while stamping it under their feet.,A person is walking on a hard packed snow trail.,A person is walking on snow with boots.,"A person walks through deep, hard snow, crunching it beneath their feet.",A person walks through the snow while wearing boots.
metal gates squeaking in the wind.wav,A metal object bouncing around with wind sounds and car traffic passing by in background.,"A metal object bouncing around, wind sounds and car traffic passing by in background",A truck is driving down the road with the back doors open and making racket while another truck passes them.,Someone takes a ride on an old bus over a bumpy road.,Someone taking a ride on an old bus with many bumps in the road.
Starting car recorded from inside.wav,A car door is being opened and the glove box is shuffled through.,A car door is opened and the glove box is shuffled through.,A car engine starts and the car is driven away.,Someone is moving around and touching things inside of a car.,someone moving around and touching things inside of a car
water on boat - galilee.wav,A slow drip from a sink and people muffled chatting far away.,"Among the muffled people chatting far away, the sink drips slowly.",Soft tumbling and clinking of objects while people are talking in the background.,Something drips steadily and people begin to talk.,a soft tumbling and clinking sound with people talking in the background
"Stream, Water, C.wav","From a rocky cliff, water is pouring into a pond.",Water flowing in a creek in a steady pace.,The water is coming down from a waterfall.,Water is flowing in a creek in a steady pace.,Water is pouring into a pond from a rocky cliff.
outdoors street ambient heavy traffic some hiheel highheels walking and jabbering.wav,A man quietly coughing while cars pass by and birds chirp in the background.,A man quietly coughs while cars pass by outside and birds chirp in the background.,"Loud traffic passes, while a person coughs in the background.","The wind is blowing and increases in speed and fluctuates,",a person coughs with loud traffic noise in the foreground
SmallTownNightLowTraffic.wav,A motor fluctuates and a car door opens and closes.,A motor fluctuates while a car door opens and then closes.,A not too busy road has a few trucks and cars go by.,Vehicles approaching and then driving away on a highway.,"Vehicles approaching, then driving past on a highway."
Corn Husking Sequence x2.wav,A zipper is opened and closed several times.,A zipper is pulled up and down several times.,Some plastic is pulled and ripped with a high pitched squeal,"Some plastic is pulled and ripped, creating a high pitched squeal.",The cloth was ripped off by someone multiple times and then pulled apart.
SportCarRumble.wav,A rough motor idles at a low and continuous pace.,A rough motor is idling softly and constantly.,A truck motor is idling continuously at the same rate throughout.,An engine is generating a continuous engine sound.,An engine is making a continuous sound that is loud.
red X.wav,A person tears up a couple pieces of paper.,Rustling of papers followed by scratching then rustling of papers continues.,Someone is writing on a piece of paper with a marker.,Someone is writing with a dry marker on a piece of paper.,Writing with a dry marker on a piece of paper.
rbh creek.wav,A heavy rainfall drowns out all other noises.,A river flows while birds chirp in the background.,Heavy rain falling while strong winds are blowing,Water flowing from heavy rain or overflowing river or stream.,Waves are getting stronger as the video goes on.
Light Knocking on door.wav,Someone knocks on something three times twice in a row.,"Someone knocks on something three times, and that process repeats twice.",The person is knocking again and again on an empty wall.,a person continuously knocking on a hollow wall,the wooden table with a object is being tapped by a person
Rural_ourdoors_birds.wav,Birds are chirping peacefully until another bird interrupts.,"Birds are chirping peacefully, until a louder bird interrupts.","Birds are chirping, with one closer and louder and less than a half of a second between its cries.",Birds chatter and the city hums softly in the distance.,"Birds chirp, one closer and loudly with less than a half second between cries."
SW_Street_Noise_Motorcycle_Rally.wav,A person is revving a car engine and screeches their wheels.,"A roaring engine and squealing tires are followed by idling, while the tires squeal again.",A small motor vehicle running and squealing its tires before driving off.,An engine roars while tires squeal followed by an idling engine that roars while tires squeal again.,The vehicle took off with a revving of the engine and the squeal of tires.
mansteps.wav,A person is walking slowly on a hard surface with noisy shoes.,A person with noisy shoes is walking slowly on a hard surface,Someone walking on the floor in squeaky shoes.,Someone walks on the floor with squeaky shoes on.,The squeaking of tight new shoes make their way across a floor
tramway_gnashing.wav,A large vehicle goes around a tight turn with its brakes squealing.,A subway train coming to a stop at a subway station.,"At a subway station, a train approaches to a stop.","Heavy metals screeching, being pushed or pulled against the other","Metal scraping on a train track, coming closer and closer."
Count down and drive away car rally gravel.wav,"A car motor revs while a man chants, before the car accelerates.","A car motor revving and a man speaking, then the car accelerates.",A man is chanting and then cars racing by.,A man chants as a race car revs up and speeds off into the distance.,"a man is chanting, then cars racing by."
downspout-rainwater1.wav,Liquid is being poured into a container at a constant rate.,Liquid is pouring into a container at a constant rate.,Water flows steadily into a container of water.,Water flows steadily into a container with water.,liquid is constantly pouring into a container here.
Mobile_phone_-_Dialing_tones_slow_L_Close_R_Distant.wav,A timer is beeping and going off continuously.,"An electronic alarm beeps eight times, signalling a finish of something.",Continuously the timer is going off as it beeps.,Multiple beeps are present and throughout every thing here.,Multiple beeps are present throughout every thing here.
creekwaterfall.wav,A stream in the woods flowing over rocks and collecting in a pond.,Current of a river going down in a cascade,Hard rain falling down into a running river.,Water flowing in a creek at a fast pace.,Water flowing in a creek at a very fast pace.
Desolation Wilderness.wav,A bird makes a call twice in the distance.,Monkeys in the distance are calling louder than the sea surf background noise.,Birds in the distance and other animals howling in a jungle or forest.,Two distinct tweets from a far away bird.,an animal is barking while birds are chirping outside
Waves 02.wav,Heavy waves are crashing with a single quick clang at the end.,"Heavy waves crashing, with a single, quick clang at the end.",Large and small waves make their surf noises on the beach.,Waves constantly crash loudly and with force against shore.,Waves constantly crash loudly and with force against the shore.
elvis_old_time_radio.wav,A bunch of static and then a man comes across with a radio message.,"In a radio broadcast, someone is saying something.",A scratchy audio saying something is played on the radio.,"First there was a bunch of static, then a man came across with a radio message.","On an old radio, a person is speaking."
gargnano.wav,A seagull chirps while waves in the ocean are rolling in to shore.,Someone is swimming in the ocean while a seagull is flying overhead.,Water comes rushing out before slowing to a slight trickle.,Waves at the ocean are rolling in and a seagull chirps.,"While a seagull flies overhead, someone swims in the ocean."
small_underpass_300513.wav,Cars drive by in an increasing then decreasing wave while a woman coughs five times.,Cars pass by a busy street as a person inside coughs.,The hum of outdoor traffic swells and diminishes in the background while a woman coughs five times.,The traffic sounds got closer then faded and a person was coughing and sneezing near the end.,traffic sounds getting closer then fading with a person coughing near the end
EXT STREAM DAY (WITH GEESE) 96K.wav,A man is speaking and a goose is cackling in the background.,A man is speaking while a goose is cackling in the background.,A person is speaking on a farm while chickens are making noise and water is running.,Water is running and chickens are clucking while a person is speaking.,Ducks quack in the background as a man says something.
Metal Bearing rolling spinning Start to Stop continuous Slow down creaky 1.wav,A drill starts at high speed and then starts to go slower,A drill starts out really fast and then starts to go slower,A person is moving a chain lever then slowly stops.,Machinery grinding and progressively slowing down until it stops.,The top spins quickly and then slows to a stop.
Stream # 2.wav,Rainfall is dropping into a body of water,Raindrops fall into a body of sea water.,Water constantly flowing in a stream and then it flows faster.,Water is running down a gutter and into a storm drain.,Water runs through a stream and over a log towards the river.
evening street.wav,As cars drive by water pours down heavily,Cars are coming towards a stationary point and going past it.,Cars coming towards and going past a stationary point,Water pours down heavily and cars drive on by.,"While cars are driving on the road, the water is running."
Field ambience in Marata - h4n.wav,"At the stationary point, cars are moving at different speeds.",Large vehicles drive by followed by a motorcycle before the road becomes quiet.,The silence of the day is broken by the passing of an automobile.,Three large vehicles pass by followed by a motorbike before the road becomes quiet.,"With footsteps in the background, cars are moving by fast on the side of a highway."
Forest dry leaves walk. .wav,Leaves crackle and crunch and twigs snap as a person takes a walk outdoors.,"Leaves crackle and crunch, and twigs are snap as a person takes a walk outdoors.",Regular footsteps from a person walking through an outdoor setting are audible.,Regular footsteps of a person walking through a natural outdoor setting.,Someone is outdoors walking and is stepping on and breaking sticks and walking through dry leaves.
flinders st trams.wav,A diesel locomotive starting to leave as the wheels on the cars start to clack.,A starting whir of a machine proceeds to make some loud action.,A starting whir of a machine that proceeds to make some loud action.,A vehicle brakes and another vehicle revs its engine and another car drives past.,"A vehicle brakes and another vehicle revs its engine, preparing for the next race as another car speeds past."
Los Angeles Bus Ride.wav,"A bus drives up, hisses as the breaks squeak while many people talk.",Many men and women talk in the foreground while mechanical transportation runs.,"Many people talking as a bus drives up, hisses then the breaks squeak.",Vehicles are driving while men and women speak in a crowd.,numerous male and female voices in the foreground while mechanical transportation sounds spread in the background
Traffic in Rue Blanche - Paris - France.wav,A high powered motorcycle moves off while revving its engine and background traffic passes by.,A high powered motorcycle speeds off while revving its engine and traffic drives by.,A motorcycle speeds by and then shifts gears as it speeds down the road.,A motorcycle speeds by and then speeds down the road shifting gears.,Motorcycles are revving and zooming past in a nearby location.
sulawesi_quail_dove.wav,A bus was moving and a bird was cooing while the other was squeaking,An owl hoots in the night sky as other birds caw,"An owl hoots, birds call and something else is humming.",The birds caw and the owl hoots in the night sky.,"While a bus moves, a bird coos and another bird squeaks."
running on the street.wav,A person takes quick jogging steps on a hard surface.,Someone is running for a while on a hard surface.,Someone is running on a hard surface for awhile.,Someone is walking rapidly then comes to a stop.,Someone wearing wooden shoes is jogging at a steady pace.
wind&amp;chimes.wav,A chime rings and heavy rain falls over the open land.,A loud rainfall with music for children going off,The cell phone of a baby plays over the rainstorm in the background.,Wind chimes are ringing while heavy rain falls in the background.,Wind chimes ringing with heavy rain falling in the background.
Large ship engine running recorded in cabin.wav,"A dull engine is running in idle, while faint voices are in the background.","A steady hum, as a car is driven down the street.","A steady hum, like a car driving down the street.",A vehicle is on and standing still without revving.,This engine is whirring and mixing with a constant speed.
Footsteps_Squeeky_Wood.wav,"A door opens and a man steps inside, he walks around the room, and the boards creak underneath his weight.",A man steps inside an opened door and the boards creak beneath his weight as he walks around.,A person climbs a creaky flight of stairs.,Boards creak as someone climbs a flight of stairs.,Someone opens a door and walks across a hard wood floor.
creek_waterfall.wav,A vehicle with its engine running is in the rain while other vehicles are passing by it.,"As cars pass by, loud rain pours down.",Heavy rain falls while a truck passes by in noisy traffic.,Water burbling in a stream as vehicles pass through.,Water running though a storm drain while traffic passes over.
rain thunder ambient.wav,A thunder storm breaks out with heavy rainfall amid traffic.,A thunder storm with a heavy rainfall beside traffic,"Heavy rain is falling on a roof, with thunder rumbling followed by more heavy rain.","Heavy rain is falling on a roof, with thunder rumbling, then more heavy rain.",Rain water falls heavily from the store down to the ground below.
birds at dawn of spring.wav,A bird chirping in the foreground as vehicles pass in the background.,A bird chirps in the foreground as vehicles pass in the background.,Birds are chirping in a forest next to a highway.,Birds vocalize to each other near a large roadway.,"The birds chirp and call, some in a descending then ascending kind of pitch."
"01-31 Footsteps, Wood, Barefoot, Jumps &amp; Scuffs.wav","A person is turning several pages of a book, then writes on the page he turns to.",A person thuds and brushes over a surface,A person thuds on a surface and brushes over a surface.,Someone is throwing shoes across the floor as they write on the chalkboard.,Someone is throwing shoes on the floor and writing on a chalkboard.
slowwiper.wav,A large number of banging sounds are being created in the distance,A repeating pattern of thuds and bumps of a heavy object,A thudding occurs repeatedly in cycles with a repeating pattern.,Windshield wipers are going back and forth during the rain.,windshield wipers going back and forth in the rain
2006_04_16_water_and_frogs_colliure.wav,The water falls softly and bubbles at is flows into a pond and a frog croaks.,The water flows and bubbles as it falls into the large pond and a frog croaks two times.,"Water is flowing in a stream, and a frog is croaking.",Water is gurgling through the creek while a frog croaks.,"Water runs quickly into a basin and collects, as something else hums lightly and then two croaks."
Blade Small.wav,A knife is being sharpened in the video.,A person is carefully wood carving with a knife.,Someone is sharpening their knife with another knife.,Someone uses a knife to sharpen a different knife.,The knife is being sharpened in the video.
Parakeets.wav,A collection of birds all making different sounds.,A group of birds are all making different sounds.,A variety of different birds are chirping and singing within close proximity to each other.,Many different birds chirp and sing in close proximity.,Multiple birds chirp at each other while the chicks are squawking in unison.
Bus Pulls Away.wav,A door handle is opened with the movement of machinery in the background.,A large running vehicle is slowly driving away.,A large vehicle is running and then drives away slowly.,"A person boards the bus when the door opens, and it drives off.","The bus door opens, a person boards, the doors close and the bus drives off."
dryer_turn_on_open_door_close_door_24_96_mono.wav,A dryer door is closed and turned on before it is stopped and turned on again.,"As a dryer door opens and closes, the motor starts and stops.",Pounding on a washing machine before it is clicked on and off.,Someone is using a machine manually and it is being turned on and off.,The door of the dryer is closed and the dryer is started.
geese_copake_farmland_1.wav,"A group of noisy birds and insects are chirping, cackling and flapping.",Birds are cackling and flapping while insects are chirping.,Geese travel in groups together and form themselves.,Insects are chirping while several birds are chirping.,Insects are making noise while several birds are chirping.
crossing tracks.wav,A machine with a spinning wheel is turning and turning at a constant rate of speed.,"In his good hands, the paper cutter cuts slices of pages.",Someone is inside a vehicle and is driving down the highway.,Someone is operating a paper cutter and cutting multiple sheets.,a machine with a spinning wheel is turning constantly
